account_id,month,active_users,features_adopted,logins
A000078,2024-12-17 03:23:15.830571,53,4,703
A000078,2025-01-16 03:23:15.830571,45,4,615
A000078,2025-02-15 03:23:15.830571,42,5,695
A000078,2025-03-17 03:23:15.830571,43,5,506
A000078,2025-04-16 03:23:15.830571,46,5,898
A000078,2025-05-16 03:23:15.830571,46,5,709
A000078,2025-06-15 03:23:15.830571,51,5,847
A000078,2025-07-15 03:23:15.830571,51,5,472
A000078,2025-08-14 03:23:15.830571,47,5,933
A000078,2025-09-13 03:23:15.830571,63,6,665
A000078,2025-10-13 03:23:15.830571,49,6,750
A000078,2025-11-12 03:23:15.830571,60,6,1009
A000078,2025-12-12 03:23:15.830571,65,6,714
A000078,2026-01-11 03:23:15.830571,53,6,475
A000078,2026-03-12 03:23:15.830571,60,6,990
A000078,2026-04-11 03:23:15.830571,63,7,1036
A000078,2026-05-11 03:23:15.830571,62,7,1201
A000078,2026-06-10 03:23:15.830571,65,7,1078
A000078,2026-07-10 03:23:15.830571,70,7,1075
A000079,2025-01-27 12:06:12.273811,2,2,18
A000079,2025-02-26 12:06:12.273811,2,2,16
A000079,2025-03-28 12:06:12.273811,1,1,11
A000079,2025-04-27 12:06:12.273811,1,1,12
A000080,2026-07-02 11:05:43.374592,2,3,36
A000080,2026-08-01 11:05:43.374592,2,3,30
A000081,2024-08-01 16:19:20.695993,23,2,368
A000081,2024-08-31 16:19:20.695993,25,2,202
A000081,2024-09-30 16:19:20.695993,22,2,395
A000081,2024-10-30 16:19:20.695993,21,2,208
A000081,2024-11-29 16:19:20.695993,23,2,396
A000081,2024-12-29 16:19:20.695993,23,2,445
A000081,2025-01-28 16:19:20.695993,22,2,334
A000081,2025-02-27 16:19:20.695993,22,2,324
A000081,2025-03-29 16:19:20.695993,21,2,289
A000081,2025-04-28 16:19:20.695993,24,2,389
A000081,2025-05-28 16:19:20.695993,25,2,331
A000081,2025-07-27 16:19:20.695993,23,2,428
A000081,2025-08-26 16:19:20.695993,21,2,291
A000081,2025-09-25 16:19:20.695993,21,2,343
A000081,2025-10-25 16:19:20.695993,24,2,355
A000081,2025-11-24 16:19:20.695993,22,2,336
A000081,2025-12-24 16:19:20.695993,23,2,446
A000081,2026-01-23 16:19:20.695993,22,2,226
A000081,2026-02-22 16:19:20.695993,24,2,273
A000081,2026-03-24 16:19:20.695993,22,2,318
A000081,2026-04-23 16:19:20.695993,23,2,268
A000081,2026-05-23 16:19:20.695993,24,2,218
A000081,2026-06-22 16:19:20.695993,21,2,374
A000081,2026-07-22 16:19:20.695993,21,2,369
A000082,2024-01-20 01:44:27.938909,2,3,30
A000082,2024-02-19 01:44:27.938909,2,3,24
A000082,2024-03-20 01:44:27.938909,2,3,30
A000082,2024-04-19 01:44:27.938909,2,3,40
A000082,2024-05-19 01:44:27.938909,2,3,36
A000082,2024-06-18 01:44:27.938909,2,3,36
A000082,2024-07-18 01:44:27.938909,2,3,25
A000082,2024-08-17 01:44:27.938909,2,3,20
A000082,2024-09-16 01:44:27.938909,2,3,17
A000082,2024-10-16 01:44:27.938909,2,3,18
A000082,2024-11-15 01:44:27.938909,2,3,24
A000082,2024-12-15 01:44:27.938909,2,3,18
A000082,2025-01-14 01:44:27.938909,2,3,17
A000082,2025-02-13 01:44:27.938909,2,3,31
A000082,2025-03-15 01:44:27.938909,2,3,22
A000082,2025-04-14 01:44:27.938909,2,3,38
A000082,2025-05-14 01:44:27.938909,2,3,37
A000082,2025-06-13 01:44:27.938909,2,3,22
A000082,2025-07-13 01:44:27.938909,2,3,38
A000082,2025-08-12 01:44:27.938909,2,3,35
A000082,2025-09-11 01:44:27.938909,2,3,29
A000082,2025-10-11 01:44:27.938909,2,3,22
A000082,2025-11-10 01:44:27.938909,2,3,33
A000082,2025-12-10 01:44:27.938909,2,3,27
A000082,2026-01-09 01:44:27.938909,2,3,36
A000082,2026-02-08 01:44:27.938909,2,3,30
A000082,2026-03-10 01:44:27.938909,2,3,34
A000082,2026-04-09 01:44:27.938909,2,3,23
A000082,2026-05-09 01:44:27.938909,2,3,20
A000082,2026-06-08 01:44:27.938909,2,3,23
A000082,2026-07-08 01:44:27.938909,2,3,25
A000083,2025-05-07 14:35:13.179311,4,2,44
A000083,2025-06-06 14:35:13.179311,5,2,75
A000083,2025-07-06 14:35:13.179311,4,3,85
A000083,2025-08-05 14:35:13.179311,5,3,63
A000083,2025-09-04 14:35:13.179311,5,3,53
A000083,2025-10-04 14:35:13.179311,5,4,46
A000083,2025-11-03 14:35:13.179311,6,4,63
A000083,2025-12-03 14:35:13.179311,5,4,74
A000083,2026-01-02 14:35:13.179311,6,5,107
A000083,2026-02-01 14:35:13.179311,7,5,89
A000083,2026-03-03 14:35:13.179311,7,5,97
A000083,2026-04-02 14:35:13.179311,7,6,122
A000083,2026-05-02 14:35:13.179311,7,6,90
A000083,2026-06-01 14:35:13.179311,6,6,112
A000083,2026-07-01 14:35:13.179311,7,7,63
A000083,2026-07-31 14:35:13.179311,7,7,68
A000084,2025-09-01 10:32:48.694070,6,4,58
A000084,2025-10-01 10:32:48.694070,6,4,116
A000084,2025-10-31 10:32:48.694070,7,4,73
A000084,2025-11-30 10:32:48.694070,6,4,76
A000084,2025-12-30 10:32:48.694070,6,4,66
A000084,2026-01-29 10:32:48.694070,7,4,119
A000084,2026-02-28 10:32:48.694070,6,4,70
A000084,2026-03-30 10:32:48.694070,6,4,77
A000084,2026-04-29 10:32:48.694070,6,4,93
A000084,2026-05-29 10:32:48.694070,6,4,86
A000084,2026-06-28 10:32:48.694070,6,4,67
A000084,2026-07-28 10:32:48.694070,6,4,107
A000085,2025-11-30 10:02:26.307017,3,4,52
A000085,2025-12-30 10:02:26.307017,3,4,44
A000085,2026-01-29 10:02:26.307017,3,4,32
A000085,2026-02-28 10:02:26.307017,2,3,32
A000085,2026-03-30 10:02:26.307017,2,3,20
A000085,2026-04-29 10:02:26.307017,2,3,13
A000085,2026-05-29 10:02:26.307017,2,3,12
A000085,2026-06-28 10:02:26.307017,1,3,20
A000085,2026-07-28 10:02:26.307017,1,2,14
A000086,2025-07-13 17:22:34.504442,4,3,53
A000086,2025-08-12 17:22:34.504442,4,3,84
A000086,2025-09-11 17:22:34.504442,4,3,69
A000086,2025-10-11 17:22:34.504442,4,3,85
A000086,2025-11-10 17:22:34.504442,4,3,71
A000086,2025-12-10 17:22:34.504442,4,3,42
A000086,2026-01-09 17:22:34.504442,4,3,61
A000086,2026-02-08 17:22:34.504442,4,3,48
A000086,2026-03-10 17:22:34.504442,4,3,61
A000086,2026-04-09 17:22:34.504442,4,3,49
A000086,2026-05-09 17:22:34.504442,4,3,78
A000086,2026-06-08 17:22:34.504442,4,3,38
A000086,2026-07-08 17:22:34.504442,4,3,37
A000087,2024-01-01 23:12:29.115381,3,2,44
A000087,2024-01-31 23:12:29.115381,4,2,46
A000087,2024-03-01 23:12:29.115381,3,2,48
A000087,2024-03-31 23:12:29.115381,3,2,47
A000087,2024-04-30 23:12:29.115381,3,3,54
A000087,2024-05-30 23:12:29.115381,3,3,39
A000087,2024-06-29 23:12:29.115381,3,3,53
A000087,2024-07-29 23:12:29.115381,3,3,59
A000087,2024-08-28 23:12:29.115381,4,3,58
A000087,2024-09-27 23:12:29.115381,3,3,35
A000087,2024-10-27 23:12:29.115381,3,4,32
A000087,2024-11-26 23:12:29.115381,4,4,54
A000087,2025-01-25 23:12:29.115381,4,4,46
A000087,2025-02-24 23:12:29.115381,4,4,77
A000087,2025-03-26 23:12:29.115381,4,4,44
A000087,2025-04-25 23:12:29.115381,4,5,42
A000087,2025-05-25 23:12:29.115381,5,5,61
A000087,2025-06-24 23:12:29.115381,4,5,45
A000087,2025-08-23 23:12:29.115381,5,5,43
A000087,2025-09-22 23:12:29.115381,4,5,40
A000087,2025-10-22 23:12:29.115381,5,6,62
A000087,2025-11-21 23:12:29.115381,5,6,75
A000087,2025-12-21 23:12:29.115381,5,6,104
A000087,2026-01-20 23:12:29.115381,5,6,62
A000087,2026-03-21 23:12:29.115381,5,6,37
A000087,2026-04-20 23:12:29.115381,4,7,76
A000087,2026-05-20 23:12:29.115381,6,7,46
A000087,2026-06-19 23:12:29.115381,5,7,51
A000087,2026-07-19 23:12:29.115381,5,7,93
A000088,2025-09-20 01:08:38.410883,2,2,29
A000088,2025-10-20 01:08:38.410883,2,2,29
A000088,2025-11-19 01:08:38.410883,2,2,35
A000088,2025-12-19 01:08:38.410883,2,2,33
A000088,2026-01-18 01:08:38.410883,2,2,19
A000088,2026-02-17 01:08:38.410883,2,2,22
A000088,2026-03-19 01:08:38.410883,2,2,35
A000088,2026-04-18 01:08:38.410883,2,2,36
A000088,2026-05-18 01:08:38.410883,2,2,21
A000088,2026-06-17 01:08:38.410883,2,2,25
A000088,2026-07-17 01:08:38.410883,2,2,30
A000089,2024-02-29 12:45:51.014451,17,2,227
A000089,2024-03-30 12:45:51.014451,19,2,248
A000089,2024-04-29 12:45:51.014451,20,2,334
A000089,2024-06-28 12:45:51.014451,19,2,204
A000089,2024-07-28 12:45:51.014451,20,2,303
A000089,2024-08-27 12:45:51.014451,17,2,258
A000089,2024-10-26 12:45:51.014451,17,2,256
A000089,2024-11-25 12:45:51.014451,20,2,169
A000089,2024-12-25 12:45:51.014451,18,2,214
A000089,2025-01-24 12:45:51.014451,19,2,232
A000089,2025-02-23 12:45:51.014451,20,2,246
A000089,2025-03-25 12:45:51.014451,20,2,304
A000089,2025-04-24 12:45:51.014451,17,2,263
A000089,2025-05-24 12:45:51.014451,20,2,351
A000089,2025-06-23 12:45:51.014451,18,2,351
A000089,2025-07-23 12:45:51.014451,19,2,362
A000089,2025-08-22 12:45:51.014451,21,2,279
A000089,2025-09-21 12:45:51.014451,19,2,308
A000089,2025-10-21 12:45:51.014451,18,2,346
A000089,2025-11-20 12:45:51.014451,17,2,279
A000089,2025-12-20 12:45:51.014451,20,2,219
A000089,2026-01-19 12:45:51.014451,20,2,392
A000089,2026-02-18 12:45:51.014451,18,2,168
A000089,2026-03-20 12:45:51.014451,21,2,319
A000089,2026-04-19 12:45:51.014451,20,2,222
A000089,2026-05-19 12:45:51.014451,18,2,309
A000089,2026-06-18 12:45:51.014451,20,2,400
A000089,2026-07-18 12:45:51.014451,20,2,203
A000090,2026-06-24 00:42:23.654289,2,4,18
A000090,2026-07-24 00:42:23.654289,1,2,10
A000091,2024-05-31 07:36:01.066411,4,3,65
A000091,2024-06-30 07:36:01.066411,5,3,39
A000091,2024-07-30 07:36:01.066411,4,3,35
A000091,2024-08-29 07:36:01.066411,4,4,51
A000091,2024-09-28 07:36:01.066411,5,4,84
A000091,2024-10-28 07:36:01.066411,4,4,57
A000091,2024-11-27 07:36:01.066411,4,4,39
A000091,2024-12-27 07:36:01.066411,5,4,76
A000091,2025-01-26 07:36:01.066411,5,5,55
A000091,2025-02-25 07:36:01.066411,5,5,67
A000091,2025-03-27 07:36:01.066411,5,5,56
A000091,2025-04-26 07:36:01.066411,5,5,99
A000091,2025-05-26 07:36:01.066411,5,5,55
A000091,2025-06-25 07:36:01.066411,5,6,68
A000091,2025-07-25 07:36:01.066411,6,6,106
A000091,2025-08-24 07:36:01.066411,5,6,87
A000091,2025-09-23 07:36:01.066411,6,6,103
A000091,2025-10-23 07:36:01.066411,7,6,125
A000091,2025-11-22 07:36:01.066411,7,6,108
A000091,2025-12-22 07:36:01.066411,5,7,99
A000091,2026-01-21 07:36:01.066411,7,7,89
A000091,2026-02-20 07:36:01.066411,7,7,104
A000091,2026-03-22 07:36:01.066411,6,7,118
A000091,2026-04-21 07:36:01.066411,6,7,53
A000091,2026-05-21 07:36:01.066411,6,8,63
A000091,2026-06-20 07:36:01.066411,8,8,107
A000091,2026-07-20 07:36:01.066411,7,8,142
A000092,2025-09-19 04:44:12.583421,6,4,69
A000092,2025-10-19 04:44:12.583421,7,4,74
A000092,2025-11-18 04:44:12.583421,7,4,57
A000092,2025-12-18 04:44:12.583421,7,4,79
A000092,2026-01-17 04:44:12.583421,6,4,97
A000092,2026-02-16 04:44:12.583421,7,4,103
A000092,2026-03-18 04:44:12.583421,7,4,95
A000092,2026-04-17 04:44:12.583421,6,4,122
A000092,2026-05-17 04:44:12.583421,8,4,135
A000092,2026-06-16 04:44:12.583421,7,4,111
A000092,2026-07-16 04:44:12.583421,6,4,99
A000093,2024-08-25 05:46:55.150742,2,3,36
A000093,2024-09-24 05:46:55.150742,2,3,22
A000093,2024-10-24 05:46:55.150742,2,3,17
A000093,2024-11-23 05:46:55.150742,2,4,26
A000093,2024-12-23 05:46:55.150742,2,4,23
A000093,2025-01-22 05:46:55.150742,2,4,36
A000093,2025-02-21 05:46:55.150742,3,4,51
A000093,2025-03-23 05:46:55.150742,2,5,40
A000093,2025-04-22 05:46:55.150742,3,5,52
A000093,2025-05-22 05:46:55.150742,2,5,25
A000093,2025-06-21 05:46:55.150742,3,5,58
A000093,2025-07-21 05:46:55.150742,3,5,53
A000093,2025-09-19 05:46:55.150742,3,6,58
A000093,2025-10-19 05:46:55.150742,3,6,45
A000093,2025-11-18 05:46:55.150742,3,6,68
A000093,2025-12-18 05:46:55.150742,4,6,59
A000093,2026-01-17 05:46:55.150742,3,7,56
A000093,2026-02-16 05:46:55.150742,3,7,51
A000093,2026-03-18 05:46:55.150742,3,7,57
A000093,2026-04-17 05:46:55.150742,4,7,57
A000093,2026-05-17 05:46:55.150742,3,8,30
A000093,2026-06-16 05:46:55.150742,3,8,60
A000093,2026-07-16 05:46:55.150742,3,8,67
A000094,2023-11-08 09:27:30.479052,12,4,139
A000094,2023-12-08 09:27:30.479052,11,4,86
A000094,2024-01-07 09:27:30.479052,10,4,89
A000094,2024-02-06 09:27:30.479052,9,4,106
A000094,2024-03-07 09:27:30.479052,10,4,103
A000094,2024-04-06 09:27:30.479052,8,3,107
A000094,2024-05-06 09:27:30.479052,9,3,111
A000094,2024-06-05 09:27:30.479052,9,3,164
A000094,2024-07-05 09:27:30.479052,8,3,136
A000094,2024-08-04 09:27:30.479052,7,3,102
A000094,2024-09-03 09:27:30.479052,5,3,77
A000094,2024-10-03 09:27:30.479052,6,3,86
A000094,2024-11-02 09:27:30.479052,5,3,61
A000094,2024-12-02 09:27:30.479052,6,3,100
A000094,2025-01-01 09:27:30.479052,4,2,56
A000095,2026-07-26 15:21:40.843183,2,2,20
A000096,2025-01-29 15:24:48.475557,9,4,145
A000096,2025-02-28 15:24:48.475557,9,4,73
A000096,2025-03-30 15:24:48.475557,8,4,84
A000096,2025-04-29 15:24:48.475557,8,4,114
A000096,2025-05-29 15:24:48.475557,9,4,89
A000096,2025-06-28 15:24:48.475557,9,4,130
A000096,2025-07-28 15:24:48.475557,8,4,78
A000096,2025-08-27 15:24:48.475557,8,4,100
A000096,2025-09-26 15:24:48.475557,8,4,134
A000096,2025-10-26 15:24:48.475557,9,4,148
A000096,2025-11-25 15:24:48.475557,9,4,83
A000096,2025-12-25 15:24:48.475557,8,4,88
A000096,2026-01-24 15:24:48.475557,8,4,110
A000096,2026-02-23 15:24:48.475557,8,4,72
A000096,2026-03-25 15:24:48.475557,8,4,145
A000096,2026-04-24 15:24:48.475557,8,4,104
A000096,2026-05-24 15:24:48.475557,7,4,71
A000096,2026-06-23 15:24:48.475557,7,4,94
A000096,2026-07-23 15:24:48.475557,7,4,115
A000097,2025-07-01 05:55:02.017884,8,4,156
A000097,2025-07-31 05:55:02.017884,9,4,170
A000097,2025-08-30 05:55:02.017884,9,4,78
A000097,2025-09-29 05:55:02.017884,9,4,134
A000097,2025-10-29 05:55:02.017884,8,4,117
A000097,2025-11-28 05:55:02.017884,7,4,79
A000097,2025-12-28 05:55:02.017884,9,4,172
A000097,2026-01-27 05:55:02.017884,8,4,135
A000097,2026-02-26 05:55:02.017884,9,4,170
A000097,2026-03-28 05:55:02.017884,8,4,83
A000097,2026-04-27 05:55:02.017884,8,4,116
A000097,2026-05-27 05:55:02.017884,9,4,120
A000097,2026-06-26 05:55:02.017884,8,4,118
A000097,2026-07-26 05:55:02.017884,8,4,86
A000098,2026-01-12 03:57:48.196638,6,3,90
A000098,2026-02-11 03:57:48.196638,5,3,38
A000098,2026-03-13 03:57:48.196638,3,2,48
A000099,2024-10-05 23:59:44.955274,6,2,107
A000099,2024-11-04 23:59:44.955274,6,2,106
A000099,2024-12-04 23:59:44.955274,6,2,104
A000099,2025-01-03 23:59:44.955274,5,2,47
A000099,2025-02-02 23:59:44.955274,6,2,58
A000099,2025-03-04 23:59:44.955274,6,2,109
A000099,2025-04-03 23:59:44.955274,6,2,70
A000099,2025-05-03 23:59:44.955274,6,2,93
A000099,2025-06-02 23:59:44.955274,6,2,74
A000099,2025-07-02 23:59:44.955274,6,2,54
A000099,2025-08-01 23:59:44.955274,6,2,71
A000099,2025-08-31 23:59:44.955274,5,2,57
A000099,2025-09-30 23:59:44.955274,6,2,72
A000099,2025-10-30 23:59:44.955274,6,2,52
A000099,2025-11-29 23:59:44.955274,7,2,128
A000099,2025-12-29 23:59:44.955274,6,2,80
A000099,2026-01-28 23:59:44.955274,5,2,98
A000099,2026-02-27 23:59:44.955274,6,2,102
A000099,2026-03-29 23:59:44.955274,6,2,51
A000099,2026-04-28 23:59:44.955274,6,2,63
A000099,2026-05-28 23:59:44.955274,6,2,64
A000099,2026-06-27 23:59:44.955274,6,2,55
A000099,2026-07-27 23:59:44.955274,5,2,76
A000100,2024-08-30 02:19:10.681687,11,2,108
A000100,2024-09-29 02:19:10.681687,10,2,134
A000100,2024-10-29 02:19:10.681687,10,2,82
A000100,2024-11-28 02:19:10.681687,11,2,148
A000100,2024-12-28 02:19:10.681687,11,2,130
A000100,2025-01-27 02:19:10.681687,10,2,82
A000100,2025-02-26 02:19:10.681687,9,2,177
A000100,2025-03-28 02:19:10.681687,11,2,160
A000100,2025-04-27 02:19:10.681687,10,2,141
A000100,2025-05-27 02:19:10.681687,9,2,101
A000100,2025-06-26 02:19:10.681687,9,2,151
A000100,2025-07-26 02:19:10.681687,11,2,115
A000100,2025-08-25 02:19:10.681687,11,2,201
A000100,2025-09-24 02:19:10.681687,10,2,102
A000100,2025-10-24 02:19:10.681687,10,2,150
A000100,2025-11-23 02:19:10.681687,10,2,97
A000100,2025-12-23 02:19:10.681687,11,2,126
A000100,2026-01-22 02:19:10.681687,10,2,173
A000100,2026-02-21 02:19:10.681687,11,2,149
A000100,2026-03-23 02:19:10.681687,10,2,157
A000100,2026-04-22 02:19:10.681687,10,2,84
A000100,2026-05-22 02:19:10.681687,10,2,121
A000100,2026-06-21 02:19:10.681687,9,2,160
A000100,2026-07-21 02:19:10.681687,9,2,180
A000101,2025-12-02 21:30:35.720165,2,2,42
A000101,2026-01-01 21:30:35.720165,2,3,37
A000101,2026-01-31 21:30:35.720165,3,3,34
A000101,2026-03-02 21:30:35.720165,3,4,39
A000101,2026-04-01 21:30:35.720165,3,4,26
A000101,2026-05-01 21:30:35.720165,3,5,38
A000101,2026-05-31 21:30:35.720165,3,6,47
A000101,2026-06-30 21:30:35.720165,3,6,58
A000101,2026-07-30 21:30:35.720165,3,7,45
A000102,2025-08-30 20:32:45.182182,3,4,43
A000102,2025-09-29 20:32:45.182182,3,4,36
A000102,2025-11-28 20:32:45.182182,3,5,27
A000102,2025-12-28 20:32:45.182182,3,6,40
A000102,2026-01-27 20:32:45.182182,4,6,39
A000102,2026-02-26 20:32:45.182182,4,7,33
A000102,2026-03-28 20:32:45.182182,4,7,60
A000102,2026-04-27 20:32:45.182182,5,8,41
A000102,2026-05-27 20:32:45.182182,4,8,44
A000102,2026-06-26 20:32:45.182182,5,9,87
A000102,2026-07-26 20:32:45.182182,6,9,114
A000103,2025-04-01 01:12:00.561201,5,2,91
A000103,2025-05-01 01:12:00.561201,3,2,51
A000103,2025-05-31 01:12:00.561201,2,1,21
A000104,2025-08-09 19:39:53.934213,3,3,36
A000104,2025-09-08 19:39:53.934213,3,3,52
A000104,2025-10-08 19:39:53.934213,3,3,36
A000104,2025-11-07 19:39:53.934213,3,3,39
A000104,2025-12-07 19:39:53.934213,3,3,48
A000104,2026-01-06 19:39:53.934213,3,3,53
A000104,2026-02-05 19:39:53.934213,3,3,55
A000104,2026-03-07 19:39:53.934213,3,3,55
A000104,2026-04-06 19:39:53.934213,3,3,45
A000104,2026-05-06 19:39:53.934213,3,3,56
A000104,2026-06-05 19:39:53.934213,3,3,56
A000104,2026-07-05 19:39:53.934213,3,3,57
A000105,2023-11-19 07:54:24.631004,2,2,38
A000105,2023-12-19 07:54:24.631004,1,2,12
A000105,2024-01-18 07:54:24.631004,1,1,7
A000106,2023-11-07 06:34:48.034217,8,3,64
A000106,2023-12-07 06:34:48.034217,8,3,90
A000106,2024-01-06 06:34:48.034217,8,3,120
A000106,2024-02-05 06:34:48.034217,9,3,87
A000106,2024-03-06 06:34:48.034217,8,3,160
A000106,2024-04-05 06:34:48.034217,8,3,68
A000106,2024-05-05 06:34:48.034217,8,3,83
A000106,2024-06-04 06:34:48.034217,8,3,112
A000106,2024-07-04 06:34:48.034217,8,3,93
A000106,2024-08-03 06:34:48.034217,8,3,152
A000106,2024-09-02 06:34:48.034217,7,3,98
A000106,2024-10-02 06:34:48.034217,8,3,136
A000106,2024-11-01 06:34:48.034217,8,3,84
A000106,2024-12-01 06:34:48.034217,8,3,117
A000106,2024-12-31 06:34:48.034217,8,3,113
A000106,2025-01-30 06:34:48.034217,8,3,74
A000106,2025-03-01 06:34:48.034217,8,3,144
A000106,2025-03-31 06:34:48.034217,9,3,164
A000106,2025-04-30 06:34:48.034217,7,3,81
A000106,2025-05-30 06:34:48.034217,8,3,134
A000106,2025-06-29 06:34:48.034217,8,3,114
A000106,2025-07-29 06:34:48.034217,8,3,80
A000106,2025-08-28 06:34:48.034217,9,3,76
A000106,2025-09-27 06:34:48.034217,9,3,139
A000106,2025-10-27 06:34:48.034217,8,3,129
A000106,2025-11-26 06:34:48.034217,8,3,122
A000106,2025-12-26 06:34:48.034217,7,3,58
A000106,2026-01-25 06:34:48.034217,8,3,99
A000106,2026-02-24 06:34:48.034217,8,3,65
A000106,2026-03-26 06:34:48.034217,8,3,115
A000106,2026-04-25 06:34:48.034217,7,3,62
A000106,2026-05-25 06:34:48.034217,8,3,122
A000106,2026-06-24 06:34:48.034217,8,3,79
A000106,2026-07-24 06:34:48.034217,7,3,75
A000107,2026-06-21 17:33:50.159269,10,4,146
A000107,2026-07-21 17:33:50.159269,17,9,336
A000108,2025-06-23 19:23:01.402988,9,3,124
A000108,2025-07-23 19:23:01.402988,7,3,103
A000108,2025-08-22 19:23:01.402988,7,3,84
A000108,2025-09-21 19:23:01.402988,7,3,113
A000108,2025-10-21 19:23:01.402988,6,3,99
A000108,2025-11-20 19:23:01.402988,5,2,43
A000108,2025-12-20 19:23:01.402988,6,2,55
A000108,2026-01-19 19:23:01.402988,6,2,112
A000108,2026-02-18 19:23:01.402988,5,2,70
A000108,2026-03-20 19:23:01.402988,4,2,61
A000108,2026-04-19 19:23:01.402988,4,2,53
A000108,2026-05-19 19:23:01.402988,3,2,34
A000108,2026-06-18 19:23:01.402988,3,2,24
A000109,2026-04-01 06:57:17.848363,2,2,21
A000109,2026-05-01 06:57:17.848363,2,2,14
A000109,2026-05-31 06:57:17.848363,1,2,15
A000109,2026-06-30 06:57:17.848363,1,1,12
A000109,2026-07-30 06:57:17.848363,1,1,5
A000110,2025-04-23 06:40:06.959104,2,2,38
A000110,2025-05-23 06:40:06.959104,1,2,19
A000110,2025-06-22 06:40:06.959104,1,1,14
A000111,2024-06-08 08:46:41.349069,2,2,22
A000111,2024-07-08 08:46:41.349069,2,2,34
A000111,2024-08-07 08:46:41.349069,2,2,35
A000111,2024-09-06 08:46:41.349069,2,2,18
A000111,2024-10-06 08:46:41.349069,2,2,36
A000111,2024-11-05 08:46:41.349069,2,2,35
A000111,2024-12-05 08:46:41.349069,2,2,29
A000111,2025-01-04 08:46:41.349069,2,2,20
A000111,2025-02-03 08:46:41.349069,2,2,18
A000111,2025-03-05 08:46:41.349069,2,2,34
A000111,2025-05-04 08:46:41.349069,2,2,23
A000111,2025-06-03 08:46:41.349069,2,2,42
A000111,2025-07-03 08:46:41.349069,2,2,33
A000111,2025-08-02 08:46:41.349069,2,2,36
A000111,2025-09-01 08:46:41.349069,2,2,39
A000111,2025-10-01 08:46:41.349069,2,2,21
A000111,2025-10-31 08:46:41.349069,2,2,37
A000111,2025-11-30 08:46:41.349069,2,2,29
A000111,2025-12-30 08:46:41.349069,2,2,34
A000111,2026-01-29 08:46:41.349069,2,2,29
A000111,2026-02-28 08:46:41.349069,2,2,23
A000111,2026-03-30 08:46:41.349069,2,2,24
A000111,2026-04-29 08:46:41.349069,2,2,38
A000111,2026-05-29 08:46:41.349069,2,2,35
A000111,2026-06-28 08:46:41.349069,2,2,39
A000111,2026-07-28 08:46:41.349069,2,2,26
A000112,2026-06-08 12:54:51.985333,6,4,60
A000113,2026-03-01 05:55:43.727663,2,4,32
A000113,2026-03-31 05:55:43.727663,2,4,32
A000113,2026-04-30 05:55:43.727663,2,4,34
A000113,2026-05-30 05:55:43.727663,2,4,17
A000113,2026-06-29 05:55:43.727663,2,4,18
A000113,2026-07-29 05:55:43.727663,2,4,16
A000114,2026-05-07 18:51:28.458037,11,3,166
A000114,2026-06-06 18:51:28.458037,12,3,153
A000114,2026-07-06 18:51:28.458037,11,3,166
A000115,2025-02-01 11:44:52.802299,13,3,257
A000115,2025-04-02 11:44:52.802299,14,3,252
A000115,2025-05-02 11:44:52.802299,12,3,220
A000115,2025-06-01 11:44:52.802299,12,3,188
A000115,2025-07-01 11:44:52.802299,13,3,209
A000115,2025-07-31 11:44:52.802299,13,3,128
A000115,2025-08-30 11:44:52.802299,13,3,125
A000115,2025-09-29 11:44:52.802299,14,3,270
A000115,2025-10-29 11:44:52.802299,14,3,240
A000115,2025-11-28 11:44:52.802299,12,3,156
A000115,2025-12-28 11:44:52.802299,13,3,179
A000115,2026-01-27 11:44:52.802299,14,3,156
A000115,2026-02-26 11:44:52.802299,13,3,222
A000115,2026-03-28 11:44:52.802299,14,3,240
A000115,2026-04-27 11:44:52.802299,13,3,173
A000115,2026-05-27 11:44:52.802299,14,3,269
A000115,2026-06-26 11:44:52.802299,13,3,208
A000115,2026-07-26 11:44:52.802299,12,3,111
A000116,2025-05-03 05:28:37.276864,8,3,91
A000116,2025-06-02 05:28:37.276864,9,3,122
A000116,2025-07-02 05:28:37.276864,8,4,114
A000116,2025-08-01 05:28:37.276864,9,4,106
A000116,2025-08-31 05:28:37.276864,11,4,154
A000116,2025-09-30 05:28:37.276864,10,5,115
A000116,2025-10-30 05:28:37.276864,11,5,206
A000116,2025-11-29 05:28:37.276864,10,5,203
A000116,2025-12-29 05:28:37.276864,12,6,220
A000116,2026-01-28 05:28:37.276864,12,6,194
A000116,2026-02-27 05:28:37.276864,14,6,271
A000116,2026-03-29 05:28:37.276864,12,7,195
A000116,2026-04-28 05:28:37.276864,12,7,238
A000116,2026-05-28 05:28:37.276864,15,7,261
A000116,2026-06-27 05:28:37.276864,16,8,265
A000116,2026-07-27 05:28:37.276864,14,8,216
A000117,2026-06-10 20:03:03.323493,2,2,30
A000117,2026-07-10 20:03:03.323493,2,2,33
A000118,2026-02-11 06:38:44.218155,14,3,192
A000118,2026-03-13 06:38:44.218155,15,3,268
A000118,2026-04-12 06:38:44.218155,14,3,268
A000118,2026-06-11 06:38:44.218155,16,3,220
A000118,2026-07-11 06:38:44.218155,14,3,163
A000120,2023-12-30 16:27:25.294593,20,3,295
A000120,2024-01-29 16:27:25.294593,20,3,202
A000120,2024-02-28 16:27:25.294593,24,3,392
A000120,2024-03-29 16:27:25.294593,22,3,430
A000120,2024-04-28 16:27:25.294593,21,3,281
