lead_id,company_name,industry,company_size,lead_source,created_date,pricing_page_visits,demo_requested,content_downloads,email_opens,converted,converted_date
L000922,Parker Ltd,Real Estate,,Event/Webinar,2026-03-24,5,False,1,3,False,
L000923,"Yang, Wilson and Zimmerman",Retail,515.0,Outbound SDR,2025-02-05,7,False,1,1,True,2025-03-27
L000924,"Smith, Crawford and Reed",Media,61.0,Partner,2026-04-20,4,False,3,5,True,2026-07-17
L000925,"Logan, Le and Jackson",Real Estate,47.0,Paid Search,2024-12-07,3,False,1,3,False,
L000926,Brady LLC,SaaS,136.0,Outbound SDR,2023-08-03,2,False,4,0,False,
L000927,"Tanner, Wise and Johnson",Manufacturing,54.0,Outbound SDR,2023-06-25,3,False,4,1,False,
L000928,Nelson-Brown,financial tech,34.0,Partner,2023-10-18,2,False,3,1,False,
L000929,"Proctor, Burton and Crawford",Education,34.0,Referral,2024-12-03,2,False,3,0,False,
L000930,"Ward, Porter and Bradley",Media,123.0,Paid Search,2025-12-03,3,False,3,6,True,2026-02-02
L000931,Moore-Ayala,Education,46.0,Outbound SDR,2023-07-19,2,False,1,0,False,
L000932,"Craig, Wilson and Yang",Media,5.0,Partner,2025-07-15,6,False,1,7,False,
L000933,Williams Inc,Education,,Organic Search,2024-09-06,3,False,1,6,False,
L000934,Williams LLC,Software,106.0,Partner,2023-08-24,5,True,2,0,True,2023-08-26
L000935,Mora-White,Education,19.0,Partner,2023-08-12,2,True,2,1,True,2023-11-06
L000936,Tran Ltd,Healthcare,41.0,Partner,2024-05-14,3,False,3,2,False,
L000937,"Rios, Walker and Wright",Real Estate,,Paid Search,2026-02-04,4,False,0,1,True,2026-02-24
L000938,"Flores, Mckenzie and Duncan",Education,,Event/Webinar,2025-05-23,2,True,2,2,False,
L000939,Shaw Inc,Media,,Paid Search,2025-04-09,1,True,5,0,True,2025-06-28
L000940,Walker PLC,Healthcare,20.0,Paid Search,2026-08-04,1,True,0,3,False,
L000941,Finley Inc,Logistics,63.0,Outbound SDR,2023-03-01,1,False,0,4,False,
L000942,Cline-Ayala,Consulting,,Paid Search,2025-07-09,3,False,0,0,True,2025-09-22
L000943,Murphy-Tran,Logistics,,Outbound SDR,2023-01-10,7,True,4,2,False,
L000944,Wood LLC,Retail,,Paid Search,2024-07-24,5,False,1,2,False,
L000945,"Mueller, Stevenson and Sanchez",Fintech,339.0,Event/Webinar,2023-07-28,3,False,3,2,False,
L000946,Vargas-Snyder,,81.0,Paid Search,2025-01-19,2,False,1,4,True,2025-03-01
L000947,Oconnor PLC,Retail,319.0,Outbound SDR,2023-08-22,3,False,2,2,True,2023-09-24
L000948,Hernandez Group,Media,65.0,Event/Webinar,2026-08-01,1,True,2,3,False,
L000949,Hall LLC,Education,49.0,Event/Webinar,2025-03-06,2,False,1,4,False,
L000950,"Franco, Wiley and Tapia",Consulting,,Outbound SDR,2026-04-17,4,True,1,1,True,2026-05-01
L000951,Blake Group,Education,32.0,Referral,2025-07-26,2,False,0,7,True,2025-10-13
L000952,"Acosta, Garcia and Moreno",Healthcare,17.0,Partner,2024-09-01,3,True,3,4,True,2024-11-18
L000953,Barnes Inc,Consulting,26.0,organic-search,2023-10-02,3,False,4,3,False,
L000954,Dawson Inc,Education,201.0,organic-search,2024-05-03,3,False,2,2,False,
L000955,Morse PLC,Manufacturing,56.0,Organic Search,2024-01-10,2,False,1,4,False,
L000956,Haynes-Watson,Education,35.0,Partner,2023-10-17,6,True,2,2,True,2023-12-21
L000957,"Miller, Davis and Anderson",Logistics,22.0,Outbound SDR,2026-05-06,2,True,2,0,False,
L000958,Jones-Bradley,Healthcare,21.0,Event/Webinar,2025-02-24,2,False,2,2,True,2025-04-19
L000959,Bates-Anderson,Healthcare,,Outbound SDR,2026-07-25,5,False,3,3,False,
L000960,Green-Edwards,Real Estate,,Partner,2026-08-14,3,False,2,5,False,
L000961,Haynes-Moss,Healthcare,54.0,Event/Webinar,2023-12-08,4,False,1,2,False,
L000962,Chavez-Hall,Media,50.0,Referral,2023-10-15,6,True,1,3,True,2023-11-07
L000963,Taylor PLC,Education,125.0,Outbound SDR,2026-06-22,4,False,0,5,False,
L000964,Moore and Sons,SaaS,48.0,Referral,2023-01-20,4,False,0,3,True,2023-03-23
L000965,Owens-Russell,Healthcare,100.0,Paid Search,2025-02-25,4,False,2,4,False,
L000966,"Howard, Townsend and Hayes",,47.0,Event/Webinar,2026-08-30,5,False,0,3,False,
L000967,Baker-Wilson,,39.0,Outbound SDR,2025-10-04,4,False,0,4,False,
L000968,Aguirre LLC,Logistics,63.0,Partner,2025-06-28,3,False,1,2,True,2025-08-29
L000969,"Terry, Williams and Huff",healthcare,369.0,Organic Search,2026-03-03,3,True,3,0,False,
L000970,Hernandez-Dawson,SaaS,1849.0,Paid Search,2024-08-21,3,False,1,1,False,
L000971,Foster-Williams,Software,53.0,Referral,2024-04-05,6,True,0,2,False,
L000972,Green-Ewing,Real Estate,56.0,Referral,2023-12-11,3,False,1,3,False,
L000973,Crane Group,Media,50.0,Event/Webinar,2025-10-11,2,True,1,4,True,2025-12-20
L000974,"Adkins, Wright and Murray",Real Estate,75.0,organic-search,2026-03-18,2,False,3,5,False,
L000975,Martinez Inc,Fintech,258.0,Referral,2026-01-17,5,True,3,2,True,2026-03-04
L000976,Anderson Group,,189.0,Organic Search,2025-06-22,4,True,2,0,True,2025-08-30
L000977,Parks-Pace,Retail,7.0,Outbound SDR,2023-07-29,3,False,4,5,False,
L000978,Aguilar LLC,Retail,150.0,Referral,2023-03-08,2,False,1,4,False,
L000979,Johnson Inc,Media,107.0,Referral,2024-12-14,5,True,1,1,False,
L000980,Orr Group,,40.0,Outbound SDR,2023-08-29,1,False,1,5,True,2023-09-28
L000981,Davis LLC,Retail,19.0,Partner,2026-04-19,4,False,1,2,False,
L000982,Williams Group,Education,38.0,Partner,2026-06-03,5,True,1,1,True,2026-08-22
L000983,Jackson PLC,Logistics,,Paid Search,2026-06-15,2,True,1,3,False,
L000984,Underwood-Foster,Healthcare,38.0,Paid Search,2024-02-28,7,False,3,2,True,2024-03-06
L000985,Reyes Group,Consulting,50.0,Referral,2025-12-26,4,True,5,3,False,
L000986,Gomez and Sons,Manufacturing,498.0,Event/Webinar,2026-01-08,1,False,1,2,False,
L000987,Ramirez-Stephenson,Healthcare,133.0,Referral,2024-08-22,3,False,1,1,False,
L000988,Mendez PLC,Manufacturing,580.0,Event/Webinar,2024-07-01,2,True,0,2,False,
L000989,Holland Group,,144.0,Partner,2023-07-15,4,False,1,2,False,
L000990,Andrade-Mendoza,Healthcare,22.0,Outbound SDR,2023-05-02,2,False,0,2,False,
L000991,Ramirez and Sons,Manufacturing,4.0,Partner,2023-09-17,2,True,4,4,False,
L000992,Gonzalez-Wilkerson,,40.0,Paid Search,2023-10-27,3,False,2,1,False,
L000993,"Wright, Mcknight and Stephens",Education,192.0,Paid Search,2025-03-15,5,False,1,2,False,
L000994,Mayo Ltd,Media,332.0,Paid Search,2026-03-28,4,False,1,3,False,
L000995,Castillo-Harrington,Manufacturing,190.0,Partner,2025-04-28,3,True,1,2,True,2025-06-15
L000996,Durham-Shaw,Media,132.0,Organic Search,2026-07-21,3,False,1,4,True,2026-07-26
L000997,Nelson-Johnson,Logistics,84.0,Event/Webinar,2024-07-23,3,False,7,1,False,
L000998,"Robinson, Huang and Osborne",Education,18.0,Outbound SDR,2025-09-26,3,False,5,5,False,
L000999,Stokes Group,Education,31.0,Event/Webinar,2023-01-06,3,False,0,1,False,
L001000,"Howard, Silva and Hall",Fintech,49.0,Partner,2025-07-27,5,False,0,2,False,
L001001,Garcia Ltd,Education,70.0,Organic Search,2025-12-30,6,False,1,1,False,
L001002,Adams Ltd,Logistics,130.0,Paid Search,2025-05-29,2,True,1,1,True,2025-06-25
L001003,Gallagher and Sons,Media,72.0,Referral,2024-10-23,5,False,1,2,True,2024-11-28
L001004,"Bradford, Salinas and Kelly",Education,41.0,Event/Webinar,2026-03-29,2,True,0,1,False,
L001005,Thompson PLC,,583.0,Event/Webinar,2025-09-20,2,False,2,8,False,
L001006,Drake-Wolfe,Education,118.0,Partner,2023-04-10,2,False,0,2,False,
L001007,"Johnson, Haynes and Meza",Software,18.0,organic-search,2026-07-06,4,False,1,0,False,
L001008,"Thomas, Vaughan and Copeland",Media,78.0,Organic Search,2023-09-12,5,False,4,3,True,2023-10-02
L001009,Weaver-Thompson,Media,139.0,Outbound SDR,2023-01-02,2,False,1,2,False,
L001010,Davis and Sons,Logistics,,Paid Search,2023-09-28,4,True,1,0,False,
L001011,"Robinson, Fox and Smith",Manufacturing,20.0,Paid Search,2024-07-15,3,True,2,5,True,2024-07-26
L001012,"Harris, Anderson and Love",Education,79.0,Referral,2023-06-18,5,False,4,1,False,
L001013,Brown-Hernandez,Education,89.0,Partner,2026-08-21,3,True,2,6,True,2026-08-23
L001014,"Stark, Schroeder and Mathis",saas ,64.0,Outbound SDR,2026-07-05,4,False,2,1,False,
L001015,Yu-Brooks,Manufacturing,230.0,Partner,2024-04-24,6,False,3,1,True,2024-06-17
L001016,"Foster, Garcia and Turner",Fintech,63.0,Partner,2023-07-14,1,True,0,4,True,2023-07-14
L001017,Daugherty Ltd,Retail,2339.0,Outbound SDR,2023-06-09,2,True,0,2,False,
L001018,Conner-Yu,Health Care,80.0,Event/Webinar,2024-04-08,2,False,4,0,False,
L001019,"Stewart, Mann and Hoffman",Real Estate,426.0,Partner,2025-06-30,5,True,2,4,False,
L001020,"Buchanan, Walker and Chapman",SaaS,90.0,Organic Search,2024-12-04,2,False,0,1,False,
L001021,Gray Ltd,Fintech,131.0,Outbound SDR,2023-09-28,5,False,0,4,True,2023-11-28
L001022,"Phillips, Thompson and Smith",Fintech,211.0,Paid Search,2025-02-23,1,False,1,2,False,
L001023,"Fry, Myers and Gamble",Fintech,29.0,Partner,2023-07-29,2,True,1,4,True,2023-08-11
L001024,"Johnson, Guzman and Mccall",Education,369.0,Referral,2024-09-04,5,True,0,1,True,2024-09-21
L001025,"Walker, Cunningham and Zuniga",Logistics,34.0,Paid Search,2026-08-06,5,False,0,3,True,2026-08-27
L001026,Rivera Inc,Healthcare,19.0,Organic Search,2025-12-22,2,False,1,1,False,
L001027,Reed LLC,,233.0,Organic Search,2026-06-03,6,False,7,5,False,
L001028,Fields Inc,Healthcare,12.0,Outbound SDR,2024-12-20,2,False,2,1,False,
L001029,"Santiago, Daniel and Rogers",Retail,118.0,Partner,2023-11-07,4,False,0,0,False,
L001030,Baker and Sons,Logistics,50.0,Event/Webinar,2025-06-25,1,False,2,4,False,
L001031,"Jones, Scott and Rodriguez",Retail,,Organic Search,2023-07-25,3,False,0,3,False,
L001032,Williams Group,healthcare,,Organic Search,2026-04-22,3,False,1,5,False,
L001033,"Barnes, Jackson and Gutierrez",Logistics,159.0,Referral,2025-05-29,4,True,4,0,False,
L001034,Bell-Bennett,Education,19.0,Paid Search,2024-05-22,3,False,1,5,False,
L001035,Kramer-Lane,Manufacturing,103.0,Partner,2023-06-22,1,False,0,1,False,
L001036,"Perez, Hayes and Lloyd",Retail,41.0,Event/Webinar,2026-05-15,4,False,2,4,False,
L001037,Phillips LLC,Consulting,86.0,Partner,2026-05-29,6,True,1,2,False,
L001038,Lynn-Jones,Manufacturing,,Partner,2023-02-24,4,False,1,4,False,
L001039,Barron and Sons,,46.0,Paid Search,2025-11-26,3,False,1,2,False,
L001040,"Jones, Mcmahon and Spence",,1684.0,Event/Webinar,2024-01-22,3,True,2,4,False,
L001041,Wheeler-Austin,Logistics,84.0,Referral,2026-08-16,4,False,3,4,False,
L001042,Bush-Reynolds,SAAS,22.0,Paid Search,2025-10-10,2,True,1,3,False,
L001043,"Martin, Preston and Moore",Logistics,119.0,Organic search,2024-05-08,8,False,0,1,True,2024-07-10
L001044,Rivera and Sons,Consulting,174.0,Organic Search,2025-12-17,5,False,4,4,True,2025-12-18
L001045,Terry-Bowen,Education,80.0,Referral,2023-09-28,4,False,0,5,True,2023-11-16
L001046,"Fernandez, Guerrero and Evans",Consulting,654.0,Outbound SDR,2025-01-18,5,False,2,4,False,
L001047,Williams PLC,Real Estate,404.0,Partner,2023-12-20,3,False,2,2,True,2024-02-18
L001048,"Larsen, Hernandez and Ward",Fintech,1019.0,Organic Search,2026-04-17,4,False,0,0,True,2026-04-25
L001049,Miller-Colon,SaaS,48.0,Referral,2024-03-17,4,False,0,2,False,
L001050,"Greene, Gonzalez and Johnson",saas ,,Organic Search,2025-03-26,3,False,0,1,False,
L001051,Little Inc,Real Estate,177.0,Referral,2026-07-11,3,False,3,2,False,
L001052,Anthony-Parker,Real Estate,,Outbound SDR,2025-05-17,3,False,1,2,False,
L001053,Ruiz-Jacobson,Logistics,129.0,Organic Search,2026-08-04,7,True,2,2,True,2026-08-21
L001054,Davis-Stephens,Real Estate,116.0,Event/Webinar,2023-11-09,3,False,2,2,False,
L001055,Watson Group,Manufacturing,5.0,Organic Search,2024-09-26,5,False,1,5,True,2024-10-06
L001056,Lopez-Williams,Real Estate,550.0,Paid Search,2023-11-15,4,False,5,3,False,
L001057,Marshall-Perez,Real Estate,7.0,Referral,2025-03-11,4,False,1,5,True,2025-05-25
L001058,Elliott-Hernandez,Fintech,10.0,Referral,2025-06-14,6,False,1,3,False,
L001059,"Contreras, Miller and Cooper",Retail,23.0,Organic search,2024-05-15,2,False,3,5,False,
L001060,"Gutierrez, Avila and Perez",Fintech,49.0,Outbound SDR,2023-08-26,2,True,3,6,False,
L001061,Randall PLC,Media,91.0,Event/Webinar,2026-05-31,4,False,0,2,False,
L001062,Sheppard-Mcdaniel,SaaS,,Referral,2023-12-26,3,False,2,1,False,
L001063,Armstrong-Young,Fintech,49.0,Organic Search,2023-10-09,3,False,1,4,False,
L001064,Miller-Orr,saas ,20.0,Paid Search,2025-10-13,1,False,0,1,False,
L001065,"Johnson, Duncan and Black",Education,256.0,Event/Webinar,2025-11-25,3,True,1,3,False,
L001066,"Byrd, Oliver and Martinez",Manufacturing,,Paid Search,2025-01-31,6,False,2,2,False,
L001067,Thompson-Joyce,Healthcare,46.0,Partner,2024-07-04,6,True,0,1,False,
L001068,Stokes and Sons,Fintech,81.0,Organic Search,2024-11-17,3,True,2,6,False,
L001069,Henderson Ltd,Logistics,67.0,Referral,2025-12-08,4,False,3,1,False,
L001070,Harris-Carson,Fintech,16.0,Referral,2026-03-26,4,False,3,6,True,2026-06-14
L001071,Flowers LLC,Fintech,214.0,Outbound SDR,2025-07-21,2,False,1,2,True,2025-09-24
L001072,Bartlett-Sloan,Education,38.0,Organic Search ,2025-10-20,3,True,0,6,False,
L001073,Miller PLC,Consulting,226.0,Paid Search,2025-01-23,1,False,0,4,False,
L001074,Arnold-Gates,Healthcare,113.0,Referral,2023-07-30,5,False,1,3,True,2023-10-11
L001075,"Ellis, Marks and Buchanan",FinTech,7.0,Paid Search,2025-11-08,4,False,2,3,True,2025-11-08
L001076,"Matthews, Harrington and Rodriguez",,71.0,Organic Search,2024-05-15,1,False,0,4,False,
L001077,Hernandez PLC,SaaS,44.0,Outbound SDR,2025-01-15,2,False,2,1,True,2025-03-05
L001078,"Chang, Ayers and Buckley",Healthcare,60.0,Paid Search,2023-03-14,3,False,1,3,False,
L001079,"Chan, Floyd and Dillon",Real Estate,86.0,Partner,2025-05-08,1,True,3,2,False,
L001080,Humphrey-Baker,Retail,147.0,Referral,2024-05-23,2,True,3,2,True,2024-07-15
L001081,"Washington, Lynch and Johnson",Education,20.0,Referral,2023-06-09,4,False,1,2,False,
L001082,Powell-Montgomery,Consulting,29.0,Referral,2023-09-02,7,False,3,5,True,2023-11-05
L001083,"Steele, Williams and Preston",,,Paid Search,2024-04-02,3,False,1,1,True,2024-06-07
L001084,Vaughn-Williams,SaaS,474.0,Outbound SDR,2023-05-22,2,False,2,2,True,2023-07-20
L001085,Mccall-Prince,Manufacturing,98.0,Referral,2024-11-01,2,False,1,3,True,2024-11-12
L001086,Morgan LLC,Real Estate,34.0,Outbound SDR,2023-01-17,4,False,2,2,False,
L001087,Ramirez-Vasquez,Education,,Paid Search,2024-08-20,1,False,2,3,True,2024-10-31
L001088,"Cohen, Compton and Perez",Manufacturing,,Partner,2026-06-29,4,True,0,3,False,
L001089,Mccann-Ramos,Retail,82.0,Outbound SDR,2025-01-24,1,False,1,1,False,
L001090,Adams-Butler,Consulting,13.0,Outbound SDR,2024-02-05,3,False,1,1,False,
L001091,"Davis, Alexander and Mcintyre",Real Estate,189.0,Paid Search,2023-11-05,4,False,3,3,False,
L001092,Figueroa-Malone,SaaS,77.0,Outbound SDR,2023-02-18,1,False,2,3,False,
L001093,Nicholson-Robertson,Retail,80.0,Event/Webinar,2024-12-10,7,False,2,4,False,
L001094,Jones Ltd,SAAS,13.0,Referral,2023-01-03,4,False,2,3,True,2023-03-28
L001095,"Powell, Deleon and Warren",Logistics,,Partner,2024-09-21,4,False,1,4,False,
L001096,"Johnson, Lee and Whitaker",Fintech,672.0,Paid Search,2025-12-21,3,False,1,3,False,
L001097,Wright Group,Retail,58.0,Outbound SDR,2025-10-04,2,False,0,6,False,
L001098,Hull Ltd,SaaS,213.0,Paid Search,2024-07-27,1,True,0,1,False,
L001099,Hill Group,,78.0,Organic Search,2024-04-19,2,False,2,6,True,2024-06-24
L001100,"Sanders, Leblanc and Maldonado",Logistics,21.0,Partner,2025-02-01,2,False,0,5,False,
L001101,Watson PLC,Media,945.0,Partner,2023-06-23,2,False,0,3,True,2023-09-05
L001102,Thompson-Harrell,Fintech,332.0,Event/Webinar,2023-10-01,4,False,0,3,False,
L001103,"Arnold, Cooper and Monroe",,208.0,Organic Search,2026-04-27,4,False,1,4,False,
L001104,Curry-Barker,Consulting,95.0,Organic Search,2025-06-09,3,False,1,2,False,
L001105,Johnson-Williams,Healthcare,16.0,Paid Search,2024-08-20,3,False,1,4,False,
L001106,"Chan, Lewis and Walker",Manufacturing,464.0,Referral,2025-03-15,3,False,1,1,False,
L001107,Byrd LLC,Education,185.0,Referral,2025-07-16,3,True,4,1,False,
L001108,"Ortiz, Smith and Deleon",Manufacturing,17.0,Paid Search,2023-06-02,3,False,1,1,False,
L001109,"Smith, Buck and Holland",Retail,26.0,Paid Search,2026-04-12,6,True,2,2,True,2026-04-25
L001110,"Owen, Walker and Franklin",Healthcare,41.0,Organic Search,2023-12-03,2,False,2,3,False,
L001111,Marquez-Fletcher,Media,121.0,Outbound SDR,2024-10-05,2,False,2,3,True,2024-11-26
L001112,Coleman-Bennett,,,Event/Webinar,2025-01-03,3,True,2,1,True,2025-01-29
L001113,Stevens-Robinson,Media,96.0,Referral,2025-08-06,4,True,1,1,True,2025-09-08
L001114,Byrd-Holloway,financial tech,113.0,Organic Search,2023-11-19,3,False,3,3,True,2024-02-14
L001115,Silva-Smith,Manufacturing,29.0,Partner,2026-05-20,2,True,3,1,True,2026-05-25
L001116,"Levy, Franco and Hoffman",Retail,159.0,Referral,2023-10-31,3,False,2,4,False,
L001117,"Lynch, Evans and Rodriguez",Fintech,30.0,Partner,2024-05-23,3,False,3,5,False,
L001118,Rogers LLC,Education,21.0,Outbound SDR,2025-11-17,4,False,0,5,False,
L001119,"Nguyen, Hill and Douglas",SAAS,50.0,Partner,2024-09-04,2,True,1,4,True,2024-10-07
L001120,"Evans, Hernandez and Cannon",Healthcare,41.0,Organic Search,2025-04-08,3,False,1,1,False,
L001121,Trujillo PLC,,27.0,Event/Webinar,2026-01-31,5,False,2,0,False,
L001122,Guerrero-Becker,Retail,218.0,Organic Search,2025-08-04,2,True,1,2,True,2025-08-17
L001123,"Johnson, Jimenez and Phillips",Healthcare,370.0,organic-search,2023-01-25,4,True,1,2,True,2023-02-01
L001124,Sullivan-Doyle,Retail,393.0,Paid Search,2024-02-10,1,False,0,1,False,
L001125,"Erickson, Armstrong and Lee",Logistics,447.0,Referral,2026-07-14,3,False,0,1,False,
L001126,"Reeves, Parks and Little",Fintech,37.0,Event/Webinar,2026-04-15,3,False,1,3,False,
L001127,Knox-Powers,Manufacturing,606.0,organic-search,2023-02-14,6,True,0,3,False,
L001128,"Evans, Jackson and Sandoval",Fintech,158.0,Paid Search,2026-08-15,2,True,0,2,True,2026-08-29
L001129,"White, Davis and Anderson",Health Care,157.0,Organic Search,2024-11-10,3,False,0,6,False,
L001130,Hardy-Hansen,Fintech,128.0,Organic Search,2025-08-02,2,False,1,4,True,2025-08-08
L001131,Arroyo LLC,healthcare,54.0,Event/Webinar,2025-06-06,2,False,0,2,False,
L001132,"Davis, Kelly and Garner",Logistics,6.0,Outbound SDR,2023-03-02,1,True,2,1,False,
L001133,Fisher-Eaton,Logistics,32.0,Partner,2025-05-23,4,True,0,3,True,2025-06-14
L001134,Green-Carter,Education,170.0,Paid Search,2024-01-19,2,False,1,4,False,
L001135,Ruiz Ltd,Manufacturing,111.0,Referral,2025-07-02,4,True,3,3,False,
L001136,"Carpenter, Oliver and Kennedy",Health Care,36.0,Organic Search,2026-06-11,3,False,0,4,False,
L001137,Mason Ltd,,19.0,Event/Webinar,2024-05-18,1,False,2,1,True,2024-08-08
L001138,Moreno-Gutierrez,Manufacturing,8.0,Outbound SDR,2025-04-23,3,False,1,1,False,
L001139,Taylor and Sons,Real Estate,124.0,Outbound SDR,2023-05-05,2,False,1,1,True,2023-05-16
L001140,Ortiz-Hudson,Manufacturing,,Outbound SDR,2023-10-09,2,False,0,2,False,
L001141,Thomas-Huffman,Logistics,68.0,Paid Search,2026-08-09,3,False,4,1,False,
L001142,Maxwell Group,Real Estate,90.0,Paid Search,2026-07-15,2,True,2,1,True,2026-08-18
L001143,Welch-Thompson,,47.0,Outbound SDR,2025-01-05,3,False,0,2,False,
L001144,"Brown, Hayes and Clark",Media,584.0,Event/Webinar,2025-09-19,2,False,1,4,False,
L001145,Johnston and Sons,Education,137.0,Event/Webinar,2025-10-25,3,False,1,2,False,
L001146,Glover-Chan,Education,886.0,Outbound SDR,2024-07-07,4,True,4,4,True,2024-07-30
L001147,Mendez Ltd,SaaS,149.0,Referral,2026-05-07,4,False,3,0,False,
L001148,Powell-Sanford,Retail,75.0,Organic Search,2024-07-29,1,False,1,3,False,
L001149,Smith-Ferguson,SaaS,911.0,Outbound SDR,2025-12-20,1,False,3,3,False,
L001150,"Watson, Smith and Morris",Education,558.0,Event/Webinar,2024-04-21,4,False,0,1,False,
L001151,"Lee, Rhodes and Sims",Healthcare,460.0,Organic search,2024-05-22,3,False,3,5,False,
L001152,Perez LLC,Retail,76.0,Referral,2025-12-28,3,True,0,1,False,
L001153,Anderson-Reyes,SaaS,78.0,Paid Search,2026-03-25,2,False,0,2,False,
L001154,"Torres, Brown and Williams",Logistics,195.0,Referral,2023-12-22,6,False,4,4,False,
L001155,Bryant-Meyer,Healthcare,60.0,Paid Search,2026-04-28,2,True,1,6,True,2026-06-07
L001156,"Morgan, Barron and Cowan",Education,166.0,Event/Webinar,2023-02-27,2,False,2,5,True,2023-05-28
L001157,Ferrell-Henry,Education,3.0,Event/Webinar,2026-02-28,3,False,0,3,False,
L001158,Martin Group,Healthcare,27.0,Event/Webinar,2024-01-21,5,False,1,1,True,2024-03-24
L001159,Perez Ltd,,1378.0,Referral,2023-12-26,4,False,2,1,False,
L001160,Clark Inc,Media,16.0,Organic Search,2023-07-04,2,False,2,2,False,
L001161,"Wagner, Martinez and Dawson",SaaS,362.0,Paid Search,2026-05-17,2,False,4,7,False,
L001162,Brooks Ltd,Retail,301.0,Organic Search,2025-12-14,3,False,1,4,False,
L001163,Wise-Dean,Media,16.0,Organic Search,2024-11-10,2,False,0,3,True,2025-01-27
L001164,"Vang, Stanley and Valdez",Retail,27.0,Paid Search,2024-11-28,3,False,2,2,False,
L001165,Williams Inc,,7.0,Referral,2023-05-02,4,False,1,1,False,
L001166,Wallace-Martinez,SaaS,56.0,Paid Search,2026-04-16,1,False,3,5,False,
L001167,Wells-Hernandez,Healthcare,125.0,Organic search,2025-12-13,3,True,1,5,False,
L001168,"Jennings, Smith and Fisher",Education,26.0,organic-search,2025-02-04,4,True,3,4,True,2025-05-05
L001169,Bates LLC,,57.0,Event/Webinar,2023-07-26,4,True,0,3,False,
L001170,"Obrien, Taylor and Rivas",Education,71.0,Referral,2024-10-22,3,False,1,6,False,
L001171,Hunt PLC,Healthcare,267.0,Paid Search,2025-06-13,3,False,0,2,False,
L001172,Campbell Inc,Media,140.0,Partner,2024-10-11,1,False,2,3,False,
L001173,Gonzalez-Gonzalez,,20.0,Partner,2026-02-24,2,False,2,1,True,2026-05-23
L001174,Decker-Dudley,,2505.0,Referral,2024-04-02,3,False,3,0,False,
L001175,Warner-Phillips,Consulting,33.0,Paid Search,2025-02-13,2,False,1,1,False,
L001176,Kelley and Sons,Manufacturing,453.0,Partner,2024-08-26,5,True,2,6,False,
L001177,"Fitzpatrick, Rivera and Smith",Healthcare,429.0,Paid Search,2023-01-04,2,False,2,3,False,
L001178,"Davis, Rodriguez and Andrews",Consulting,42.0,Outbound SDR,2026-03-08,4,False,1,1,False,
L001179,Hernandez-Davis,Software,123.0,Paid Search,2026-05-18,4,True,1,5,False,
L001180,"Jones, Cummings and Conway",Education,168.0,Event/Webinar,2024-03-28,2,False,0,3,False,
L001181,"Hall, Hinton and Phillips",Consulting,364.0,Organic Search,2025-10-13,2,False,2,1,False,
L001182,Williams-Li,Healthcare,,Referral,2023-06-09,6,True,1,1,True,2023-07-09
L001183,Phelps LLC,Education,,Referral,2023-12-10,5,False,1,2,True,2024-02-29
L001184,"Edwards, Rodgers and Davis",,74.0,Partner,2026-08-01,5,False,1,4,False,
L001185,Smith and Sons,Education,841.0,Outbound SDR,2023-01-24,1,False,2,2,False,
L001186,"Holland, Murphy and Kline",Manufacturing,525.0,Paid Search,2024-05-26,2,False,3,2,True,2024-08-22
L001187,"Adams, Quinn and Watson",,57.0,Referral,2024-06-09,5,False,3,8,True,2024-06-22
L001188,White-Morales,saas ,51.0,Organic Search,2025-03-01,4,False,3,3,True,2025-04-26
L001189,Nelson-Cruz,Logistics,,Paid Search,2025-04-27,5,True,3,5,False,
L001190,Marsh-Banks,Media,,Outbound SDR,2024-12-20,3,True,1,2,False,
L001191,Wilson Ltd,Real Estate,413.0,Outbound SDR,2023-07-27,4,False,2,2,True,2023-09-26
L001192,"Brown, Dunlap and Moore",Consulting,136.0,Partner,2024-04-06,2,False,2,6,False,
L001193,Pruitt-Webb,Healthcare,187.0,Outbound SDR,2023-05-31,4,True,0,4,True,2023-06-04
L001194,"Gregory, White and James",Manufacturing,232.0,Organic Search,2024-10-14,4,False,2,2,False,
L001195,Carr-Huffman,Manufacturing,112.0,Organic Search,2023-06-01,1,False,1,3,False,
L001196,"Mcpherson, Anderson and Knapp",Education,319.0,Paid Search,2025-02-07,3,False,2,1,True,2025-02-27
L001197,Clay Group,financial tech,598.0,Event/Webinar,2023-07-10,1,False,3,5,True,2023-08-22
L001198,Brown Ltd,Consulting,48.0,Event/Webinar,2025-09-15,2,False,3,0,False,
L001199,Smith-Oneill,SaaS,1708.0,Outbound SDR,2026-08-31,1,False,4,6,False,
L001200,"Saunders, Ray and Cunningham",Healthcare,46.0,Event/Webinar,2025-06-08,3,False,2,3,False,
L001201,"Marks, Stone and Watts",Healthcare,103.0,Organic Search,2023-07-27,3,True,4,5,True,2023-09-07
L001202,"Davis, Stanley and Wright",Retail,22.0,Paid Search,2025-04-18,1,False,2,4,False,
L001203,Alvarado-Davidson,Real Estate,,Partner,2026-01-11,2,True,0,10,True,2026-02-13
L001204,Combs PLC,Manufacturing,187.0,Referral,2024-05-01,4,True,0,3,True,2024-05-13
L001205,"Brown, Schneider and Moore",SaaS,93.0,Outbound SDR,2026-03-16,1,False,0,2,True,2026-05-25
L001206,Christian-Booth,Media,372.0,Paid Search,2023-04-22,2,False,1,9,False,
