subscription_id,account_id,plan,mrr,billing_frequency,contract_start_date,contract_end_date,status,churn_date
S000255,A000255,Growth,3117.44,Annual,2025-08-27 12:22:28.154466,2026-08-27 12:22:28.154466,Active,
S000256,A000256,Starter,659.29,Monthly,2023-07-27 19:55:01.726952,,Active,
S000257,A000257,Growth,3520.09,Monthly,2025-08-07 07:35:36.676286,,Active,
S000258,A000258,Starter,522.27,Monthly,2026-06-20 16:59:57.647220,,Active,
S000259,A000259,Growth,3820.89,Monthly,2023-11-11 20:32:52.124833,,Active,
S000260,A000260,Starter,297.97,Monthly,2025-02-05 09:24:39.499310,,Active,
S000261,A000261,Starter,200.0,Monthly,2026-04-20 08:49:31.281746,,Active,
S000262,A000262,Growth,4976.71,Annual,2026-08-18 23:53:06.994764,2027-08-18 23:53:06.994764,Active,
S000263,A000263,Growth,1761.22,Annual,2023-11-19 21:04:26.399543,2024-11-18 21:04:26.399543,Active,
S000264,A000264,Starter,659.42,Monthly,2025-10-21 01:49:17.847300,,Active,
S000265,A000265,Growth,1892.49,Monthly,2025-12-17 04:31:55.085208,,Active,
S000266,A000266,Growth,1574.06,Monthly,2025-06-05 12:18:42.377175,,Churned,2026-01-01 12:18:42.377175
S000267,A000267,Starter,200.0,Annual,2026-01-17 22:23:27.059424,2027-01-17 22:23:27.059424,Active,
S000268,A000268,Growth,2521.43,Annual,2026-07-13 23:37:18.998300,2027-07-13 23:37:18.998300,Active,
S000269,A000269,Starter,1092.98,Annual,2024-12-13 11:06:07.968070,2025-12-13 11:06:07.968070,Active,
S000270,A000270,Starter,838.76,Monthly,2025-10-06 06:15:18.471085,,Active,
S000271,A000271,Growth,2147.61,Annual,2026-03-16 16:18:48.068650,2027-03-16 16:18:48.068650,Active,
S000272,A000272,Growth,1557.87,Monthly,2025-10-03 23:41:16.428124,,Active,
S000273,A000273,Starter,525.97,Annual,2025-04-10 06:02:09.401001,2026-04-10 06:02:09.401001,Churned,2026-03-06 06:02:09.401001
S000274,A000274,Growth,1451.69,Monthly,2026-05-11 21:57:20.298947,,Active,
S000275,A000275,Starter,623.31,Annual,2025-06-13 18:05:40.553378,2026-06-13 18:05:40.553378,Active,
S000276,A000276,Growth,3441.81,Monthly,2025-09-27 11:55:41.455442,,Active,
S000277,A000277,Growth,1966.65,Annual,2025-04-06 19:56:02.777163,2026-04-06 19:56:02.777163,Active,
S000278,A000278,Starter,375.26,Monthly,2023-08-22 05:10:13.123059,,Active,
S000279,A000279,Starter,601.04,Monthly,2023-08-31 22:43:03.419936,,Churned,2025-01-22 22:43:03.419936
S000280,A000280,Growth,1672.62,Monthly,2026-06-10 11:23:02.760304,,Active,
S000281,A000281,Growth,1623.74,Monthly,2026-05-21 03:58:21.919510,,Active,
S000282,A000282,Growth,1234.29,Annual,2026-05-17 06:06:02.413006,2027-05-17 06:06:02.413006,Churned,2026-08-15 06:06:02.413006
S000283,A000283,Growth,4337.08,Annual,2026-08-30 10:18:04.861587,2027-08-30 10:18:04.861587,Active,
S000284,A000284,Growth,4409.2,Annual,2024-12-18 01:12:28.491866,2025-12-18 01:12:28.491866,Active,
S000285,A000285,Growth,3103.39,Annual,2024-12-04 20:23:02.057202,2025-12-04 20:23:02.057202,Churned,2026-02-27 20:23:02.057202
S000286,A000286,Starter,205.02,Annual,2023-11-29 11:05:02.199267,2024-11-28 11:05:02.199267,Churned,2024-04-27 11:05:02.199267
S000287,A000287,Growth,5104.97,Monthly,2026-05-06 12:44:54.956477,,Active,
S000288,A000288,Growth,1908.74,Annual,2023-05-20 19:41:52.995505,2024-05-19 19:41:52.995505,Active,
S000289,A000289,Starter,564.11,Annual,2025-07-28 10:21:41.320081,2026-07-28 10:21:41.320081,Active,
S000290,A000290,Starter,437.39,Annual,2024-04-19 04:14:34.338618,2025-04-19 04:14:34.338618,Active,
S000291,A000291,Starter,246.14,Monthly,2024-11-15 13:57:45.491399,,Active,
S000292,A000292,Starter,697.95,Monthly,2024-05-24 22:54:39.154021,,Active,
S000293,A000293,Starter,904.29,Annual,2025-08-06 19:43:34.854113,2026-08-06 19:43:34.854113,Active,
S000294,A000294,Growth,4055.0,Annual,2023-08-19 08:20:32.870369,2024-08-18 08:20:32.870369,Active,
S000295,A000295,Starter,1023.14,Monthly,2024-05-13 06:50:45.602672,,Active,
S000296,A000296,Growth,3668.78,Annual,2024-09-19 07:24:30.474016,2025-09-19 07:24:30.474016,Active,
S000297,A000297,Starter,914.02,Annual,2024-09-27 01:54:19.301480,2025-09-27 01:54:19.301480,Active,
S000298,A000298,Growth,2858.63,Annual,2025-11-14 07:59:55.667031,2026-11-14 07:59:55.667031,Active,
S000299,A000299,Growth,4325.61,Monthly,2023-10-16 10:59:05.470511,,Active,
S000300,A000300,Starter,642.44,Monthly,2024-03-03 12:30:22.938793,,Active,
S000301,A000301,Growth,1464.23,Monthly,2025-12-03 14:57:03.809388,,Active,
S000302,A000302,Starter,837.9,Monthly,2024-02-14 19:49:25.267728,,Active,
S000303,A000303,Starter,803.99,Annual,2026-02-21 15:21:24.036395,2027-02-21 15:21:24.036395,Active,
S000304,A000304,Starter,1262.73,Monthly,2026-07-05 20:36:37.396110,,Active,
S000305,A000305,Growth,2152.54,Annual,2024-01-22 09:29:52.859825,2025-01-21 09:29:52.859825,Active,
S000306,A000306,Starter,968.13,Annual,2026-01-27 16:25:12.504725,2027-01-27 16:25:12.504725,Active,
S000307,A000307,Starter,755.09,Monthly,2023-08-04 21:39:47.998958,,Active,
S000308,A000308,Growth,4084.2,Monthly,2026-06-25 02:38:12.700742,,Active,
S000309,A000309,Growth,1370.54,Annual,2026-05-17 20:28:54.230694,2027-05-17 20:28:54.230694,Active,
S000310,A000310,Starter,200.0,Annual,2023-12-28 20:20:12.563343,2024-12-27 20:20:12.563343,Active,
S000311,A000311,Starter,396.85,Monthly,2024-10-30 23:57:56.898325,,Active,
S000312,A000312,Growth,1918.75,Annual,2024-07-16 11:33:31.480933,2025-07-16 11:33:31.480933,Active,
S000313,A000313,Growth,3018.34,Monthly,2025-08-29 06:53:07.764550,,Active,
S000314,A000314,Growth,2120.49,Monthly,2024-07-10 01:52:16.460051,,Active,
S000315,A000315,Enterprise,13404.8,Monthly,2024-09-13 19:01:22.219931,,Churned,2025-06-10 19:01:22.219931
S000316,A000316,Growth,2319.3,Annual,2026-01-18 02:32:11.287035,2027-01-18 02:32:11.287035,Active,
S000317,A000317,Growth,2635.61,Annual,2025-09-08 09:01:57.998095,2026-09-08 09:01:57.998095,Active,
S000318,A000318,Growth,4090.47,Annual,2025-09-03 17:28:59.270233,2026-09-03 17:28:59.270233,Active,
S000319,A000319,Growth,2565.79,Annual,2024-12-25 23:30:08.427563,2025-12-25 23:30:08.427563,Active,
S000320,A000320,Starter,908.44,Annual,2024-02-29 12:51:16.706660,2025-02-28 12:51:16.706660,Active,
S000321,A000321,Starter,267.18,Annual,2026-06-17 21:06:55.709198,2027-06-17 21:06:55.709198,Active,
S000322,A000322,Starter,646.57,Annual,2026-08-05 18:26:49.275841,2027-08-05 18:26:49.275841,Active,
S000323,A000323,Growth,2762.84,Monthly,2024-03-27 04:50:10.909400,,Churned,2024-10-23 04:50:10.909400
S000324,A000324,Growth,3114.73,Annual,2023-06-14 05:45:26.990948,2024-06-13 05:45:26.990948,Active,
S000325,A000325,Growth,3756.47,Annual,2025-04-28 00:02:07.398818,2026-04-28 00:02:07.398818,Active,
S000326,A000326,Starter,279.58,Annual,2025-11-03 19:42:18.184777,2026-11-03 19:42:18.184777,Active,
S000327,A000327,Starter,538.28,Annual,2025-07-01 05:29:40.326934,2026-07-01 05:29:40.326934,Active,
S000328,A000328,Growth,2706.23,Annual,2026-06-22 21:47:40.982032,2027-06-22 21:47:40.982032,Active,
S000329,A000329,Growth,2722.09,Monthly,2023-09-27 18:52:38.846093,,Active,
S000330,A000330,Growth,3800.11,Annual,2026-07-11 19:31:18.297216,2027-07-11 19:31:18.297216,Active,
S000331,A000331,Starter,894.85,Monthly,2025-11-28 16:46:12.130187,,Active,
S000332,A000332,Starter,533.9,Monthly,2025-06-14 03:34:08.851583,,Active,
S000333,A000333,Starter,485.99,Monthly,2023-09-09 14:43:27.808925,,Active,
S000334,A000334,Growth,3155.24,Annual,2023-09-01 16:40:29.430653,2024-08-31 16:40:29.430653,Active,
S000335,A000335,Starter,652.77,Monthly,2025-10-06 11:40:46.930084,,Churned,2026-03-05 11:40:46.930084
S000336,A000336,Starter,1075.09,Annual,2025-11-17 13:45:26.655073,2026-11-17 13:45:26.655073,Churned,2026-04-16 13:45:26.655073
S000337,A000337,Starter,789.8,Annual,2025-12-07 06:06:59.751687,2026-12-07 06:06:59.751687,Active,
S000338,A000338,Growth,2604.1,Annual,2025-08-27 22:04:54.122865,2026-08-27 22:04:54.122865,Active,
S000339,A000339,Enterprise,6249.88,Monthly,2025-10-25 03:41:33.427293,,Active,
S000340,A000340,Starter,693.24,Annual,2025-01-06 09:49:22.429417,2026-01-06 09:49:22.429417,Active,
S000341,A000341,Starter,766.41,Monthly,2025-09-02 01:54:37.043099,,Active,
S000342,A000342,Growth,2592.21,Monthly,2024-03-14 03:26:31.410064,,Active,
S000343,A000343,Growth,1349.97,Annual,2026-03-11 09:33:17.094044,2027-03-11 09:33:17.094044,Active,
S000344,A000344,Starter,984.08,Monthly,2023-09-12 19:00:13.025530,,Active,
S000345,A000345,Growth,4345.22,Monthly,2024-07-24 22:07:40.292710,,Churned,2025-02-19 22:07:40.292710
S000346,A000346,Starter,700.36,Monthly,2025-02-16 20:35:11.180501,,Churned,2025-06-16 20:35:11.180501
S000347,A000347,Starter,361.74,Annual,2025-02-12 09:14:51.921177,2026-02-12 09:14:51.921177,Churned,2026-02-07 09:14:51.921177
S000348,A000348,Starter,741.43,Monthly,2023-11-06 14:08:35.820766,,Active,
S000349,A000349,Starter,825.45,Annual,2025-08-21 10:23:15.492341,2026-08-21 10:23:15.492341,Active,
S000350,A000350,Starter,964.47,Annual,2024-07-19 21:48:29.692046,2025-07-19 21:48:29.692046,Churned,2025-04-15 21:48:29.692046
S000351,A000351,Growth,4673.02,Annual,2026-03-21 05:49:24.956840,2027-03-21 05:49:24.956840,Active,
S000352,A000352,Starter,511.3,Monthly,2023-07-05 11:17:09.680446,,Churned,2024-05-30 11:17:09.680446
S000353,A000353,Growth,1452.88,Monthly,2025-01-18 23:02:12.979700,,Active,
S000354,A000354,Starter,279.89,Annual,2026-09-10 02:57:06.530805,2027-09-10 02:57:06.530805,Active,
S000355,A000355,Starter,369.47,Monthly,2026-06-18 06:23:33.310374,,Active,
S000356,A000356,Growth,1783.57,Annual,2025-08-28 00:45:03.306014,2026-08-28 00:45:03.306014,Active,
S000357,A000357,Growth,4992.42,Monthly,2023-09-02 15:06:22.543536,,Active,
S000358,A000358,Starter,1091.54,Annual,2025-06-06 22:40:21.422068,2026-06-06 22:40:21.422068,Churned,2025-10-04 22:40:21.422068
S000359,A000359,Growth,1345.83,Monthly,2024-04-15 03:19:50.626620,,Active,
S000360,A000360,Growth,2044.31,Monthly,2025-02-27 10:21:31.320096,,Active,
S000361,A000361,Growth,2186.34,Monthly,2024-05-31 10:35:37.276726,,Active,
S000362,A000362,Starter,208.41,Annual,2025-10-29 22:13:57.653023,2026-10-29 22:13:57.653023,Active,
S000363,A000363,Enterprise,6685.28,Annual,2025-08-27 23:42:19.119285,2026-08-27 23:42:19.119285,Active,
S000364,A000364,Starter,961.63,Annual,2023-10-09 07:36:12.627463,2024-10-08 07:36:12.627463,Active,
S000365,A000365,Starter,1206.17,Annual,2023-09-11 17:44:51.325884,2024-09-10 17:44:51.325884,Active,
S000366,A000366,Growth,4042.41,Annual,2023-11-17 18:57:38.292183,2024-11-16 18:57:38.292183,Active,
S000367,A000367,Starter,453.21,Annual,2024-05-24 02:43:36.175362,2025-05-24 02:43:36.175362,Churned,2024-10-21 02:43:36.175362
S000368,A000368,Starter,892.87,Annual,2025-05-13 12:06:09.618924,2026-05-13 12:06:09.618924,Active,
S000369,A000369,Growth,2889.54,Annual,2025-09-15 17:03:19.293985,2026-09-15 17:03:19.293985,Active,
S000370,A000370,Growth,2357.13,Annual,2023-08-01 20:14:59.007459,2024-07-31 20:14:59.007459,Active,
S000371,A000371,Growth,1451.32,Monthly,2026-03-03 21:04:12.532059,,Active,
S000372,A000372,Growth,1857.63,Monthly,2024-09-07 10:34:43.825824,,Active,
S000373,A000373,Growth,2592.39,Monthly,2023-08-14 20:00:58.695614,,Active,
S000374,A000374,Growth,3095.59,Monthly,2024-07-04 18:51:39.316565,,Churned,2025-06-29 18:51:39.316565
S000375,A000375,Growth,3048.85,Annual,2026-03-10 16:55:16.721676,2027-03-10 16:55:16.721676,Active,
S000376,A000376,Starter,441.77,Monthly,2025-06-28 12:50:17.762631,,Churned,2026-04-24 12:50:17.762631
S000377,A000377,Growth,2477.41,Annual,2025-11-07 15:21:43.712303,2026-11-07 15:21:43.712303,Active,
S000378,A000378,Starter,557.08,Monthly,2025-07-16 12:35:00.190559,,Active,
S000379,A000379,Starter,1013.21,Annual,2026-07-06 04:32:10.649802,2027-07-06 04:32:10.649802,Active,
S000380,A000380,Starter,267.62,Monthly,2025-07-29 04:09:59.421125,,Churned,2025-10-27 04:09:59.421125
S000381,A000381,Starter,338.95,Annual,2024-07-09 05:19:34.807911,2025-07-09 05:19:34.807911,Active,
S000382,A000382,Growth,4005.39,Annual,2023-06-29 15:34:46.529813,2024-06-28 15:34:46.529813,Active,
S000383,A000383,Starter,905.2,Annual,2025-01-05 12:51:27.458638,2026-01-05 12:51:27.458638,Active,
S000384,A000384,Starter,317.44,Monthly,2024-02-27 11:08:13.358699,,Active,
S000385,A000385,Starter,953.4,Annual,2026-08-31 14:44:10.112290,2027-08-31 14:44:10.112290,Active,
S000386,A000386,Starter,685.7,Monthly,2024-11-13 09:44:06.884110,,Churned,2025-03-13 09:44:06.884110
S000387,A000387,Growth,1807.87,Monthly,2024-07-24 06:17:50.827341,,Active,
S000388,A000388,Growth,1314.8,Annual,2024-07-15 07:21:15.952279,2025-07-15 07:21:15.952279,Active,
S000389,A000389,Growth,3027.88,Monthly,2024-11-19 13:32:05.391303,,Active,
S000390,A000390,Starter,1279.83,Annual,2024-01-21 03:51:45.792369,2025-01-20 03:51:45.792369,Active,
S000391,A000391,Starter,522.25,Monthly,2026-05-16 22:54:24.815982,,Active,
S000392,A000392,Starter,1086.67,Annual,2025-04-22 20:33:25.972152,2026-04-22 20:33:25.972152,Churned,2026-01-17 20:33:25.972152
S000393,A000393,Growth,3308.74,Annual,2023-06-10 16:37:36.257747,2024-06-09 16:37:36.257747,Active,
S000394,A000394,Starter,505.54,Annual,2026-05-16 03:09:26.646359,2027-05-16 03:09:26.646359,Active,
S000395,A000395,Starter,420.67,Annual,2023-05-17 20:20:40.521093,2024-05-16 20:20:40.521093,Active,
S000396,A000396,Growth,2904.67,Annual,2025-01-04 07:53:19.605250,2026-01-04 07:53:19.605250,Churned,2025-05-04 07:53:19.605250
S000397,A000397,Starter,0.0,Annual,2023-04-30 11:22:40.937644,2024-04-29 11:22:40.937644,Active,
S000398,A000398,Growth,1655.52,Annual,2026-08-21 17:08:39.014009,2027-08-21 17:08:39.014009,Active,
S000399,A000399,Starter,380.3,Monthly,2024-01-23 06:14:29.313286,,Active,
S000400,A000400,Growth,2925.08,Annual,2025-05-07 06:22:33.687845,2026-05-07 06:22:33.687845,Active,
S000401,A000401,Growth,1892.84,Annual,2025-02-04 22:12:34.474151,2026-02-04 22:12:34.474151,Churned,2025-05-05 22:12:34.474151
S000402,A000402,Starter,-50.0,Annual,2025-03-14 05:08:56.129871,2026-03-14 05:08:56.129871,Active,
S000403,A000403,Starter,948.46,Annual,2024-06-05 13:06:51.136484,2025-06-05 13:06:51.136484,Active,
S000404,A000404,Growth,1382.07,Annual,2026-04-13 20:08:53.831013,2027-04-13 20:08:53.831013,Active,
S000405,A000405,Starter,839.19,Monthly,2024-05-11 08:18:03.941291,,Active,
S000406,A000406,Starter,513.51,Monthly,2024-08-30 22:58:27.768821,,Churned,2025-09-24 22:58:27.768821
S000407,A000407,Starter,771.04,Annual,2024-12-19 21:02:10.397444,2025-12-19 21:02:10.397444,Active,
S000408,A000408,Starter,200.0,Monthly,2025-08-19 22:37:56.742664,,Active,
S000409,A000409,Starter,483.51,Monthly,2026-02-08 21:19:46.022460,,Active,
S000410,A000410,Starter,660.82,Monthly,2024-01-18 10:01:37.585535,,Active,
S000411,A000411,Growth,2201.41,Monthly,2026-01-22 09:02:29.169172,,Active,
S000412,A000412,Growth,1914.5,Monthly,2025-05-14 16:26:42.689779,,Active,
S000413,A000413,Starter,535.39,Annual,2025-12-26 19:38:11.090122,2026-12-26 19:38:11.090122,Active,
S000414,A000414,Starter,362.32,Monthly,2025-08-15 07:17:19.987888,,Active,
S000415,A000415,Growth,1652.14,Monthly,2024-08-25 13:51:24.883938,,Active,
S000416,A000416,Starter,326.75,Monthly,2025-01-29 07:17:02.100596,,Active,
S000417,A000417,Starter,389.84,Monthly,2024-05-16 20:16:04.272448,,Active,
S000418,A000418,Growth,2936.17,Annual,2026-01-22 04:07:38.949416,2027-01-22 04:07:38.949416,Active,
S000419,A000419,Growth,1722.13,Annual,2024-04-07 14:31:57.317492,2025-04-07 14:31:57.317492,Active,
S000420,A000420,Growth,1840.32,Monthly,2024-10-30 15:13:55.659760,,Active,
S000421,A000421,Starter,241.41,Annual,2026-09-03 17:15:41.293039,2027-09-03 17:15:41.293039,Active,
S000422,A000422,Starter,330.66,Annual,2023-12-21 15:25:47.125286,2024-12-20 15:25:47.125286,Active,
S000423,A000423,Starter,220.14,Annual,2025-08-19 11:07:16.620298,2026-08-19 11:07:16.620298,Active,
S000424,A000424,Growth,1251.59,Monthly,2023-06-29 04:17:47.737255,,Churned,2023-12-26 04:17:47.737255
S000425,A000425,Growth,1933.12,Annual,2026-05-17 15:43:07.022200,2027-05-17 15:43:07.022200,Active,
S000426,A000426,Starter,236.08,Monthly,2024-07-17 13:23:10.401553,,Active,
S000427,A000427,Growth,2491.18,Annual,2026-01-14 07:40:13.539851,2027-01-14 07:40:13.539851,Churned,2026-07-13 07:40:13.539851
S000428,A000428,Growth,1530.17,Annual,2026-04-30 16:02:51.435050,2027-04-30 16:02:51.435050,Active,
S000429,A000429,Starter,309.02,Annual,2023-04-22 01:34:14.813344,2024-04-21 01:34:14.813344,Active,
S000430,A000430,Starter,455.1,Annual,2026-05-11 13:11:05.345103,2027-05-11 13:11:05.345103,Active,
S000431,A000431,Growth,3394.8,Annual,2026-06-28 15:03:37.299939,2027-06-28 15:03:37.299939,Active,
S000432,A000432,Growth,2507.37,Monthly,2023-05-05 16:53:12.534833,,Active,
S000433,A000433,Starter,1299.48,Monthly,2025-12-08 21:16:21.373659,,Active,
S000434,A000434,Starter,337.42,Monthly,2024-09-03 06:27:17.943815,,Active,
S000435,A000435,Growth,2319.62,Annual,2024-07-28 14:36:28.989045,2025-07-28 14:36:28.989045,Active,
S000436,A000436,Starter,351.21,Annual,2026-05-01 16:50:37.816954,2027-05-01 16:50:37.816954,Active,
S000437,A000437,Growth,1442.25,Annual,2025-07-13 05:49:45.934541,2026-07-13 05:49:45.934541,Active,
S000438,A000438,Growth,1211.91,Annual,2024-04-24 17:50:23.529608,2025-04-24 17:50:23.529608,Churned,2024-12-20 17:50:23.529608
S000439,A000439,Growth,2713.83,Monthly,2024-01-26 02:31:07.409545,,Active,
S000440,A000440,Growth,1550.04,Monthly,2026-05-01 01:48:11.728874,,Active,
S000441,A000441,Growth,4532.83,Annual,2024-07-23 06:55:27.373886,2025-07-23 06:55:27.373886,Active,
S000442,A000442,Growth,2008.71,Monthly,2024-01-22 04:44:27.482120,,Active,
S000443,A000443,Starter,334.1,Annual,2023-11-27 04:13:34.192741,2024-11-26 04:13:34.192741,Active,
S000444,A000444,Growth,2260.66,Monthly,2026-01-05 16:54:11.878225,,Churned,2026-07-04 16:54:11.878225
S000445,A000445,Enterprise,8500.36,Annual,2024-03-16 05:55:24.361741,2025-03-16 05:55:24.361741,Active,
S000446,A000446,Starter,420.91,Annual,2026-03-11 03:50:02.412211,2027-03-11 03:50:02.412211,Active,
S000447,A000447,Enterprise,5988.93,Annual,2025-07-20 02:27:05.953551,2026-07-20 02:27:05.953551,Active,
S000448,A000448,Enterprise,-50.0,Monthly,2025-06-23 15:13:18.757849,,Active,
S000449,A000449,Starter,653.03,Annual,2026-01-17 08:00:39.894467,2027-01-17 08:00:39.894467,Churned,2026-04-17 08:00:39.894467
S000450,A000450,Enterprise,7755.23,Annual,2026-04-25 06:14:37.805626,2027-04-25 06:14:37.805626,Active,
S000451,A000451,Growth,4153.61,Annual,2023-12-23 08:00:35.492154,2024-12-22 08:00:35.492154,Active,
S000452,A000452,Growth,2333.85,Monthly,2024-08-22 17:44:14.406576,,Active,
S000453,A000453,Growth,1486.76,Annual,2025-11-11 03:22:38.887137,2026-11-11 03:22:38.887137,Active,
S000454,A000454,Growth,2128.93,Annual,2024-09-11 09:37:26.843865,2025-09-11 09:37:26.843865,Churned,2025-10-06 09:37:26.843865
S000455,A000455,Starter,200.0,Monthly,2026-06-28 00:19:32.298665,,Active,
S000456,A000456,Growth,1641.74,Monthly,2025-12-09 10:02:59.182824,,Active,
S000457,A000457,Starter,359.64,Monthly,2023-09-03 11:28:31.113104,,Churned,2024-07-29 11:28:31.113104
S000458,A000458,Growth,1435.64,Annual,2023-06-27 18:00:54.305359,2024-06-26 18:00:54.305359,Active,
S000459,A000459,Starter,577.44,Monthly,2026-02-05 21:43:22.396258,,Active,
S000460,A000460,Starter,734.34,Monthly,2025-05-16 00:00:00.000000,,Active,
S000461,A000461,Starter,239.65,Annual,2025-02-02 00:00:00.000000,2026-02-02 00:00:00.000000,Active,
S000462,A000462,Starter,750.51,Monthly,2023-06-05 00:00:00.000000,,Churned,2024-01-01 00:00:00.000000
S000463,A000463,Growth,2853.18,Annual,2024-07-27 00:00:00.000000,2025-07-27 00:00:00.000000,Active,
S000464,A000464,Starter,200.0,Annual,2025-05-05 00:00:00.000000,2026-05-05 00:00:00.000000,Active,
S000465,A000465,Growth,1399.29,Monthly,2026-08-31 00:00:00.000000,,Active,
S000466,A000466,Growth,1376.35,Monthly,2023-02-15 00:00:00.000000,,Active,
S000467,A000467,Starter,420.3,Monthly,2024-09-01 00:00:00.000000,,Active,
S000468,A000468,Starter,200.0,Annual,2023-03-13 00:00:00.000000,2024-03-12 00:00:00.000000,Active,
S000469,A000469,Starter,900.26,Annual,2023-09-03 00:00:00.000000,2024-09-02 00:00:00.000000,Active,
S000470,A000470,Starter,707.56,Monthly,2024-09-10 00:00:00.000000,,Active,
S000471,A000471,Growth,2470.47,Annual,2023-10-18 00:00:00.000000,2024-10-17 00:00:00.000000,Active,
S000472,A000472,Starter,576.37,Monthly,2024-06-22 00:00:00.000000,,Active,
