account_id,opp_id,company_name,account_tier,initial_deal_size,signup_date
A000323,O001300,Johnson and Sons,Mid-Market,32099,2024-03-27 04:50:10.909400
A000324,O001304,Livingston-Solomon,Mid-Market,36858,2023-06-14 05:45:26.990948
A000325,O001305,"Robinson, Johnson and Swanson",Mid-Market,40662,2025-04-28 00:02:07.398818
A000326,O001306,Marsh-Tapia,SMB,3882,2025-11-03 19:42:18.184777
A000327,O001310,"Edwards, Brown and White",SMB,6503,2025-07-01 05:29:40.326934
A000328,O001318,Benjamin and Sons,Mid-Market,30151,2026-06-22 21:47:40.982032
A000329,O001322,Newton-Martinez,Mid-Market,34540,2023-09-27 18:52:38.846093
A000330,O001323,Bass Inc,Mid-Market,44650,2026-07-11 19:31:18.297216
A000331,O001324,"Jackson, Jones and Robertson",SMB,10048,2025-11-28 16:46:12.130187
A000332,O001328,"Banks, Gray and Gonzales",SMB,6700,2025-06-14 03:34:08.851583
A000333,O001331,Davis PLC,SMB,5652,2023-09-09 14:43:27.808925
A000334,O001336,Hamilton Ltd,Mid-Market,35185,2023-09-01 16:40:29.430653
A000335,O001340,Henry PLC,SMB,8411,2025-10-06 11:40:46.930084
A000336,O001345,"Wilson, Terry and Bush",SMB,11518,2025-11-17 13:45:26.655073
A000337,O001355,"Warner, Oconnor and Smith",SMB,10424,2025-12-07 06:06:59.751687
A000338,O001360,Hoffman-Webb,Mid-Market,34397,2025-08-27 22:04:54.122865
A000339,O001363,"Klein, Chavez and Lane",Enterprise,69212,2025-10-25 03:41:33.427293
A000340,O001376,Hernandez Inc,SMB,9252,2025-01-06 09:49:22.429417
A000341,O001384,"Stewart, Miller and Jacobs",SMB,8514,2025-09-02 01:54:37.043099
A000342,O001394,Wang Inc,Mid-Market,27781,2024-03-14 03:26:31.410064
A000343,O001410,"Morales, Johnson and Hunt",Mid-Market,17539,2026-03-11 09:33:17.094044
A000344,O001418,"Flowers, Marshall and Miller",SMB,11626,2023-09-12 19:00:13.025530
A000345,O001420,"Hunter, Parks and Smith",Mid-Market,56461,2024-07-24 22:07:40.292710
A000346,O001421,"Choi, Morales and Wise",SMB,8481,2025-02-16 20:35:11.180501
A000347,O001424,"Miller, Smith and Vaughan",SMB,4636,2025-02-12 09:14:51.921177
A000348,O001425,"Brennan, Graham and Marshall",SMB,9173,2023-11-06 14:08:35.820766
A000349,O001427,Evans-Johnson,SMB,9462,2025-08-21 10:23:15.492341
A000350,O001429,Morales-White,SMB,12407,2024-07-19 21:48:29.692046
A000351,O001432,Sandoval-Hill,Mid-Market,54143,2026-03-21 05:49:24.956840
A000352,O001436,"Faulkner, Welch and Hoffman",SMB,5664,2023-07-05 11:17:09.680446
A000353,O001439,"Mcdonald, Moore and Richards",Mid-Market,19142,2025-01-18 23:02:12.979700
A000354,O001442,Foster and Sons,SMB,3434,2026-09-10 02:57:06.530805
A000355,O001443,Duncan and Sons,SMB,4656,2026-06-18 06:23:33.310374
A000356,O001448,Bradshaw and Sons,Mid-Market,24102,2025-08-28 00:45:03.306014
A000357,O001452,Ellis Ltd,Mid-Market,59160,2023-09-02 15:06:22.543536
A000358,O001454,Kline and Sons,SMB,12532,2025-06-06 22:40:21.422068
A000359,O001458,Ware-Medina,Mid-Market,17899,2024-04-15 03:19:50.626620
A000360,O001459,"Mack, Cox and Moran",Mid-Market,24633,2025-02-27 10:21:31.320096
A000361,O001460,Thomas LLC,Mid-Market,25344,2024-05-31 10:35:37.276726
A000362,O001463,Ellis Ltd,SMB,2730,2025-10-29 22:13:57.653023
A000363,O001466,"Cox, Carter and Duffy",Enterprise,71723,2025-08-27 23:42:19.119285
A000364,O001485,"Larson, Butler and Barber",SMB,11735,2023-10-09 07:36:12.627463
A000365,O001490,"Willis, Brown and Brown",SMB,13449,2023-09-11 17:44:51.325884
A000366,O001491,Rodriguez-Taylor,Mid-Market,46357,2023-11-17 18:57:38.292183
A000367,O001494,Simmons-Shaffer,SMB,4906,2024-05-24 02:43:36.175362
A000368,O001495,"Brooks, Knight and Forbes",SMB,10315,2025-05-13 12:06:09.618924
A000369,O001497,"Jones, Davis and Grant",Mid-Market,36597,2025-09-15 17:03:19.293985
A000370,O001498,"Santos, Lee and Jones",Mid-Market,27851,2023-08-01 20:14:59.007459
A000371,O001505,"Ramsey, Martinez and Sherman",Mid-Market,20263,2026-03-03 21:04:12.532059
A000372,O001511,"Schneider, Price and Ruiz",Mid-Market,22251,2024-09-07 10:34:43.825824
A000373,O001517,Johnson and Sons,Mid-Market,32163,2023-08-14 20:00:58.695614
A000374,O001520,Rodriguez Group,Mid-Market,39125,2024-07-04 18:51:39.316565
A000375,O001528,Sanders Inc,Mid-Market,34830,2026-03-10 16:55:16.721676
A000376,O001530,Rogers-Stafford,SMB,5905,2025-06-28 12:50:17.762631
A000377,O001531,Peterson-Wiggins,Mid-Market,29074,2025-11-07 15:21:43.712303
A000378,O001532,Oconnell and Sons,SMB,5927,2025-07-16 12:35:00.190559
A000379,O001541,Griffith LLC,SMB,12412,2026-07-06 04:32:10.649802
A000380,O001551,"Huff, Bird and Miller",SMB,3188,2025-07-29 04:09:59.421125
A000381,O001552,"Hamilton, Baker and Osborn",SMB,4173,2024-07-09 05:19:34.807911
A000382,O001554,"White, Mccoy and Murphy",Mid-Market,53183,2023-06-29 15:34:46.529813
A000383,O001555,"Bryant, Macdonald and Howard",SMB,9944,2025-01-05 12:51:27.458638
A000384,O001556,"Cooper, Beltran and Wright",SMB,3572,2024-02-27 11:08:13.358699
A000385,O001557,Hansen PLC,SMB,12062,2026-08-31 14:44:10.112290
A000386,O001563,"Melendez, Alvarado and Phelps",SMB,7255,2024-11-13 09:44:06.884110
A000387,O001566,Mathews Group,Mid-Market,23365,2024-07-24 06:17:50.827341
A000388,O001568,Rubio and Sons,Mid-Market,17564,2024-07-15 07:21:15.952279
A000389,O001581,"Smith, Murphy and Torres",Mid-Market,36208,2024-11-19 13:32:05.391303
A000390,O001582,Fields Group,SMB,13913,2024-01-21 03:51:45.792369
A000391,O001584,Wiggins and Sons,SMB,7179,2026-05-16 22:54:24.815982
A000392,O001594,"Adkins, Duncan and Thompson",SMB,11424,2025-04-22 20:33:25.972152
A000393,O001595,Rasmussen Group,Mid-Market,42059,2023-06-10 16:37:36.257747
A000394,O001598,Hicks Ltd,SMB,7119,2026-05-16 03:09:26.646359
A000395,O001601,Joyce-Benitez,SMB,4677,2023-05-17 20:20:40.521093
A000396,O001604,Becker-Mckinney,Mid-Market,31493,2025-01-04 07:53:19.605250
A000397,O001613,Peterson LLC,SMB,4652,2023-04-30 11:22:40.937644
A000398,O001621,Thomas-Rodriguez,Mid-Market,22121,2026-08-21 17:08:39.014009
A000399,O001622,"Chavez, Conway and Sosa",SMB,4415,2024-01-23 06:14:29.313286
A000400,O001629,Nixon LLC,Mid-Market,31252,2025-05-07 06:22:33.687845
A000401,O001631,Lee-Ramirez,Mid-Market,20144,2025-02-04 22:12:34.474151
A000402,O001633,Navarro Inc,SMB,5195,2025-03-14 05:08:56.129871
A000403,O001634,Terry-Rogers,SMB,10256,2024-06-05 13:06:51.136484
A000404,O001639,"Marks, Hartman and Rodriguez",Mid-Market,19011,2026-04-13 20:08:53.831013
A000405,O001641,"Lee, Roth and Erickson",SMB,9169,2024-05-11 08:18:03.941291
A000406,O001643,Lopez LLC,SMB,6554,2024-08-30 22:58:27.768821
A000407,O001645,"Phillips, Gutierrez and Davidson",SMB,8630,2024-12-19 21:02:10.397444
A000408,O001646,"Allen, Smith and Zamora",SMB,2172,2025-08-19 22:37:56.742664
A000409,O001647,"King, Webster and Brown",SMB,6437,2026-02-08 21:19:46.022460
A000410,O001651,Barnes-Johnson,SMB,6947,2024-01-18 10:01:37.585535
A000411,O001653,Gallegos-Nash,Mid-Market,26368,2026-01-22 09:02:29.169172
A000412,O001657,Wood Group,Mid-Market,23582,2025-05-14 16:26:42.689779
A000413,O001662,Dixon-Davis,SMB,6849,2025-12-26 19:38:11.090122
A000414,O001663,"Adams, Cole and Waters",SMB,4800,2025-08-15 07:17:19.987888
A000415,O001666,"Woods, Thomas and Decker",Mid-Market,21645,2024-08-25 13:51:24.883938
A000416,O001671,Taylor Inc,SMB,3747,2025-01-29 07:17:02.100596
A000417,O001673,Compton-Morgan,SMB,4709,2024-05-16 20:16:04.272448
A000418,O001676,Allen Ltd,Mid-Market,40455,2026-01-22 04:07:38.949416
A000419,O001679,"Johnson, Perez and Henry",Mid-Market,18246,2024-04-07 14:31:57.317492
A000420,O001687,Turner Group,Mid-Market,20232,2024-10-30 15:13:55.659760
A000421,O001688,"Carroll, Moore and Brown",SMB,2928,2026-09-03 17:15:41.293039
A000422,O001689,Martinez Ltd,SMB,4467,2023-12-21 15:25:47.125286
A000423,O001690,Thompson-Rodriguez,SMB,3037,2025-08-19 11:07:16.620298
A000424,O001694,Brown Ltd,Mid-Market,15849,2023-06-29 04:17:47.737255
A000425,O001695,Johnson-Jimenez,Mid-Market,24980,2026-05-17 15:43:07.022200
A000426,O001698,"Nelson, Wiggins and Young",SMB,2511,2024-07-17 13:23:10.401553
A000427,O001702,"King, Taylor and Middleton",Mid-Market,28472,2026-01-14 07:40:13.539851
A000428,O001720,"Gould, Wilson and Martin",Mid-Market,20528,2026-04-30 16:02:51.435050
A000429,O001735,Holt LLC,SMB,3717,2023-04-22 01:34:14.813344
A000430,O001741,Scott Inc,SMB,6179,2026-05-11 13:11:05.345103
A000431,O001744,Edwards-Taylor,Mid-Market,43586,2026-06-28 15:03:37.299939
A000432,O001746,Dunn LLC,Mid-Market,32419,2023-05-05 16:53:12.534833
A000433,O001748,Smith LLC,SMB,13589,2025-12-08 21:16:21.373659
A000434,O001752,Sanchez Group,SMB,4504,2024-09-03 06:27:17.943815
A000435,O001753,Rodriguez-Allen,Mid-Market,26094,2024-07-28 14:36:28.989045
A000436,O001754,Hernandez-Beasley,SMB,4351,2026-05-01 16:50:37.816954
A000437,O001758,Edwards Group,Mid-Market,16731,2025-07-13 05:49:45.934541
A000438,O001763,"Newman, George and Patrick",Mid-Market,15927,2024-04-24 17:50:23.529608
A000439,O001764,Hodges Inc,Mid-Market,32582,2024-01-26 02:31:07.409545
A000440,O001772,Foley-Miranda,Mid-Market,21734,2026-05-01 01:48:11.728874
A000441,O001773,Bradford and Sons,Mid-Market,52922,2024-07-23 06:55:27.373886
A000442,O001774,Gibson Ltd,Mid-Market,28157,2024-01-22 04:44:27.482120
A000443,O001775,Reeves and Sons,SMB,4476,2023-11-27 04:13:34.192741
A000444,O001782,Weeks-Martin,Mid-Market,29778,2026-01-05 16:54:11.878225
A000445,O001783,Solis PLC,Enterprise,97219,2024-03-16 05:55:24.361741
A000446,O001784,"Chandler, Knight and Jones",SMB,5122,2026-03-11 03:50:02.412211
A000447,O001796,Good-Cook,Enterprise,84229,2025-07-20 02:27:05.953551
A000448,O001805,"Martin, Kennedy and Chavez",Enterprise,65372,2025-06-23 15:13:18.757849
A000449,O001806,Randall LLC,SMB,8477,2026-01-17 08:00:39.894467
A000450,O001809,"Parrish, White and Booth",Enterprise,89841,2026-04-25 06:14:37.805626
A000451,O001816,Walker Group,Mid-Market,46641,2023-12-23 08:00:35.492154
A000452,O001822,Martin-Simmons,Mid-Market,31535,2024-08-22 17:44:14.406576
A000453,O001826,Garcia-Hunt,Mid-Market,18856,2025-11-11 03:22:38.887137
A000454,O001830,Duncan Inc,Mid-Market,27914,2024-09-11 09:37:26.843865
A000455,O001833,Snyder-Ferrell,SMB,2604,2026-06-28 00:19:32.298665
A000456,O001838,White and Sons,Mid-Market,19074,2025-12-09 10:02:59.182824
A000457,O001840,Woodard Inc,SMB,4849,2023-09-03 11:28:31.113104
A000458,O001847,Ford-Brown,Mid-Market,18558,2023-06-27 18:00:54.305359
A000459,O001855,"Jones, Becker and Daugherty",SMB,6143,2026-02-05 21:43:22.396258
A000460,,Martinez-Ramirez,SMB,9295,2025-05-16 00:00:00.000000
A000461,,"Wu, Orozco and Davis",SMB,2972,2025-02-02 00:00:00.000000
A000462,,Carr Inc,SMB,8001,2023-06-05 00:00:00.000000
A000463,,Moody-Herrera,Mid-Market,34099,2024-07-27 00:00:00.000000
A000464,,"Mays, Allen and Alvarez",SMB,1978,2025-05-05 00:00:00.000000
A000465,,Weaver-Sandoval,Mid-Market,15533,2026-08-31 00:00:00.000000
A000466,,"Chandler, Howe and Burns",Mid-Market,15351,2023-02-15 00:00:00.000000
A000467,,Flynn LLC,SMB,5837,2024-09-01 00:00:00.000000
A000468,,Davis PLC,SMB,1611,2023-03-13 00:00:00.000000
A000469,,Buckley LLC,SMB,10653,2023-09-03 00:00:00.000000
A000470,,Simmons LLC,SMB,8143,2024-09-10 00:00:00.000000
A000471,,Mullins-Hawkins,Mid-Market,28358,2023-10-18 00:00:00.000000
A000472,,Johnson Inc,SMB,7120,2024-06-22 00:00:00.000000
