ticket_id,account_id,opened_date,severity,resolved,resolution_time_days
T000896,A000113,2026-05-21 06:34:11.901361,High,True,7.4
T000897,A000114,2026-06-02 23:51:58.580218,High,True,4.7
T000898,A000114,2026-07-17 09:42:14.371369,Low,True,2.6
T000899,A000114,2026-07-14 14:02:56.622972,Low,True,3.8
T000900,A000115,2025-08-19 15:49:25.787731,Low,True,3.2
T000901,A000115,2025-12-26 05:34:21.259222,High,True,3.4
T000902,A000115,2025-08-13 01:38:44.884995,,True,2.9
T000903,A000115,2025-09-27 13:41:40.918830,Medium,False,
T000904,A000115,2025-02-06 15:07:49.291907,Medium,True,3.4
T000905,A000115,2026-03-21 21:59:18.585217,Medium,True,3.1
T000906,A000115,2026-06-05 14:57:35.742217,,True,3.2
T000907,A000115,2025-05-20 18:59:18.646204,Medium,True,8.0
T000908,A000116,2025-08-22 09:02:49.231146,Low,True,1.2
T000909,A000116,2025-10-05 05:15:31.284052,Low,True,4.4
T000910,A000117,2026-07-10 17:23:55.564135,Low,True,6.4
T000911,A000118,2026-05-17 11:19:40.285568,Medium,True,6.0
T000912,A000118,2026-05-05 17:10:37.322738,Low,True,3.6
T000913,A000118,2026-04-12 20:19:58.995341,,False,
T000914,A000120,2024-06-30 14:31:17.096651,Low,True,1.5
T000915,A000120,2026-07-28 00:59:03.612657,Low,True,3.6
T000916,A000120,2025-06-27 17:36:19.861885,Medium,True,1.4
T000917,A000120,2024-02-27 20:43:57.943057,Medium,True,0.9
T000918,A000120,2026-01-22 22:26:41.682987,High,True,2.6
T000919,A000120,2026-07-28 01:37:26.586549,,True,6.8
T000920,A000120,2025-01-03 09:28:01.413947,Medium,True,6.5
T000921,A000120,2025-05-12 15:56:22.201712,Medium,True,4.9
T000922,A000120,2025-02-07 01:49:28.706702,High,True,1.0
T000923,A000120,2025-12-09 22:56:32.084159,Low,True,1.1
T000924,A000120,2024-11-21 09:04:23.442505,Low,True,3.3
T000925,A000120,2025-02-26 15:44:38.826765,Low,False,
T000926,A000120,2025-11-02 22:28:48.170160,Low,True,3.0
T000927,A000120,2026-08-27 07:10:40.074794,Low,True,1.2
T000928,A000121,2025-08-07 05:19:50.685629,Medium,True,1.6
T000929,A000121,2026-02-01 05:12:16.063476,Medium,True,1.9
T000930,A000121,2026-04-09 07:10:26.475022,Low,False,
T000931,A000123,2024-04-06 17:51:18.039868,High,True,8.6
T000932,A000123,2024-05-21 03:27:34.687193,High,True,2.6
T000933,A000123,2024-03-05 12:04:52.721035,Medium,True,1.2
T000934,A000123,2024-06-26 15:39:15.682431,Low,False,
T000935,A000124,2025-05-21 21:20:25.338011,,False,
T000936,A000124,2025-01-28 03:04:50.004999,High,True,10.0
T000937,A000124,2025-01-16 20:59:17.420546,High,True,2.2
T000938,A000124,2025-03-26 00:19:10.927433,High,False,
T000939,A000124,2025-04-13 10:56:25.572141,Low,True,6.4
T000940,A000124,2024-12-11 03:08:33.746047,,True,4.3
T000941,A000124,2025-04-17 04:50:01.850301,Low,True,3.2
T000942,A000124,2025-02-05 07:02:58.771929,Medium,True,2.6
T000943,A000124,2025-02-22 03:34:02.942945,High,True,1.6
T000944,A000124,2025-02-14 12:26:46.045538,Medium,True,2.4
T000945,A000124,2025-02-15 19:58:15.741307,Medium,True,6.3
T000946,A000124,2025-04-13 09:50:56.738064,High,True,6.7
T000947,A000124,2025-02-04 23:45:55.306437,Medium,True,9.9
T000948,A000124,2024-12-19 22:59:34.218116,High,False,
T000949,A000124,2025-01-20 16:11:30.914967,Low,True,4.9
T000950,A000124,2024-12-23 11:37:29.526299,Medium,True,2.5
T000951,A000125,2023-11-04 09:45:52.908931,Medium,True,3.7
T000952,A000125,2026-03-07 19:35:15.572331,Low,True,0.7
T000953,A000125,2025-03-02 03:39:51.901554,Low,True,3.2
T000954,A000125,2024-09-13 23:07:06.646001,Medium,True,0.7
T000955,A000125,2024-12-13 13:22:54.933926,Low,True,1.5
T000956,A000125,2026-05-08 03:36:08.434404,,True,2.0
T000957,A000125,2026-07-10 21:59:08.464219,Low,True,1.5
T000958,A000125,2024-05-24 00:00:00.266426,Medium,True,1.7
T000959,A000125,2025-11-18 11:04:53.333253,Low,True,7.5
T000960,A000125,2023-11-24 11:56:50.940429,Medium,True,1.0
T000961,A000125,2024-10-11 01:21:18.192289,Medium,True,4.1
T000962,A000126,2025-02-25 02:23:08.006558,High,True,8.6
T000963,A000126,2025-05-02 22:33:53.333556,High,True,6.3
T000964,A000126,2024-10-25 21:11:19.740294,High,True,4.1
T000965,A000126,2025-01-09 02:52:50.681694,Medium,True,1.4
T000966,A000126,2024-09-07 11:53:01.674348,High,True,7.0
T000967,A000126,2025-05-11 00:38:41.993057,High,False,
T000968,A000126,2025-03-06 08:53:57.656897,,False,
T000969,A000126,2025-01-04 21:29:11.912826,High,True,3.9
T000970,A000126,2024-11-15 12:29:55.371109,Medium,True,2.0
T000971,A000126,2025-06-03 23:27:21.846168,Medium,False,
T000972,A000126,2025-02-04 07:56:38.445951,Low,False,
T000973,A000126,2025-03-11 03:16:38.055131,Low,True,2.8
T000974,A000126,2025-01-12 23:59:52.385701,High,True,7.7
T000975,A000126,2025-06-07 20:22:20.397129,Medium,True,5.5
T000976,A000126,2024-09-26 23:19:36.098294,Low,True,1.7
T000977,A000126,2024-07-26 13:56:46.091719,,True,1.8
T000978,A000126,2024-10-23 20:37:31.844240,High,True,6.1
T000979,A000126,2025-02-13 22:16:29.976961,Low,True,3.4
T000980,A000126,2025-03-10 22:41:06.471305,Medium,False,
T000981,A000126,2024-12-29 02:15:23.275420,,True,1.9
T000982,A000126,2025-05-11 03:38:00.110249,High,True,8.5
T000983,A000126,2025-06-15 22:37:14.897007,Medium,False,
T000984,A000126,2024-07-17 01:43:12.370293,,True,4.2
T000985,A000127,2024-08-12 08:44:35.946980,Low,True,2.6
T000986,A000127,2024-07-20 02:27:09.758194,High,True,3.6
T000987,A000127,2024-06-08 03:14:47.406919,Medium,True,1.8
T000988,A000127,2024-08-10 03:32:37.233934,Low,True,1.6
T000989,A000127,2024-07-27 00:44:09.061595,Medium,False,
T000990,A000127,2024-08-20 01:21:50.833449,Low,True,9.9
T000991,A000127,2024-09-02 18:19:04.528349,,True,1.5
T000992,A000127,2024-08-23 18:02:03.716651,High,True,6.3
T000993,A000127,2024-08-18 08:49:54.773485,Low,True,3.0
T000994,A000127,2024-05-28 13:00:21.147607,Low,True,1.3
T000995,A000127,2024-06-19 07:12:57.486631,Low,True,9.0
T000996,A000127,2024-05-18 14:58:42.980790,Medium,True,5.6
T000997,A000127,2024-02-20 15:19:23.121783,,True,12.1
T000998,A000127,2024-05-13 23:07:09.770914,Medium,False,
T000999,A000127,2024-03-11 20:10:54.922210,Medium,False,
T001000,A000128,2025-11-30 18:17:03.485700,Low,False,
T001001,A000128,2025-10-01 07:24:39.406510,Low,False,
T001002,A000128,2025-12-02 15:20:44.306799,Low,True,9.3
T001003,A000128,2025-10-14 18:16:21.541872,Low,True,3.2
T001004,A000128,2025-10-21 13:57:30.526859,High,True,0.9
T001005,A000128,2025-11-06 04:19:11.236370,,True,5.5
T001006,A000128,2025-11-19 22:03:13.245549,Medium,True,3.6
T001007,A000129,2025-08-05 06:35:54.999545,Low,True,1.6
T001008,A000129,2024-07-27 23:45:47.493646,High,True,5.0
T001009,A000129,2024-09-03 21:17:14.498906,High,True,7.4
T001010,A000129,2025-07-30 20:41:56.059911,Low,True,2.3
T001011,A000129,2025-07-26 20:56:06.016985,Medium,True,4.0
T001012,A000129,2025-10-31 00:04:15.396233,High,True,5.7
T001013,A000129,2024-05-15 08:10:45.338622,,False,
T001014,A000129,2025-01-28 05:27:06.072945,Low,True,12.8
T001015,A000129,2025-01-15 22:35:41.821963,,True,3.6
T001016,A000129,2024-01-23 06:30:53.357583,Medium,True,2.7
T001017,A000130,2024-09-14 09:57:14.198759,Medium,True,16.7
T001018,A000130,2025-01-16 05:02:39.074278,High,True,2.8
T001019,A000130,2025-02-19 02:25:03.528621,Medium,True,0.5
T001020,A000130,2024-11-20 18:59:30.035639,,True,7.3
T001021,A000130,2024-09-28 07:31:57.690423,Low,True,0.2
T001022,A000130,2024-12-06 03:41:16.121201,Low,True,1.6
T001023,A000130,2025-04-07 21:29:21.752007,High,True,2.4
T001024,A000130,2024-11-03 01:46:50.131122,Medium,True,1.3
T001025,A000130,2024-12-17 06:29:00.739012,High,True,2.1
T001026,A000130,2024-12-13 13:41:24.512071,Low,False,
T001027,A000130,2024-11-13 00:32:48.152866,High,True,6.2
T001028,A000130,2024-12-03 02:23:32.419317,Low,True,4.6
T001029,A000130,2025-03-20 19:27:31.322091,High,False,
T001030,A000130,2025-03-13 19:26:32.075994,Low,True,2.4
T001031,A000130,2025-03-14 09:20:30.768324,Low,True,2.9
T001032,A000131,2026-06-24 17:58:15.310253,Medium,True,5.0
T001033,A000131,2026-06-18 07:21:34.183075,Low,True,3.3
T001034,A000131,2026-07-11 18:58:10.881303,Medium,False,
T001035,A000131,2026-07-19 05:20:58.325597,Low,True,0.1
T001036,A000131,2026-08-08 18:49:53.055076,Medium,True,2.7
T001037,A000131,2026-08-19 10:38:04.089729,,True,3.6
T001038,A000132,2025-06-10 00:20:25.608293,High,True,0.5
T001039,A000132,2026-04-23 04:01:48.641747,Medium,True,3.0
T001040,A000132,2025-11-11 01:56:02.242322,Low,True,8.2
T001041,A000132,2026-05-08 05:33:59.570091,High,True,1.8
T001042,A000132,2025-08-28 20:34:40.745205,Low,True,2.4
T001043,A000133,2023-12-23 13:05:20.987422,High,True,2.8
T001044,A000133,2023-12-09 14:36:56.152386,Low,True,4.2
T001045,A000133,2025-03-15 14:27:28.228742,Low,True,4.3
T001046,A000133,2025-02-13 10:58:51.075584,Medium,True,1.7
T001047,A000133,2024-01-05 03:44:22.386310,Low,False,
T001048,A000133,2026-02-19 11:20:08.877637,Low,True,3.3
T001049,A000133,2025-02-01 01:25:57.823433,Medium,True,3.3
T001050,A000133,2026-01-10 05:54:39.775829,Medium,True,9.1
T001051,A000133,2024-12-06 22:17:13.170902,Low,True,5.2
T001052,A000133,2024-01-27 18:39:54.317331,High,True,5.8
T001053,A000133,2026-05-01 19:27:05.037837,Low,False,
T001054,A000133,2025-01-26 04:17:19.713182,Low,False,
T001055,A000133,2026-02-15 17:57:25.716925,Medium,True,1.9
T001056,A000133,2024-03-13 12:14:09.115017,High,True,3.2
T001057,A000133,2025-02-10 00:44:20.640474,High,True,7.2
T001058,A000133,2025-06-11 14:28:43.740416,Low,True,2.4
T001059,A000133,2026-03-22 02:23:47.965493,High,True,2.8
T001060,A000133,2024-05-17 07:24:54.833655,Low,False,
T001061,A000133,2026-03-27 00:27:17.659287,High,True,3.1
T001062,A000133,2025-05-05 00:44:13.276760,Low,True,6.9
T001063,A000134,2024-12-30 22:56:52.695404,Medium,False,
T001064,A000134,2024-10-16 02:17:18.995312,High,True,4.7
T001065,A000134,2024-10-05 13:39:57.651781,High,True,2.7
T001066,A000134,2024-08-17 12:47:12.862008,Low,False,
T001067,A000134,2024-06-23 07:47:00.344914,High,True,5.3
T001068,A000134,2024-10-28 22:39:12.064789,Medium,False,
T001069,A000134,2024-11-29 18:39:23.062799,,True,8.1
T001070,A000134,2024-11-11 22:45:43.856194,High,True,5.6
T001071,A000134,2024-12-06 02:46:19.968760,Low,True,4.3
T001072,A000134,2024-11-09 00:58:53.397318,Low,True,6.4
T001073,A000134,2024-07-26 00:19:13.085459,Medium,False,
T001074,A000134,2024-12-18 08:48:59.201630,,False,
T001075,A000134,2024-10-03 11:30:22.501044,Medium,True,2.1
T001076,A000134,2024-08-05 02:09:17.885222,Low,True,0.5
T001077,A000134,2024-05-18 09:41:51.091161,High,True,3.3
T001078,A000134,2024-08-17 20:41:23.634651,High,True,1.5
T001079,A000134,2024-10-19 16:10:29.112563,,False,
T001080,A000134,2024-02-07 23:59:53.729051,High,True,3.6
T001081,A000135,2024-10-08 13:53:59.093612,Low,False,
T001082,A000135,2024-11-02 06:30:01.901650,Low,True,7.5
T001083,A000135,2024-10-16 12:54:39.074127,Medium,True,3.2
T001084,A000135,2024-10-13 15:30:03.104240,High,False,
T001085,A000135,2024-11-13 06:22:26.311329,Medium,True,8.2
T001086,A000135,2024-11-22 23:08:53.460760,Medium,True,2.0
T001087,A000135,2024-11-25 12:14:40.873524,High,False,
T001088,A000135,2024-08-29 09:10:59.732216,High,True,6.7
T001089,A000135,2024-10-31 18:55:47.492422,High,True,1.4
T001090,A000135,2024-10-13 21:03:34.863914,Low,False,
T001091,A000135,2024-06-16 12:59:29.063700,Medium,False,
T001092,A000135,2024-10-14 03:12:21.889509,High,True,7.3
T001093,A000136,2025-02-19 04:33:15.447187,Medium,True,1.5
T001094,A000136,2024-12-12 02:08:41.061150,Low,True,1.4
T001095,A000136,2023-12-05 17:25:50.229443,Medium,True,12.0
T001096,A000136,2024-09-24 22:50:06.026474,High,True,2.3
T001097,A000136,2025-05-25 08:11:17.565743,Medium,True,3.0
T001098,A000136,2023-12-25 02:12:25.578278,,True,3.8
T001099,A000136,2024-10-28 16:27:35.928060,Low,True,2.8
T001100,A000136,2025-01-06 16:23:52.070388,Low,True,3.2
T001101,A000136,2025-05-07 22:53:50.054248,Medium,True,3.3
T001102,A000136,2024-06-11 04:42:56.506026,Medium,True,3.1
T001103,A000136,2025-10-16 07:06:33.558435,High,True,1.8
T001104,A000136,2024-03-24 00:10:32.178671,Low,True,2.8
T001105,A000136,2026-06-30 15:29:49.250701,Low,True,4.2
T001106,A000136,2025-05-25 05:21:44.072909,Low,True,3.1
T001107,A000137,2024-11-04 07:57:22.811653,Low,True,6.1
T001108,A000137,2025-05-08 04:51:16.101323,Low,True,6.5
T001109,A000137,2024-11-04 12:58:40.983295,Low,False,
T001110,A000137,2024-09-10 13:50:29.044168,Medium,True,2.9
T001111,A000137,2025-07-07 11:28:58.793669,High,True,1.3
T001112,A000137,2026-04-16 19:41:28.098376,Medium,True,3.3
T001113,A000137,2024-08-06 08:41:38.308193,Low,True,5.8
T001114,A000137,2025-02-09 22:37:13.664443,Low,True,4.8
T001115,A000137,2025-08-13 06:58:24.081035,Medium,True,0.6
T001116,A000137,2025-06-23 01:25:00.788231,Medium,True,1.4
T001117,A000137,2024-12-25 17:08:33.305474,High,True,1.2
T001118,A000138,2026-08-19 13:44:39.280742,High,True,2.3
T001119,A000138,2026-01-11 07:08:53.636719,Medium,True,3.3
T001120,A000138,2026-03-03 05:35:45.404765,,True,2.1
T001121,A000139,2025-08-27 12:39:27.388965,High,True,6.5
T001122,A000139,2025-12-01 12:28:22.719754,High,True,6.0
T001123,A000139,2025-11-09 20:40:13.228238,Medium,False,
T001124,A000139,2025-08-31 10:46:14.200887,Medium,False,
T001125,A000139,2025-11-04 06:28:39.550020,High,True,6.4
T001126,A000139,2025-07-13 07:58:29.765942,Medium,True,3.6
T001127,A000139,2025-07-14 22:41:18.551562,High,True,1.4
T001128,A000139,2025-09-07 20:27:03.264984,Low,True,4.9
T001129,A000139,2025-09-12 01:38:04.335381,High,True,5.6
T001130,A000139,2025-09-07 21:03:38.042107,Low,True,1.3
T001131,A000139,2025-10-30 08:42:44.764936,Low,False,
T001132,A000139,2025-09-20 16:51:55.861207,Medium,False,
T001133,A000140,2025-09-03 14:15:42.637279,Medium,True,2.9
T001134,A000140,2025-09-14 17:21:35.995768,High,True,3.2
T001135,A000140,2026-06-30 01:19:32.319185,Medium,True,0.9
T001136,A000140,2026-04-20 22:52:30.076588,High,True,4.7
T001137,A000140,2026-04-16 15:45:58.867194,Low,True,5.2
T001138,A000140,2026-08-04 13:46:27.366008,,True,2.0
T001139,A000140,2026-06-23 18:52:42.646869,Medium,False,
T001140,A000140,2026-07-08 03:26:26.750107,Low,True,7.0
T001141,A000140,2026-03-11 19:48:33.826997,,True,3.0
T001142,A000140,2025-12-03 18:51:54.626890,Low,True,6.5
T001143,A000141,2023-11-17 07:04:28.345764,High,True,5.0
T001144,A000141,2024-11-16 21:25:53.103128,Low,True,1.0
T001145,A000141,2025-06-29 22:37:34.398402,Medium,True,4.2
T001146,A000141,2024-09-26 12:14:26.480746,Low,True,5.7
T001147,A000141,2025-07-29 16:40:36.328797,High,True,2.0
T001148,A000141,2024-08-10 03:17:19.410789,Low,True,0.9
T001149,A000141,2025-08-02 07:52:33.166756,Medium,True,6.7
T001150,A000141,2024-02-11 14:48:17.974367,Medium,True,1.3
T001151,A000141,2025-04-15 04:33:20.414923,Medium,True,2.4
T001152,A000141,2024-01-05 01:44:16.923951,Medium,True,0.3
T001153,A000141,2026-06-26 16:44:40.095478,Medium,True,1.3
T001154,A000141,2026-07-06 03:52:53.988537,Low,True,2.8
T001155,A000141,2026-04-20 22:30:05.628649,Low,True,1.1
T001156,A000141,2026-08-03 04:39:11.150455,Low,True,0.3
T001157,A000141,2024-10-10 06:03:19.934018,Low,True,1.2
T001158,A000141,2026-02-28 06:18:49.300416,Medium,True,7.6
T001159,A000141,2025-02-24 13:25:40.402438,Medium,True,7.2
T001160,A000141,2024-11-30 18:28:00.111371,Medium,True,5.4
T001161,A000141,2025-05-17 09:26:12.819774,,True,1.1
T001162,A000141,2025-03-08 11:26:41.428695,Medium,True,12.2
T001163,A000141,2023-11-06 05:09:31.586658,Low,True,1.7
T001164,A000141,2026-08-05 06:03:48.475619,Low,True,1.8
T001165,A000142,2025-12-03 05:12:55.058946,Low,True,1.8
T001166,A000142,2026-07-26 18:23:23.194459,Low,True,1.6
T001167,A000142,2026-02-03 21:00:45.279877,Medium,True,3.0
T001168,A000142,2026-04-05 23:34:47.436520,Low,True,3.3
T001169,A000142,2025-10-08 04:49:36.349447,Medium,True,8.5
T001170,A000142,2025-10-21 00:39:53.814532,,True,1.4
T001171,A000142,2026-07-18 08:27:30.294078,Low,True,1.1
T001172,A000142,2025-11-15 19:45:38.087509,High,True,4.3
T001173,A000142,2026-06-10 09:08:45.590078,Low,True,1.0
T001174,A000142,2025-10-16 15:56:03.756046,Medium,True,4.8
T001175,A000142,2026-05-29 01:26:06.237473,,True,1.5
T001176,A000143,2025-05-23 22:06:22.423757,Medium,True,3.4
T001177,A000143,2025-04-09 02:17:32.139707,Low,True,1.4
T001178,A000143,2026-05-01 14:50:14.943276,Medium,True,2.6
T001179,A000143,2025-04-03 08:05:33.326552,Low,True,1.9
T001180,A000143,2026-02-13 05:52:22.418835,Low,True,1.4
T001181,A000144,2024-12-04 07:03:23.067787,Low,True,6.4
T001182,A000144,2025-05-24 02:21:48.174003,Medium,True,2.9
T001183,A000144,2024-09-19 00:44:34.314939,,True,2.7
T001184,A000144,2026-01-14 16:14:51.659418,High,True,2.0
T001185,A000144,2024-07-31 18:58:31.853233,Low,True,10.6
T001186,A000144,2026-01-01 15:04:31.097383,Low,True,3.3
T001187,A000144,2024-03-21 20:00:05.120657,Medium,True,5.7
T001188,A000144,2025-08-24 14:19:10.903614,Low,True,3.4
T001189,A000144,2025-11-16 10:54:59.584600,Medium,True,7.4
T001190,A000144,2024-05-23 05:01:28.133936,Low,True,0.8
T001191,A000144,2024-09-23 19:16:45.380839,High,True,8.2
T001192,A000144,2023-11-22 05:27:55.256354,Medium,True,3.6
T001193,A000144,2023-12-18 01:20:32.170414,Low,False,
T001194,A000144,2025-08-08 13:23:21.867868,Medium,True,19.1
T001195,A000144,2025-02-13 10:24:07.452167,Medium,True,6.8
T001196,A000145,2026-03-22 00:44:59.015075,Low,False,
T001197,A000145,2026-01-29 09:51:16.731888,Low,True,1.3
T001198,A000147,2026-05-10 19:17:15.991291,Low,True,7.5
T001199,A000147,2026-06-14 00:01:22.877430,High,True,5.6
T001200,A000147,2026-03-01 03:48:27.284486,Low,True,6.4
T001201,A000148,2026-01-07 10:52:35.538825,Low,False,
T001202,A000148,2025-11-20 07:53:11.803346,Medium,True,1.0
T001203,A000148,2025-10-16 22:25:05.378105,Low,False,
T001204,A000148,2026-07-11 21:08:16.935752,Medium,True,1.1
T001205,A000148,2026-05-30 08:43:53.419825,Medium,True,4.5
T001206,A000149,2026-06-22 13:07:23.957258,Medium,True,1.1
T001207,A000150,2026-04-01 13:59:15.100091,,True,0.8
T001208,A000150,2026-04-27 19:21:17.754069,Medium,True,4.9
T001209,A000150,2025-11-28 23:41:58.931675,High,True,5.0
T001210,A000150,2026-01-03 01:10:19.597409,Medium,True,3.0
T001211,A000150,2026-08-19 15:29:57.676582,Low,True,2.5
T001212,A000150,2026-03-19 11:43:00.990433,Low,True,9.8
T001213,A000150,2026-06-20 11:56:37.356131,Low,True,4.1
T001214,A000150,2025-12-26 03:14:11.907447,High,True,1.3
T001215,A000151,2025-02-25 17:25:06.006517,Medium,True,0.5
T001216,A000151,2025-05-05 16:30:51.180614,Medium,True,3.2
T001217,A000151,2025-01-03 20:37:30.925576,Low,True,6.1
T001218,A000151,2024-12-31 04:42:02.381078,Medium,True,0.4
T001219,A000151,2025-07-18 21:48:04.747674,,True,3.7
T001220,A000151,2025-10-10 04:33:55.474496,Low,True,2.2
T001221,A000152,2026-06-12 04:16:52.027524,Medium,True,5.9
T001222,A000152,2025-08-13 04:07:23.186824,Low,True,3.7
T001223,A000152,2025-06-01 02:05:08.631380,,True,4.6
T001224,A000152,2025-11-27 06:12:56.656510,Low,True,4.3
T001225,A000152,2025-06-03 06:33:19.781238,Low,True,0.2
T001226,A000152,2026-08-11 09:21:18.019103,High,True,0.9
T001227,A000152,2026-07-06 17:41:20.590321,Low,True,1.7
T001228,A000153,2025-03-14 03:51:13.084339,High,True,3.0
T001229,A000153,2024-12-29 10:03:25.569593,Low,False,
T001230,A000153,2024-12-28 04:34:53.800587,Medium,False,
T001231,A000153,2025-03-24 03:31:05.407263,High,True,9.0
T001232,A000153,2025-03-27 17:12:28.066588,High,True,1.8
T001233,A000153,2024-10-06 03:07:23.369480,Medium,True,1.8
T001234,A000153,2025-01-09 19:04:52.915749,,True,3.2
T001235,A000153,2025-02-01 04:40:57.947711,Medium,True,10.4
T001236,A000153,2024-12-05 14:15:43.823564,Low,True,10.4
T001237,A000153,2025-01-02 01:56:41.126014,Medium,True,1.8
T001238,A000153,2024-09-06 23:31:18.029139,High,True,2.0
T001239,A000153,2025-03-30 08:55:27.589971,Medium,True,6.1
T001240,A000153,2024-12-06 05:23:15.549693,,True,5.0
T001241,A000153,2025-02-12 15:47:11.445882,High,False,
T001242,A000153,2025-02-26 08:42:12.640966,High,False,
T001243,A000153,2025-03-16 17:17:52.895247,High,True,1.9
T001244,A000154,2025-03-30 23:55:00.960889,Medium,True,4.8
T001245,A000154,2026-01-08 05:12:55.957593,High,True,1.2
T001246,A000154,2026-02-12 07:22:23.623061,Low,True,1.7
T001247,A000154,2025-11-03 10:49:42.874013,Medium,True,6.7
T001248,A000154,2025-12-20 15:58:00.870416,Medium,True,2.1
T001249,A000154,2025-04-05 05:45:47.816982,Medium,False,
T001250,A000154,2026-02-19 13:13:51.662427,,True,6.2
T001251,A000154,2026-01-19 18:47:02.451571,High,True,8.7
T001252,A000154,2026-06-26 23:12:26.162091,Low,True,12.6
T001253,A000154,2025-02-03 22:13:00.027195,Medium,True,4.8
T001254,A000154,2026-07-15 01:38:14.940503,Medium,False,
T001255,A000154,2026-02-23 05:58:32.417092,High,True,3.4
T001256,A000154,2025-07-17 20:52:05.345356,Low,True,3.3
T001257,A000154,2025-01-08 22:09:36.738591,Low,True,9.8
T001258,A000155,2025-08-01 22:24:27.277450,Low,True,3.5
T001259,A000155,2025-02-02 13:50:37.490232,Low,True,4.9
T001260,A000155,2025-06-15 18:24:19.611892,Medium,True,4.4
T001261,A000155,2025-05-30 20:28:09.861776,High,True,1.8
T001262,A000155,2023-12-22 15:46:42.441145,Low,True,6.2
T001263,A000155,2025-05-09 17:05:59.585802,Low,True,2.2
T001264,A000155,2026-02-05 05:06:05.721579,Low,True,9.0
T001265,A000155,2024-01-11 04:53:30.104996,Medium,True,2.8
T001266,A000155,2024-09-08 23:45:43.729684,Low,True,10.3
T001267,A000155,2025-10-29 08:55:17.038091,Low,True,2.8
T001268,A000155,2026-08-27 02:23:51.469297,Low,True,2.2
T001269,A000155,2024-04-06 22:49:13.567860,Low,True,6.2
T001270,A000155,2025-04-16 05:01:18.895828,Low,True,9.9
T001271,A000155,2025-05-03 11:25:56.158374,Medium,True,5.9
T001272,A000155,2026-04-17 08:06:00.894848,High,True,5.7
T001273,A000156,2023-04-07 18:04:26.772819,Low,True,3.9
T001274,A000156,2023-10-11 10:55:52.239745,Low,True,4.8
T001275,A000156,2024-09-26 00:16:54.086165,High,True,4.0
T001276,A000156,2023-03-21 19:40:00.910538,Low,True,4.8
T001277,A000156,2024-12-23 15:14:34.251808,Medium,False,
T001278,A000156,2023-08-03 22:13:06.988037,Medium,True,8.1
T001279,A000156,2025-11-05 11:48:42.985882,Low,True,5.5
T001280,A000156,2024-12-03 15:37:38.250795,Low,False,
T001281,A000156,2023-10-25 02:49:23.282825,Low,True,1.7
T001282,A000156,2025-03-11 18:12:52.090955,Medium,True,2.5
T001283,A000156,2024-12-08 07:25:29.353990,Low,True,6.3
T001284,A000156,2023-06-21 17:29:55.763935,Low,True,8.4
T001285,A000156,2026-07-06 12:04:59.626156,Low,True,8.8
T001286,A000157,2025-04-25 09:37:01.883433,,False,
T001287,A000157,2025-10-18 07:41:25.142846,High,True,4.5
T001288,A000157,2026-06-30 22:55:00.983260,,False,
T001289,A000157,2025-09-27 15:38:12.952259,Low,True,1.0
T001290,A000157,2025-12-11 18:41:14.593809,Low,True,3.4
T001291,A000157,2026-02-05 08:29:59.636132,,True,2.9
T001292,A000157,2025-04-26 04:41:17.126515,Medium,True,3.3
T001293,A000157,2026-06-12 02:48:23.715694,High,True,3.7
T001294,A000158,2026-08-28 08:32:19.035775,,True,6.5
T001295,A000158,2026-07-24 21:30:24.885595,,True,0.6
T001296,A000159,2026-03-03 07:21:37.078185,High,True,3.0
T001297,A000159,2026-03-11 05:36:51.478023,High,False,
T001298,A000159,2026-03-11 16:20:21.424166,High,True,1.9
T001299,A000160,2025-11-15 07:41:05.392237,Low,True,3.8
T001300,A000160,2023-12-27 17:35:13.684111,High,True,3.0
T001301,A000160,2025-10-15 16:05:51.709296,Low,False,
T001302,A000160,2025-05-07 12:18:34.052957,Low,True,6.6
T001303,A000160,2023-08-16 08:56:24.079969,Low,True,2.8
T001304,A000160,2024-06-04 03:08:14.382892,Low,True,1.5
T001305,A000160,2026-06-20 19:15:22.092784,Medium,True,4.7
T001306,A000160,2026-02-11 07:06:35.790954,Low,True,4.9
T001307,A000160,2024-11-05 02:09:33.519287,Low,True,5.2
T001308,A000160,2024-03-09 16:02:00.944061,Low,True,1.3
T001309,A000160,2025-03-05 00:29:13.084212,Medium,True,3.2
T001310,A000160,2023-10-12 17:50:40.421040,Low,True,5.3
T001311,A000160,2024-07-18 12:02:38.138452,Low,True,7.1
T001312,A000160,2026-05-26 00:44:00.938338,Medium,True,11.0
T001313,A000160,2025-10-01 04:31:53.506862,,True,3.8
T001314,A000160,2023-12-11 20:25:13.734720,,False,
T001315,A000160,2026-01-01 11:12:58.707754,High,False,
T001316,A000160,2025-03-06 01:53:14.083933,Low,True,3.4
T001317,A000160,2024-08-04 07:11:54.606808,Medium,True,0.7
T001318,A000161,2025-07-18 00:51:11.629885,Low,True,4.9
T001319,A000161,2025-07-25 21:22:38.058923,Low,True,0.8
T001320,A000161,2025-07-12 13:33:07.914822,Low,True,1.7
T001321,A000161,2025-11-05 19:48:53.015923,Medium,True,6.3
T001322,A000161,2025-10-15 00:39:21.163493,Medium,True,3.9
T001323,A000161,2025-06-13 16:54:44.556611,Low,True,5.4
T001324,A000161,2026-08-01 02:45:17.451074,Low,True,3.3
T001325,A000162,2025-04-19 04:10:56.736238,Low,True,5.8
