account_id,opp_id,company_name,account_tier,initial_deal_size,signup_date,subscription_id,plan,mrr,billing_frequency,contract_start_date,contract_end_date,status,churn_date,churn_probability,risk_tier,expansion_score,recommendation,recommended_action
A000106,O000440,"Marks, Stone and Watts",Mid-Market,25012,2023-11-07 06:34:48.034217,S000106,Growth,2235.32,Annual,2023-11-07 06:34:48.034217,2024-11-06 06:34:48.034217,Active,,0.0022174602,Low,0.0016764028,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000107,O000441,Alvarado-Davidson,Mid-Market,35466,2026-06-21 17:33:50.159269,S000107,Growth,3063.61,Annual,2026-06-21 17:33:50.159269,2027-06-21 17:33:50.159269,Active,,0.0013657204,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000108,O000446,Petersen PLC,Mid-Market,25584,2025-06-23 19:23:01.402988,S000108,Growth,2061.72,Monthly,2025-06-23 19:23:01.402988,,Churned,2026-07-18 19:23:01.402988,,,,,Already churned
A000109,O000455,"Valencia, Joseph and Walls",SMB,3131,2026-04-01 06:57:17.848363,S000109,Starter,248.51,Annual,2026-04-01 06:57:17.848363,2027-04-01 06:57:17.848363,Active,,0.99680376,High,0.0019213832,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
A000110,O000464,"Baker, Martin and Singleton",SMB,5368,2025-04-23 06:40:06.959104,S000110,Starter,418.98,Annual,2025-04-23 06:40:06.959104,2026-04-23 06:40:06.959104,Churned,2025-07-22 06:40:06.959104,,,,,Already churned
A000111,O000465,Bowers LLC,SMB,6618,2024-06-08 08:46:41.349069,S000111,Starter,581.74,Monthly,2024-06-08 08:46:41.349069,,Active,,0.001804419,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000112,O000471,Russell-Hayes,Mid-Market,20413,2026-06-08 12:54:51.985333,S000112,Growth,1538.02,Annual,2026-06-08 12:54:51.985333,2027-06-08 12:54:51.985333,Active,,0.0022983458,Low,0.06844586,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000113,O000472,"Wilson, Smith and Cortez",SMB,2547,2026-03-01 05:55:43.727663,S000113,Starter,205.21,Annual,2026-03-01 05:55:43.727663,2027-03-01 05:55:43.727663,Active,,0.0019117703,Low,0.0050725257,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000114,O000473,Haynes Inc,Mid-Market,33654,2026-05-07 18:51:28.458037,S000114,Growth,2647.18,Monthly,2026-05-07 18:51:28.458037,,Active,,0.00076493795,Low,0.0032817351,Pitch: additional seats,Healthy — no action needed
A000115,O000476,Taylor Group,Mid-Market,40683,2025-02-01 11:44:52.802299,S000115,Growth,3608.16,Annual,2025-02-01 11:44:52.802299,2026-02-01 11:44:52.802299,Active,,0.0011770099,Low,0.004239141,Pitch: additional seats,Healthy — no action needed
A000116,O000482,Wilkinson and Sons,Mid-Market,25583,2025-05-03 05:28:37.276864,S000116,Growth,2126.43,Monthly,2025-05-03 05:28:37.276864,,Active,,0.0013657204,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000117,O000484,Hammond-Lewis,SMB,3216,2026-06-10 20:03:03.323493,S000117,Starter,257.69,Annual,2026-06-10 20:03:03.323493,2027-06-10 20:03:03.323493,Active,,0.0021316512,Low,0.0020487509,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000118,O000485,Arnold PLC,Mid-Market,46225,2026-02-11 06:38:44.218155,S000118,Growth,4171.8,Monthly,2026-02-11 06:38:44.218155,,Active,,0.004391767,Low,0.0055300696,Pitch: additional seats,Healthy — no action needed
A000119,O000488,Williams-Juarez,Mid-Market,20499,2026-09-08 13:39:03.482753,S000119,Growth,1742.19,Annual,2026-09-08 13:39:03.482753,2027-09-08 13:39:03.482753,Active,,0.0034785776,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000120,O000489,Williams and Sons,Enterprise,67802,2023-12-30 16:27:25.294593,S000120,Enterprise,5438.27,Annual,2023-12-30 16:27:25.294593,2024-12-29 16:27:25.294593,Active,,0.0012375808,Low,0.003349075,Pitch: additional seats,Healthy — no action needed
A000121,O000493,Martin-Jones,SMB,4878,2025-07-02 07:02:06.445625,S000121,Starter,349.88,Annual,2025-07-02 07:02:06.445625,2026-07-02 07:02:06.445625,Active,,0.0023667216,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000122,O000494,"Campbell, Hernandez and Moore",Mid-Market,34110,2026-07-21 15:24:21.049253,S000122,Growth,2715.05,Annual,2026-07-21 15:24:21.049253,2027-07-21 15:24:21.049253,Active,,0.0016197028,Low,0.52625686,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000123,O000496,"Whitaker, Johnson and Williams",Mid-Market,29045,2023-11-21 09:37:14.459281,S000123,Growth,2322.66,Annual,2023-11-21 09:37:14.459281,2024-11-20 09:37:14.459281,Churned,2024-07-18 09:37:14.459281,,,,,Already churned
A000124,O000497,"Thomas, Jackson and Nielsen",SMB,5849,2024-08-12 13:22:47.633438,S000124,Starter,488.2,Annual,2024-08-12 13:22:47.633438,2025-08-12 13:22:47.633438,Churned,2025-06-08 13:22:47.633438,,,,,Already churned
A000125,O000502,Jackson-Jennings,SMB,6350,2023-10-30 22:00:56.892458,S000125,Starter,580.23,Monthly,2023-10-30 22:00:56.892458,,Active,,0.0030162411,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000126,O000503,"Barnes, Hernandez and Davis",Mid-Market,15959,2024-02-03 07:33:02.020938,S000126,Growth,1396.87,Annual,2024-02-03 07:33:02.020938,2025-02-02 07:33:02.020938,Churned,2025-06-27 07:33:02.020938,,,,,Already churned
A000127,O000511,"Sanders, Harris and Arnold",Mid-Market,22515,2023-11-13 12:19:54.193650,S000127,Growth,1655.62,Monthly,2023-11-13 12:19:54.193650,,Churned,2024-09-08 12:19:54.193650,,,,,Already churned
A000128,O000524,"Melton, Henry and Joyce",Mid-Market,32109,2025-09-09 22:20:04.756238,S000128,Growth,0.0,Annual,2025-09-09 22:20:04.756238,2026-09-09 22:20:04.756238,Churned,2025-12-08 22:20:04.756238,,,,,Already churned
A000129,O000526,"Clark, Carpenter and Nguyen",Mid-Market,40799,2024-01-06 12:25:33.146064,S000129,Growth,2959.5,Monthly,2024-01-06 12:25:33.146064,,Active,,0.0019810777,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000130,O000529,"Hernandez, Shaffer and Thompson",SMB,13069,2024-06-30 14:39:25.716446,S000130,Starter,0.0,Annual,2024-06-30 14:39:25.716446,2025-06-30 14:39:25.716446,Churned,2025-04-26 14:39:25.716446,,,,,Already churned
A000131,O000530,"Holmes, Le and Floyd",SMB,2438,2026-04-15 15:50:25.681560,S000131,Starter,213.16,Annual,2026-04-15 15:50:25.681560,2027-04-15 15:50:25.681560,Active,,0.7590941,High,0.0017999619,Pitch: additional seats,Flag for CSM outreach
A000132,O000534,Davidson LLC,SMB,5974,2025-05-16 12:01:53.419069,S000132,Starter,427.18,Annual,2025-05-16 12:01:53.419069,2026-05-16 12:01:53.419069,Active,,0.0019599034,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000133,O000543,Harper-Robles,SMB,8056,2023-10-02 01:29:19.039808,S000133,Starter,638.08,Monthly,2023-10-02 01:29:19.039808,,Active,,0.0019424916,Low,0.0019186629,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000134,O000544,Wright-Espinoza,SMB,13518,2023-10-22 13:33:09.042431,S000134,Starter,1151.01,Annual,2023-10-22 13:33:09.042431,2024-10-21 13:33:09.042431,Churned,2025-01-14 13:33:09.042431,,,,,Already churned
A000135,O000548,"Patel, Adams and Lopez",Mid-Market,43682,2024-01-25 01:06:45.714545,S000135,Growth,3631.02,Monthly,2024-01-25 01:06:45.714545,,Churned,2024-12-20 01:06:45.714545,,,,,Already churned
A000136,O000551,Flores and Sons,SMB,12672,2023-10-20 17:24:03.222280,S000136,Starter,1049.19,Annual,2023-10-20 17:24:03.222280,2024-10-19 17:24:03.222280,Active,,0.001181229,Low,0.0018514073,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000137,O000556,Huang LLC,SMB,10358,2024-07-23 08:16:24.002291,S000137,Starter,0.0,Monthly,2024-07-23 08:16:24.002291,,Active,,0.002634762,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000138,O000558,"Wright, Wise and Ramos",Mid-Market,36453,2026-01-02 02:27:16.414084,S000138,Growth,3278.81,Monthly,2026-01-02 02:27:16.414084,,Active,,0.0016197028,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000139,O000560,"Robinson, Rodriguez and Chen",SMB,11865,2025-03-25 13:09:09.044362,S000139,Starter,1065.08,Monthly,2025-03-25 13:09:09.044362,,Churned,2025-12-20 13:09:09.044362,,,,,Already churned
A000140,O000564,Washington Group,Mid-Market,43639,2025-07-03 14:51:20.335210,S000140,Growth,3353.5,Annual,2025-07-03 14:51:20.335210,2026-07-03 14:51:20.335210,Active,,0.0007486794,Low,0.0029810045,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000141,O000568,Rodriguez-Mills,Mid-Market,20278,2023-10-01 11:37:30.729540,S000141,Growth,1660.89,Monthly,2023-10-01 11:37:30.729540,,Active,,0.00088175817,Low,0.0044545988,Pitch: additional seats,Healthy — no action needed
A000142,O000570,"Ray, Craig and Park",SMB,7886,2025-06-21 04:50:57.130175,S000142,Starter,731.7,Annual,2025-06-21 04:50:57.130175,2026-06-21 04:50:57.130175,Active,,0.0028857642,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000143,O000574,Foley Inc,Mid-Market,16660,2024-11-15 03:19:26.753401,S000143,Growth,1244.93,Annual,2024-11-15 03:19:26.753401,2025-11-15 03:19:26.753401,Active,,0.001852704,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000144,O000576,"Cunningham, Murphy and Wolfe",SMB,6360,2023-10-13 04:58:48.527124,S000144,Starter,473.9,Monthly,2023-10-13 04:58:48.527124,,Active,,0.0033466916,Low,0.0062038847,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000145,O000581,Hanson-Alexander,Mid-Market,21611,2025-10-19 05:47:04.954915,S000145,Growth,1646.3,Monthly,2025-10-19 05:47:04.954915,,Active,,0.001925094,Low,0.99703,Pitch: additional seats,Route to expansion play
A000146,O000591,"Anderson, Delgado and Carpenter",SMB,4866,2026-09-14 03:31:25.204904,S000146,Starter,435.11,Monthly,2026-09-14 03:31:25.204904,,Active,,0.0048242062,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000147,O000594,Stewart PLC,Mid-Market,20453,2026-01-19 16:58:12.332354,S000147,Growth,1908.41,Annual,2026-01-19 16:58:12.332354,2027-01-19 16:58:12.332354,Active,,0.0022983458,Low,0.004723798,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000148,O000596,Shaw PLC,SMB,3147,2025-08-27 01:47:57.484024,S000148,Starter,297.29,Annual,2025-08-27 01:47:57.484024,2026-08-27 01:47:57.484024,Active,,0.0027740072,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000149,O000600,"Liu, Buchanan and Meyer",SMB,9316,2026-03-16 18:54:05.261459,S000149,Starter,756.48,Annual,2026-03-16 18:54:05.261459,2027-03-16 18:54:05.261459,Active,,0.0040018363,Low,0.0019192959,Pitch: additional seats,Healthy — no action needed
A000150,O000604,Gallegos-Hayes,Mid-Market,21222,2025-11-17 03:30:24.779961,S000150,Growth,1865.38,Monthly,2025-11-17 03:30:24.779961,,Active,,0.00074038847,Low,0.0059710564,Pitch: additional seats,Healthy — no action needed
A000151,O000605,Wilson Group,Mid-Market,28234,2024-10-19 17:46:28.808913,S000151,Growth,2553.75,Annual,2024-10-19 17:46:28.808913,2025-10-19 17:46:28.808913,Active,,0.0013810042,Low,0.007473422,Pitch: additional seats,Healthy — no action needed
A000152,O000607,Tate LLC,SMB,8842,2025-04-30 10:18:48.332557,S000152,Starter,673.56,Monthly,2025-04-30 10:18:48.332557,,Active,,0.0011713376,Low,0.0052462197,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000153,O000610,Dean LLC,SMB,11434,2024-06-12 12:24:20.030943,S000153,Starter,1016.74,Annual,2024-06-12 12:24:20.030943,2025-06-12 12:24:20.030943,Churned,2025-06-07 12:24:20.030943,,,,,Already churned
A000154,O000614,Williams Group,Mid-Market,22989,2024-11-16 21:01:16.422500,S000154,Growth,2125.01,Annual,2024-11-16 21:01:16.422500,2025-11-16 21:01:16.422500,Active,,0.002168318,Low,0.0016298124,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000155,O000623,Crawford and Sons,SMB,2649,2023-11-11 17:41:36.280859,S000155,Starter,245.7,Annual,2023-11-11 17:41:36.280859,2024-11-10 17:41:36.280859,Active,,0.0033840693,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000156,O000625,Warren and Sons,Mid-Market,17338,2023-03-09 06:48:38.993542,S000156,Growth,1605.69,Annual,2023-03-09 06:48:38.993542,2024-03-08 06:48:38.993542,Active,,0.0021443397,Low,0.99875724,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000157,O000626,Brooks Inc,Mid-Market,26702,2025-04-01 04:19:15.459146,S000157,Growth,2241.64,Annual,2025-04-01 04:19:15.459146,2026-04-01 04:19:15.459146,Active,,0.0023405321,Low,0.0029468054,Pitch: additional seats,Healthy — no action needed
A000158,O000628,"Russo, Collins and Murphy",Mid-Market,16290,2026-06-01 21:54:35.892116,S000158,Growth,1366.94,Annual,2026-06-01 21:54:35.892116,2027-06-01 21:54:35.892116,Active,,0.1762016,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000159,O000633,Hill-Flores,Mid-Market,19409,2025-12-27 04:19:30.660623,S000159,Growth,1447.4,Annual,2025-12-27 04:19:30.660623,2026-12-27 04:19:30.660623,Churned,2026-03-27 04:19:30.660623,,,,,Already churned
A000160,O000635,Hill Inc,SMB,7875,2023-05-05 02:39:54.027969,S000160,Starter,685.59,Annual,2023-05-05 02:39:54.027969,2024-05-04 02:39:54.027969,Active,,0.002092934,Low,0.0018653522,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000161,O000638,Edwards-Roth,SMB,8133,2025-05-11 22:51:28.727660,S000161,Starter,634.58,Annual,2025-05-11 22:51:28.727660,2026-05-11 22:51:28.727660,Active,,0.0006923444,Low,0.0052462197,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000162,O000641,Campbell LLC,SMB,12716,2024-10-28 19:22:38.874140,S000162,Starter,1122.43,Monthly,2024-10-28 19:22:38.874140,,Churned,2025-12-22 19:22:38.874140,,,,,Already churned
A000163,O000644,Patel-Morales,Mid-Market,35400,2023-05-11 22:34:04.006403,S000163,Growth,3157.03,Monthly,2023-05-11 22:34:04.006403,,Churned,2024-03-06 22:34:04.006403,,,,,Already churned
A000164,O000645,Peterson Ltd,SMB,3883,2026-02-25 03:55:51.711191,S000164,Starter,294.94,Annual,2026-02-25 03:55:51.711191,2027-02-25 03:55:51.711191,Active,,0.0022048098,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000165,O000649,"Brown, Robinson and Taylor",Mid-Market,25472,2025-07-01 14:31:37.012852,S000165,Growth,2341.26,Monthly,2025-07-01 14:31:37.012852,,Active,,0.003297026,Low,0.0017689249,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000166,O000650,Hudson-Gentry,SMB,6126,2025-04-02 06:43:43.452586,S000166,Starter,443.52,Annual,2025-04-02 06:43:43.452586,2026-04-02 06:43:43.452586,Churned,2026-02-26 06:43:43.452586,,,,,Already churned
A000167,O000651,Young Ltd,Mid-Market,53015,2025-01-06 17:07:39.717123,S000167,Growth,4426.67,Monthly,2025-01-06 17:07:39.717123,,Active,,0.00195883,Low,0.0031818408,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000168,O000654,May Group,Mid-Market,22514,2023-10-23 16:06:47.461942,S000168,Growth,2098.56,Annual,2023-10-23 16:06:47.461942,2024-10-22 16:06:47.461942,Active,,0.0023865474,Low,0.9982493,Pitch: additional seats,Route to expansion play
A000169,O000655,Lane Ltd,SMB,7515,2025-12-09 15:09:23.044899,S000169,Starter,613.13,Annual,2025-12-09 15:09:23.044899,2026-12-09 15:09:23.044899,Active,,0.001323369,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000170,O000658,"Simon, Terrell and Terrell",Mid-Market,15052,2023-10-20 21:13:46.434662,S000170,Growth,1360.25,Monthly,2023-10-20 21:13:46.434662,,Churned,2024-05-17 21:13:46.434662,,,,,Already churned
A000171,O000659,Marshall-Miller,SMB,7067,2024-07-12 00:04:19.333186,S000171,Starter,574.92,Annual,2024-07-12 00:04:19.333186,2025-07-12 00:04:19.333186,Active,,0.0023228982,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000172,O000660,"Davis, Kennedy and Harmon",SMB,6571,2024-10-21 15:34:55.575164,S000172,Starter,485.84,Monthly,2024-10-21 15:34:55.575164,,Churned,2025-06-18 15:34:55.575164,,,,,Already churned
A000173,O000661,"Osborne, Harrison and Hunt",SMB,6006,2026-03-21 16:34:03.150683,S000173,Starter,436.7,Annual,2026-03-21 16:34:03.150683,2027-03-21 16:34:03.150683,Active,,0.0023667216,Low,0.0025376724,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000174,O000664,York LLC,Mid-Market,50415,2026-05-10 19:45:10.272973,S000174,Growth,4031.0,Monthly,2026-05-10 19:45:10.272973,,Active,,0.0022906133,Low,0.0039159413,Pitch: additional seats,Healthy — no action needed
A000175,O000665,Smith-Rodriguez,Mid-Market,33113,2023-07-21 16:04:10.670410,S000175,Growth,3130.03,Annual,2023-07-21 16:04:10.670410,2024-07-20 16:04:10.670410,Active,,0.0012342904,Low,0.0071481946,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000176,O000666,Kent Ltd,SMB,12278,2026-04-01 06:23:29.049657,S000176,Starter,989.85,Annual,2026-04-01 06:23:29.049657,2027-04-01 06:23:29.049657,Churned,2026-08-29 06:23:29.049657,,,,,Already churned
A000177,O000669,May Inc,SMB,3408,2026-06-30 03:43:48.150905,S000177,Starter,321.56,Annual,2026-06-30 03:43:48.150905,2027-06-30 03:43:48.150905,Active,,0.0034647977,Low,0.0042520566,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000178,O000670,Roberts Group,SMB,5288,2026-09-01 02:34:59.209573,S000178,Starter,381.07,Annual,2026-09-01 02:34:59.209573,2027-09-01 02:34:59.209573,Active,,0.0048242062,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000179,O000672,"Garrison, Rogers and Adams",SMB,9577,2025-03-14 23:57:42.214893,S000179,Starter,811.04,Monthly,2025-03-14 23:57:42.214893,,Churned,2025-10-10 23:57:42.214893,,,,,Already churned
A000180,O000677,Decker Inc,Enterprise,62191,2025-10-15 10:49:36.882607,S000180,Enterprise,5375.86,Monthly,2025-10-15 10:49:36.882607,,Active,,0.00063694775,Low,0.012784204,Pitch: additional seats,Healthy — no action needed
A000181,O000682,Price-Ferrell,Mid-Market,18214,2025-05-12 07:02:23.500422,S000181,Growth,1304.29,Monthly,2025-05-12 07:02:23.500422,,Active,,0.0022983458,Low,0.9987035,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000182,O000697,Butler-Aguirre,SMB,4591,2024-04-28 05:57:19.547331,S000182,Starter,414.21,Annual,2024-04-28 05:57:19.547331,2025-04-28 05:57:19.547331,Active,,0.0011059875,Low,0.0018707375,Pitch: additional seats,Healthy — no action needed
A000183,O000702,"Trujillo, Chang and Williams",SMB,10020,2025-10-11 02:17:55.529948,S000183,Starter,780.94,Monthly,2025-10-11 02:17:55.529948,,Active,,0.0009060191,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000184,O000708,Hood-Ramirez,Mid-Market,17083,2023-11-27 18:02:13.638939,S000184,Growth,1284.01,Monthly,2023-11-27 18:02:13.638939,,Active,,0.0008193253,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000185,O000711,Baird-Williams,Enterprise,61857,2026-08-04 12:44:05.683137,S000185,Enterprise,5335.34,Monthly,2026-08-04 12:44:05.683137,,Active,,0.0016142497,Low,0.035150427,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000186,O000716,"Silva, Bray and Ford",SMB,12321,2026-02-05 19:11:22.727810,S000186,Starter,993.75,Monthly,2026-02-05 19:11:22.727810,,Active,,0.0057420842,Low,0.0020487509,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000187,O000717,Sawyer Group,Mid-Market,20603,2026-01-05 16:03:15.700163,S000187,Growth,1834.08,Monthly,2026-01-05 16:03:15.700163,,Active,,0.0007675242,Low,0.0069897217,Pitch: additional seats,Healthy — no action needed
A000188,O000719,"Marshall, Schultz and Dalton",Mid-Market,41781,2024-11-11 07:05:54.382636,S000188,Growth,3951.96,Annual,2024-11-11 07:05:54.382636,2025-11-11 07:05:54.382636,Active,,0.00063694775,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000189,O000720,Schmidt-Phillips,Enterprise,100868,2023-06-23 04:51:52.583865,S000189,Enterprise,8152.43,Monthly,2023-06-23 04:51:52.583865,,Active,,0.0025380105,Low,0.0031913223,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000190,O000721,"Norton, French and Miller",Mid-Market,35095,2023-12-27 16:54:05.364160,S000190,Growth,2954.78,Annual,2023-12-27 16:54:05.364160,2024-12-26 16:54:05.364160,Churned,2024-04-25 16:54:05.364160,,,,,Already churned
A000191,O000724,Castro and Sons,Mid-Market,57571,2025-12-02 07:33:09.052742,S000191,Growth,4772.48,Monthly,2025-12-02 07:33:09.052742,,Active,,0.0055201687,Low,0.02632997,Pitch: additional seats,Healthy — no action needed
A000192,O000731,Watson PLC,SMB,8708,2023-08-23 02:05:40.994137,S000192,Starter,0.0,Annual,2023-08-23 02:05:40.994137,2024-08-22 02:05:40.994137,Active,,0.001168409,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000193,O000735,"Wilson, Johnson and Williamson",Mid-Market,22937,2024-08-12 04:32:50.125773,S000193,Growth,2087.19,Annual,2024-08-12 04:32:50.125773,2025-08-12 04:32:50.125773,Active,,0.0008193253,Low,0.0017980969,Pitch: additional seats,Healthy — no action needed
A000194,O000741,Houston PLC,SMB,11122,2025-05-05 07:29:32.096188,S000194,Starter,912.53,Annual,2025-05-05 07:29:32.096188,2026-05-05 07:29:32.096188,Active,,0.002011385,Low,0.006846747,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000195,O000745,"Kennedy, Valdez and Stafford",SMB,14210,2025-05-07 19:16:38.479940,S000195,Starter,1312.53,Monthly,2025-05-07 19:16:38.479940,,Active,,0.0008916308,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000196,O000746,White-Knox,SMB,5259,2023-12-09 14:55:51.078336,S000196,Starter,491.75,Monthly,2023-12-09 14:55:51.078336,,Active,,0.0026447223,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000197,O000748,"Quinn, Smith and Green",SMB,6110,2025-04-02 02:24:41.063275,S000197,Starter,519.15,Annual,2025-04-02 02:24:41.063275,2026-04-02 02:24:41.063275,Churned,2026-01-27 02:24:41.063275,,,,,Already churned
A000198,O000752,Smith PLC,Enterprise,173901,2026-03-22 13:00:16.455837,S000198,Enterprise,16077.04,Monthly,2026-03-22 13:00:16.455837,,Active,,0.029708086,Low,0.0061787143,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000199,O000753,Pope PLC,Mid-Market,25806,2026-08-07 09:58:01.680808,S000199,Growth,1901.21,Annual,2026-08-07 09:58:01.680808,2027-08-07 09:58:01.680808,Active,,0.0016197028,Low,0.84072256,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000200,O000760,Richardson-Lawrence,Mid-Market,23324,2025-06-22 14:24:22.696149,S000200,Growth,1882.45,Annual,2025-06-22 14:24:22.696149,2026-06-22 14:24:22.696149,Active,,0.0023084306,Low,0.003437383,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000201,O000761,Zavala-Coleman,Mid-Market,25651,2023-06-11 07:31:06.932941,S000201,Growth,2371.12,Annual,2023-06-11 07:31:06.932941,2024-06-10 07:31:06.932941,Active,,0.0009123364,Low,0.0017689249,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000202,O000764,Lopez-Jones,Mid-Market,19115,2025-08-06 11:05:31.163167,S000202,Growth,1475.84,Monthly,2025-08-06 11:05:31.163167,,Churned,2026-03-04 11:05:31.163167,,,,,Already churned
A000203,O000771,Tate Inc,Mid-Market,55680,2023-07-09 21:25:01.370402,S000203,Growth,4394.55,Annual,2023-07-09 21:25:01.370402,2024-07-08 21:25:01.370402,Active,,0.0008916308,Low,0.0036226353,Pitch: additional seats,Healthy — no action needed
A000204,O000776,Freeman-Rodriguez,Enterprise,134893,2024-06-04 18:43:51.001512,S000204,Enterprise,9574.99,Annual,2024-06-04 18:43:51.001512,2025-06-04 18:43:51.001512,Active,,0.0016378243,Low,0.0028625545,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000205,O000777,Alvarez-Dickerson,SMB,4364,2025-01-04 17:06:53.072048,S000205,Starter,332.18,Annual,2025-01-04 17:06:53.072048,2026-01-04 17:06:53.072048,Active,,0.0022949446,Low,0.0047529167,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000206,O000779,Flores-Johnson,Mid-Market,22069,2024-11-09 19:27:22.830403,S000206,Growth,2063.3,Monthly,2024-11-09 19:27:22.830403,,Active,,0.0021929396,Low,0.0036688559,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000207,O000782,Watkins-Lozano,SMB,3670,2024-05-01 02:49:53.358535,S000207,Starter,263.27,Annual,2024-05-01 02:49:53.358535,2025-05-01 02:49:53.358535,Active,,0.0012712744,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000208,O000783,Melton Inc,SMB,6941,2025-08-21 17:02:41.341490,S000208,Starter,568.51,Annual,2025-08-21 17:02:41.341490,2026-08-21 17:02:41.341490,Active,,0.0016545965,Low,0.0019142821,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000209,O000797,Murphy-Silva,Mid-Market,25474,2025-07-09 06:35:35.131764,S000209,Growth,2335.05,Annual,2025-07-09 06:35:35.131764,2026-07-09 06:35:35.131764,Active,,0.0006440811,Low,0.0026697628,Pitch: additional seats,Healthy — no action needed
A000210,O000809,Jackson-Bradley,Mid-Market,48553,2023-07-10 13:37:59.734617,S000210,Growth,4008.24,Monthly,2023-07-10 13:37:59.734617,,Active,,0.00088175817,Low,0.0081765065,Pitch: additional seats,Healthy — no action needed
A000211,O000810,"Lewis, Holloway and Acosta",Mid-Market,36611,2024-02-11 03:27:28.068559,S000211,Growth,3289.2,Annual,2024-02-11 03:27:28.068559,2025-02-10 03:27:28.068559,Churned,2024-06-10 03:27:28.068559,,,,,Already churned
A000212,O000811,Hawkins Inc,Enterprise,108568,2026-05-19 16:34:54.423711,S000212,Enterprise,8021.36,Monthly,2026-05-19 16:34:54.423711,,Active,,0.00076493795,Low,0.0059191636,Pitch: additional seats,Healthy — no action needed
A000213,O000812,"Harvey, Turner and Foster",Mid-Market,38457,2024-01-13 00:20:01.057262,S000213,Growth,3382.3,Annual,2024-01-13 00:20:01.057262,2025-01-12 00:20:01.057262,Active,,0.0017802836,Low,0.0041620424,Pitch: additional seats,Healthy — no action needed
