account_id,initial_deal_size,mrr,n_months_active,avg_active_users,last_active_users,active_users_trend,avg_features_adopted,features_adopted_trend,avg_logins,logins_trend,n_tickets,n_high_severity,pct_unresolved,avg_resolution_days,account_tier_Mid-Market,account_tier_SMB,plan_Growth,plan_Starter,billing_frequency_Monthly
A000142,7886,731.7,11.0,2.0,2.0,8.780795404756657e-17,3.0,-1.2655971982378146e-17,24.818181818181817,-1.3363636363636355,11.0,1.0,0.0,2.936363636363636,False,True,False,True,False
A000143,16660,1244.93,19.0,5.0,5.0,-3.352320384817504e-18,2.0,-3.803045753367379e-17,66.6842105263158,-0.9368421052631587,5.0,0.0,0.0,2.14,True,False,True,False,False
A000144,6360,473.9,33.0,2.0,2.0,8.482309336103327e-18,4.0,1.6964618672206654e-17,27.666666666666668,-0.1006016042780744,15.0,2.0,0.06666666666666665,5.921428571428571,False,True,False,True,True
A000145,21611,1646.3,10.0,10.0,12.0,0.5454545454545456,4.5,0.5151515151515152,117.3,13.799999999999997,2.0,0.0,0.5,1.3,True,False,True,False,True
A000146,4866,435.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True
A000147,20453,1908.41,7.0,6.142857142857143,6.0,-0.07142857142857159,4.0,-1.7694396790519387e-16,80.14285714285714,3.9999999999999987,3.0,1.0,0.0,6.5,True,False,True,False,False
A000148,3147,297.29,10.0,2.6,3.0,0.14545454545454548,4.5,0.5151515151515152,43.7,3.557575757575759,5.0,0.0,0.4,2.1999999999999997,False,True,False,True,False
A000149,9316,756.48,4.0,3.0,3.0,2.5691830594314166e-17,2.0,-1.6429779903597286e-16,34.5,-1.5999999999999985,1.0,0.0,0.0,1.1,False,True,False,True,False
A000150,21222,1865.38,8.0,7.125,7.0,0.03571428571428568,4.0,4.397192833162217e-17,102.375,0.32142857142856424,8.0,2.0,0.0,3.925,True,False,True,False,True
A000151,28234,2553.75,21.0,9.238095238095237,10.0,0.02727272727272733,2.0,-2.261946459671728e-17,121.52380952380952,-0.37272727272726996,6.0,0.0,0.0,2.6833333333333336,True,False,True,False,False
A000152,8842,673.56,15.0,2.0,2.0,7.492299542683446e-17,4.0,1.4984599085366893e-16,26.733333333333334,0.5214285714285721,7.0,1.0,0.0,3.0428571428571423,False,True,False,True,True
A000153,11434,1016.74,12.0,2.1666666666666665,1.0,-0.1818181818181817,1.5833333333333333,-0.12237762237762238,30.833333333333332,-3.307692307692307,16.0,7.0,0.25,4.7,False,True,False,True,False
A000154,22989,2125.01,19.0,6.894736842105263,7.0,-0.029824561403509024,2.0,-3.803045753367379e-17,83.78947368421052,1.1473684210526314,14.0,3.0,0.1428571428571429,5.441666666666666,True,False,True,False,False
A000155,2649,245.7,31.0,2.0,2.0,-1.541474743955434e-19,3.0,-2.0391326471411207e-17,25.741935483870968,-0.049193548387097434,15.0,2.0,0.0,5.186666666666668,False,True,False,True,False
A000156,17338,1605.69,40.0,6.725,9.0,0.09690431519699813,4.425,0.13311444652908067,89.15,1.4761726078799249,13.0,1.0,0.15384615384615385,5.345454545454545,True,False,True,False,False
A000157,26702,2241.64,16.0,7.75,8.0,0.017647058823529602,3.0,6.941250574475034e-17,106.9375,-1.13382352941176,8.0,2.0,0.25,3.1333333333333333,True,False,True,False,False
A000158,16290,1366.94,3.0,3.3333333333333335,2.0,-1.4999999999999998,2.3333333333333335,-0.4999999999999996,45.333333333333336,-5.49999999999999,2.0,0.0,0.0,3.55,True,False,True,False,False
A000159,19409,1447.4,3.0,4.333333333333333,3.0,-1.4999999999999991,3.0,-1.0000000000000002,43.666666666666664,-4.999999999999994,3.0,3.0,0.33333333333333337,2.45,True,False,True,False,False
A000160,7875,685.59,36.0,2.0,2.0,3.368263700071629e-17,2.0,3.368263700071629e-17,28.083333333333332,-0.1772200772200765,19.0,2.0,0.1578947368421053,4.26875,False,True,False,True,False
A000161,8133,634.58,15.0,2.0,2.0,7.492299542683446e-17,4.0,1.4984599085366893e-16,29.533333333333335,-0.38928571428571423,7.0,0.0,0.0,3.757142857142857,False,True,False,True,False
A000162,12716,1122.43,14.0,2.642857142857143,1.0,-0.22197802197802197,1.6428571428571428,-0.09890109890109898,34.07142857142857,-0.890109890109891,15.0,8.0,0.33333333333333337,5.45,False,True,False,True,True
A000163,35400,3157.03,10.0,7.7,5.0,-0.5878787878787878,1.6,-0.14545454545454548,105.9,-7.812121212121212,12.0,4.0,0.33333333333333337,2.8874999999999997,True,False,True,False,True
A000164,3883,294.94,6.0,2.6666666666666665,4.0,0.3999999999999998,5.5,1.0,30.0,0.514285714285715,1.0,0.0,0.0,2.0,False,True,False,True,False
A000165,25472,2341.26,14.0,7.928571428571429,8.0,-0.015384615384615585,3.0,-5.3015197510639624e-17,110.28571428571429,-1.195604395604396,6.0,1.0,0.33333333333333337,2.35,True,False,True,False,True
A000166,6126,443.52,10.0,1.5,1.0,-0.15151515151515152,1.7,-0.1272727272727272,20.3,-2.551515151515149,17.0,6.0,0.17647058823529416,5.385714285714286,False,True,False,True,False
A000167,53015,4426.67,19.0,17.05263157894737,18.0,-0.0245614035087723,3.0,-1.360657889354296e-16,233.21052631578948,1.866666666666672,9.0,1.0,0.0,6.177777777777777,True,False,True,False,True
A000168,22514,2098.56,34.0,9.852941176470589,14.0,0.15630252100840325,6.5,0.15416348357524834,137.88235294117646,2.3737203972498113,6.0,0.0,0.0,4.883333333333334,True,False,True,False,False
A000169,7515,613.13,7.0,3.142857142857143,4.0,0.28571428571428575,6.714285714285714,0.8214285714285716,42.0,2.5000000000000018,5.0,0.0,0.0,3.46,False,True,False,True,False
A000170,15052,1360.25,7.0,3.4285714285714284,2.0,-0.42857142857142866,2.4285714285714284,-0.2142857142857144,60.57142857142857,-9.999999999999998,13.0,5.0,0.3846153846153846,4.1,True,False,True,False,True
A000171,7067,574.92,26.0,2.8076923076923075,4.0,0.07145299145299146,6.5,0.2034188034188034,39.34615384615385,0.9972649572649571,4.0,0.0,0.0,1.3499999999999999,False,True,False,True,False
A000172,6571,485.84,7.0,1.4285714285714286,1.0,-0.2142857142857142,3.142857142857143,-0.2857142857142859,18.0,-3.642857142857143,13.0,8.0,0.6153846153846154,2.2600000000000002,False,True,False,True,True
A000173,6006,436.7,3.0,2.0,2.0,5.034398893406447e-16,2.0,5.034398893406447e-16,37.666666666666664,2.000000000000002,3.0,0.0,0.33333333333333337,1.4,False,True,False,True,False
A000174,50415,4031.0,3.0,16.666666666666668,17.0,1.043161237230095e-15,3.0,1.0118224371490771e-16,255.33333333333334,59.00000000000005,3.0,1.0,0.0,5.733333333333333,True,False,True,False,True
A000175,33113,3130.03,37.0,10.945945945945946,11.0,-0.0018966334755808117,4.0,9.365763225663747e-17,151.32432432432432,0.8302513039355143,21.0,2.0,0.04761904761904767,4.1850000000000005,True,False,True,False,False
A000176,12278,989.85,5.0,3.0,2.0,-0.8000000000000007,1.6,-0.30000000000000016,46.0,-10.800000000000004,9.0,3.0,0.2222222222222222,5.642857142857143,False,True,False,True,False
A000177,3408,321.56,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.5,3.4,False,True,False,True,False
A000178,5288,381.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
A000179,9577,811.04,7.0,2.0,1.0,-0.2142857142857144,1.5714285714285714,-0.21428571428571438,29.571428571428573,-4.714285714285716,6.0,0.0,0.16666666666666663,6.44,False,True,False,True,True
A000180,62191,5375.86,10.0,20.4,21.0,0.14545454545454578,4.0,6.421683923128565e-17,304.6,13.648484848484857,7.0,1.0,0.0,3.599999999999999,False,False,False,False,True
A000181,18214,1304.29,14.0,8.714285714285714,12.0,0.3912087912087914,4.428571428571429,0.4087912087912088,128.92857142857142,7.73846153846154,4.0,0.0,0.0,5.5,True,False,True,False,True
A000182,4591,414.21,28.0,2.0,2.0,6.438850970431975e-17,3.0,6.392783797933884e-17,28.642857142857142,-0.18336070060207943,9.0,0.0,0.0,3.933333333333333,False,True,False,True,False
A000183,10020,780.94,10.0,4.3,5.0,0.18787878787878803,5.5,0.5151515151515151,54.9,2.757575757575759,4.0,1.0,0.25,4.066666666666666,False,True,False,True,True
A000184,17083,1284.01,33.0,5.0,5.0,-2.6659051705470694e-19,2.0,8.482309336103327e-18,73.9090909090909,-0.049465240641710234,12.0,1.0,0.16666666666666663,3.5300000000000002,True,False,True,False,True
A000185,61857,5335.34,1.0,22.0,22.0,0.0,3.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
A000186,12321,993.75,5.0,4.0,4.0,-4.2031682957823036e-16,2.0,-2.1015841478911518e-16,60.4,-2.7000000000000095,1.0,0.0,0.0,8.1,False,True,False,True,True
A000187,20603,1834.08,7.0,6.142857142857143,7.0,0.10714285714285726,4.0,-1.7694396790519387e-16,92.14285714285714,5.142857142857141,2.0,0.0,0.0,3.45,True,False,True,False,True
A000188,41781,3951.96,20.0,17.75,27.0,0.5195488721804508,6.4,0.2661654135338345,268.7,10.106766917293228,9.0,0.0,0.0,3.7666666666666666,True,False,True,False,False
A000189,100868,8152.43,36.0,33.02777777777778,33.0,-0.025353925353924753,3.0,7.509979782292707e-17,469.55555555555554,-3.0074646074645965,23.0,3.0,0.13043478260869568,3.09,False,False,False,False,True
A000190,35095,2954.78,4.0,7.25,4.0,-1.8999999999999992,2.5,-0.4000000000000004,85.5,-29.200000000000006,2.0,1.0,1.0,0.0,True,False,True,False,False
A000191,57571,4772.48,9.0,19.22222222222222,20.0,1.662072588002841e-16,2.0,1.3266277840460404e-16,258.22222222222223,-1.866666666666669,1.0,0.0,0.0,14.7,True,False,True,False,True
A000192,8708,0.0,36.0,2.7777777777777777,3.0,0.039639639639639686,5.5,0.14543114543114546,39.638888888888886,0.7975546975546978,10.0,1.0,0.19999999999999996,3.4250000000000003,False,True,False,True,False
A000193,22937,2087.19,24.0,6.916666666666667,6.0,0.00434782608695653,3.0,-3.7457782053856407e-17,99.25,0.09826086956521599,14.0,1.0,0.0,3.5285714285714285,True,False,True,False,False
A000194,11122,912.53,15.0,3.0,3.0,3.9801698827525604e-17,4.0,1.4984599085366893e-16,39.53333333333333,0.4178571428571433,5.0,0.0,0.0,5.1,False,True,False,True,False
A000195,14210,1312.53,16.0,4.0,4.0,3.105982739014105e-17,2.0,1.5529913695070524e-17,52.4375,1.172058823529412,17.0,4.0,0.17647058823529416,3.4285714285714284,False,True,False,True,True
A000196,5259,491.75,30.0,2.0,2.0,-3.255583432569295e-17,3.0,-9.005681807702022e-17,27.0,0.06941045606229089,18.0,1.0,0.0,2.933333333333333,False,True,False,True,True
A000197,6110,519.15,7.0,1.4285714285714286,1.0,-0.2142857142857142,2.4285714285714284,-0.2142857142857144,17.714285714285715,-1.2857142857142867,13.0,2.0,0.3076923076923077,4.033333333333334,False,True,False,True,False
A000198,173901,16077.04,5.0,57.6,52.0,-0.6000000000000028,4.0,-4.2031682957823036e-16,745.2,-91.80000000000007,2.0,0.0,0.0,1.75,False,False,False,False,True
A000199,25806,1901.21,1.0,9.0,9.0,0.0,4.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
A000200,23324,1882.45,14.0,7.071428571428571,7.0,-0.010989010989011044,4.0,6.014260112517971e-18,100.57142857142857,-1.4945054945054965,8.0,2.0,0.0,2.8750000000000004,True,False,True,False,False
A000201,25651,2371.12,36.0,8.222222222222221,8.0,-0.002831402831402581,2.0,3.368263700071629e-17,107.75,-0.05212355212354975,14.0,2.0,0.2857142857142857,3.69,True,False,True,False,False
A000202,19115,1475.84,7.0,4.285714285714286,2.0,-0.5714285714285711,3.142857142857143,-0.2857142857142859,61.57142857142857,-7.357142857142851,10.0,4.0,0.6,3.7249999999999996,True,False,True,False,True
A000203,55680,4394.55,38.0,17.86842105263158,19.0,0.007768902505744656,3.0,-2.9355333776473266e-17,261.7894736842105,0.3812233285917487,17.0,2.0,0.0,3.9411764705882355,True,False,True,False,False
A000204,134893,9574.99,27.0,43.77777777777778,41.0,-0.029304029304029006,2.0,2.1697170904448208e-17,576.9629629629629,3.066544566544573,6.0,2.0,0.0,2.5500000000000003,False,False,False,False,False
A000205,4364,332.18,18.0,2.0,2.0,7.059017484986522e-18,4.0,1.4118034969973043e-17,24.88888888888889,-0.2497420020639829,6.0,0.0,0.0,0.9999999999999999,False,True,False,True,False
A000206,22069,2063.3,22.0,7.090909090909091,7.0,-0.0033879164313946274,4.0,1.2128203685960336e-17,99.54545454545455,0.7453416149068347,12.0,1.0,0.08333333333333337,5.009090909090909,True,False,True,False,True
A000207,3670,263.27,28.0,2.9285714285714284,3.0,0.05692391899288452,4.5,0.18828680897646413,40.142857142857146,0.6896551724137937,7.0,3.0,0.1428571428571429,3.5999999999999996,False,True,False,True,False
A000208,6941,568.51,12.0,2.0,2.0,1.3783662038502192e-18,3.0,9.429455119166883e-17,28.083333333333332,0.9685314685314684,8.0,1.0,0.125,2.685714285714286,False,True,False,True,False
A000209,25474,2335.05,12.0,7.833333333333333,8.0,0.027972027972027965,2.0,1.3783662038502192e-18,105.0,0.2377622377622398,7.0,1.0,0.0,3.957142857142857,True,False,True,False,False
A000210,48553,4008.24,37.0,15.783783783783784,15.0,0.0018966334755811665,4.0,9.365763225663747e-17,222.83783783783784,-0.2738264580369823,17.0,3.0,0.17647058823529416,3.1857142857142855,True,False,True,False,True
A000211,36611,3289.2,3.0,8.333333333333334,5.0,-3.4999999999999982,3.0,-1.0000000000000002,111.0,-71.99999999999999,4.0,0.0,0.0,5.425000000000001,True,False,True,False,False
A000212,108568,8021.36,3.0,36.333333333333336,37.0,2.000000000000006,3.0,1.0118224371490771e-16,533.0,135.50000000000009,4.0,1.0,0.0,3.25,False,False,False,False,True
A000213,38457,3382.3,32.0,12.0625,12.0,0.001832844574780273,3.0,7.471878699925958e-17,162.8125,0.8515395894428185,18.0,3.0,0.2777777777777778,4.384615384615384,True,False,True,False,False
A000214,53982,4448.42,6.0,17.166666666666668,18.0,-0.2571428571428571,2.0,1.5902414263964848e-17,242.16666666666666,16.371428571428574,3.0,0.0,0.0,3.9,True,False,True,False,False
A000215,92793,6945.14,27.0,30.48148148148148,33.0,0.00244200244200321,4.0,4.3394341808896416e-17,452.55555555555554,-4.587912087912094,11.0,5.0,0.18181818181818177,3.788888888888889,False,False,False,False,True
A000216,5710,523.89,27.0,2.0,2.0,2.1697170904448208e-17,2.0,2.1697170904448208e-17,26.22222222222222,0.18803418803418823,10.0,0.0,0.0,4.08,False,True,False,True,False
A000217,16593,1195.15,4.0,3.25,2.0,-0.7,1.5,-0.3999999999999999,51.0,-7.0000000000000036,8.0,2.0,0.5,4.275,True,False,True,False,False
A000218,40379,3585.59,14.0,9.428571428571429,5.0,-0.7076923076923083,1.6428571428571428,-0.09890109890109898,145.92857142857142,-11.496703296703295,28.0,12.0,0.2857142857142857,5.635,True,False,True,False,False
A000219,15690,1180.55,33.0,5.0,5.0,-2.6659051705470694e-19,3.0,4.107508455218798e-17,66.15151515151516,0.19151069518716707,16.0,3.0,0.125,3.75,True,False,True,False,False
A000220,16385,1499.38,9.0,3.5555555555555554,2.0,-0.2833333333333333,1.6666666666666667,-0.15,56.666666666666664,-4.966666666666662,17.0,6.0,0.3529411764705882,3.936363636363637,True,False,True,False,False
A000221,12171,1134.28,4.0,2.25,1.0,-0.9000000000000004,2.25,-0.3,33.5,-12.800000000000002,5.0,2.0,0.19999999999999996,3.5,False,True,False,True,True
A000222,3711,287.61,11.0,2.727272727272727,4.0,0.21818181818181817,5.545454545454546,0.5000000000000001,36.45454545454545,2.0909090909090913,2.0,0.0,0.0,2.95,False,True,False,True,False
A000223,10336,862.09,4.0,2.25,1.0,-0.7000000000000001,2.5,-0.4000000000000004,33.0,-15.400000000000004,5.0,1.0,0.0,5.159999999999999,False,True,False,True,False
A000224,22410,1844.51,5.0,7.2,8.0,0.19999999999999943,2.0,-2.1015841478911518e-16,102.2,12.799999999999994,0.0,0.0,0.0,0.0,True,False,True,False,False
A000225,9223,741.34,27.0,3.0,3.0,-3.41604671038023e-17,2.0,2.1697170904448208e-17,38.851851851851855,0.0903540903540907,14.0,4.0,0.2142857142857143,5.6000000000000005,False,True,False,True,True
A000226,19864,1760.63,2.0,4.5,3.0,-3.0000000000000013,2.5,-1.0000000000000007,57.0,-20.0,3.0,2.0,0.0,3.6333333333333333,True,False,True,False,False
A000227,14737,1130.87,28.0,5.535714285714286,8.0,0.13437328954570338,5.464285714285714,0.18527640941434045,78.82142857142857,1.0654077723043245,11.0,5.0,0.09090909090909094,4.31,False,True,False,True,False
A000228,9290,699.36,18.0,3.0,3.0,5.518364895570431e-17,4.0,1.4118034969973043e-17,39.611111111111114,0.4014447884416932,10.0,2.0,0.09999999999999998,3.855555555555556,False,True,False,True,True
A000229,11231,859.06,14.0,2.0,1.0,-0.10109890109890117,1.6428571428571428,-0.09890109890109898,26.928571428571427,-0.9252747252747258,15.0,5.0,0.33333333333333337,3.1999999999999997,False,True,False,True,False
A000230,55520,4271.16,27.0,17.88888888888889,17.0,-0.02503052503052477,4.0,4.3394341808896416e-17,247.03703703703704,-2.4297924297924256,8.0,2.0,0.0,4.0875,True,False,True,False,True
A000231,32769,2945.92,2.0,10.0,11.0,1.9999999999999987,3.0,-3.14018491736755e-16,139.5,-17.00000000000003,0.0,0.0,0.0,0.0,True,False,True,False,False
A000232,12658,1072.7,6.0,3.0,2.0,-0.4571428571428571,1.6666666666666667,-0.2285714285714287,40.0,-2.799999999999997,10.0,2.0,0.30000000000000004,3.857142857142857,False,True,False,True,False
A000233,6907,614.82,17.0,1.3529411764705883,1.0,-0.08088235294117642,3.235294117647059,-0.1176470588235293,21.0,-1.4215686274509787,22.0,12.0,0.4545454545454546,4.216666666666666,False,True,False,True,True
A000234,8768,704.8,30.0,2.0,2.0,-3.255583432569295e-17,4.0,-6.51116686513859e-17,28.066666666666666,-0.06674082313681937,24.0,0.0,0.08333333333333337,3.3681818181818177,False,True,False,True,False
A000235,39029,3228.85,17.0,12.764705882352942,14.0,-0.017156862745097874,2.0,6.347981947352304e-17,181.35294117647058,2.2426470588235325,4.0,0.0,0.25,4.033333333333333,True,False,True,False,True
A000236,5434,486.7,1.0,2.0,2.0,0.0,3.0,0.0,34.0,0.0,2.0,0.0,0.0,3.5999999999999996,False,True,False,True,False
A000237,13973,1292.54,7.0,2.857142857142857,2.0,-0.39285714285714296,1.5714285714285714,-0.21428571428571438,41.42857142857143,-7.642857142857146,13.0,6.0,0.3076923076923077,4.2444444444444445,False,True,False,True,False
A000238,3647,269.43,18.0,2.0,2.0,7.059017484986522e-18,2.0,7.059017484986522e-18,27.944444444444443,-0.10835913312693447,10.0,3.0,0.0,3.97,False,True,False,True,True
A000239,16171,1532.63,6.0,3.5,2.0,-0.5428571428571426,1.6666666666666667,-0.2285714285714287,50.0,-10.28571428571428,9.0,3.0,0.4444444444444444,4.1,True,False,True,False,True
A000240,5135,411.11,22.0,2.727272727272727,3.0,0.06437041219649915,6.5,0.251270468661773,36.18181818181818,0.8469791078486727,6.0,3.0,0.0,2.6999999999999997,False,True,False,True,False
A000241,3245,298.34,4.0,2.0,2.0,-1.6429779903597286e-16,2.0,-1.6429779903597286e-16,29.25,5.100000000000001,2.0,1.0,0.0,2.2,False,True,False,True,False
A000242,5147,0.0,34.0,2.0,2.0,-1.0996409026592641e-17,4.0,-2.1992818053185282e-17,28.441176470588236,-0.008708938120702793,17.0,4.0,0.05882352941176472,4.731249999999999,False,True,False,True,True
A000243,4052,303.86,10.0,1.5,1.0,-0.15151515151515152,3.3,-0.19999999999999996,19.5,-1.9454545454545458,13.0,6.0,0.15384615384615385,3.136363636363637,False,True,False,True,True
A000244,16987,1286.52,16.0,7.1875,8.0,0.18088235294117644,6.5,0.3382352941176472,100.75,2.997058823529412,1.0,0.0,1.0,0.0,True,False,True,False,False
A000245,34197,2769.47,14.0,10.928571428571429,10.0,-0.08131868131868146,4.0,6.014260112517971e-18,150.85714285714286,-0.8219780219780269,11.0,1.0,0.09090909090909094,4.050000000000001,True,False,True,False,True
A000246,5679,468.98,2.0,2.0,2.0,-1.570092458683775e-16,2.0,-1.570092458683775e-16,29.5,6.999999999999993,1.0,0.0,0.0,2.6,False,True,False,True,False
A000247,14200,1286.44,3.0,4.0,4.0,1.0068797786812894e-15,2.0,5.034398893406447e-16,47.0,3.5000000000000044,4.0,0.0,0.0,9.725,False,True,False,True,False
A000248,8357,633.57,6.0,2.0,2.0,1.5902414263964848e-17,2.0,1.5902414263964848e-17,28.166666666666668,-0.6571428571428575,4.0,0.0,0.25,4.166666666666667,False,True,False,True,True
A000249,34048,2921.3,33.0,11.06060606060606,11.0,0.027406417112299596,4.0,1.6964618672206654e-17,145.8181818181818,0.8512700534759375,20.0,2.0,0.050000000000000044,3.852631578947368,True,False,True,False,False
A000250,7748,670.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True
A000251,26784,2043.16,13.0,5.153846153846154,3.0,-0.33516483516483503,3.230769230769231,-0.13186813186813187,65.23076923076923,-5.39010989010989,18.0,8.0,0.2777777777777778,6.084615384615385,True,False,True,False,True
A000252,3386,269.33,9.0,1.3333333333333333,1.0,-0.14999999999999986,3.2222222222222223,-0.2166666666666665,19.333333333333332,-2.4166666666666643,7.0,1.0,0.1428571428571429,4.466666666666666,False,True,False,True,False
A000253,8268,595.14,12.0,1.4166666666666667,1.0,-0.11538461538461534,2.4166666666666665,-0.1223776223776222,20.25,-2.339160839160837,15.0,8.0,0.2666666666666667,2.4272727272727272,False,True,False,True,True
A000254,70094,5168.95,23.0,22.73913043478261,23.0,-0.02371541501976368,3.0,2.3752813476359876e-17,319.82608695652175,0.8814229249011823,9.0,1.0,0.11111111111111116,4.775,False,False,False,False,True
A000255,36494,3117.44,12.0,16.5,23.0,0.7622377622377619,6.5,0.48951048951048964,215.58333333333334,9.080419580419582,5.0,1.0,0.0,3.7599999999999993,True,False,True,False,False
A000256,7419,659.29,34.0,2.0,2.0,-1.0996409026592641e-17,4.0,-2.1992818053185282e-17,29.764705882352942,-0.23682200152788357,15.0,1.0,0.19999999999999996,3.391666666666667,False,True,False,True,True
A000257,37671,3520.09,12.0,11.916666666666666,11.0,0.04545454545454556,4.0,2.7567324077004384e-18,141.66666666666666,-0.8811188811188769,3.0,0.0,0.0,1.8333333333333333,True,False,True,False,True
A000258,6553,522.27,2.0,2.0,2.0,-1.570092458683775e-16,4.0,-3.14018491736755e-16,36.5,-13.000000000000002,1.0,0.0,0.0,4.3,False,True,False,True,True
A000259,52769,3820.89,34.0,17.058823529411764,17.0,0.02322383498854112,2.0,-1.0996409026592641e-17,232.61764705882354,-0.04537815126050167,15.0,2.0,0.06666666666666665,3.6999999999999993,True,False,True,False,True
A000260,4150,297.97,18.0,2.0,2.0,7.059017484986522e-18,4.0,1.4118034969973043e-17,26.77777777777778,0.10113519091847312,11.0,2.0,0.0,3.2181818181818183,False,True,False,True,True
A000261,1524,200.0,4.0,2.0,2.0,-1.6429779903597286e-16,4.0,-3.285955980719457e-16,24.75,6.5,2.0,1.0,0.5,0.9,False,True,False,True,True
A000262,53133,4976.71,1.0,16.0,16.0,0.0,2.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
A000263,20042,1761.22,31.0,5.870967741935484,5.0,-0.002419354838709859,3.0,-2.0391326471411207e-17,77.29032258064517,0.32298387096774,16.0,1.0,0.0,4.14375,True,False,True,False,False
A000264,8714,659.42,10.0,2.0,2.0,3.210841961564283e-17,3.0,4.8162629423464247e-17,30.8,0.02424242424242524,8.0,1.0,0.0,4.85,False,True,False,True,True
A000265,20800,1892.49,8.0,5.875,6.0,-0.03571428571428607,3.0,-1.9088171249852354e-16,75.5,-3.3809523809523827,2.0,0.0,0.5,3.9,True,False,True,False,True
A000266,18200,1574.06,7.0,4.285714285714286,2.0,-0.7142857142857146,2.4285714285714284,-0.2142857142857144,71.42857142857143,-11.42857142857143,7.0,2.0,0.1428571428571429,4.366666666666666,True,False,True,False,True
A000267,2290,200.0,7.0,1.4285714285714286,1.0,-0.2142857142857142,2.4285714285714284,-0.2142857142857144,16.714285714285715,-2.142857142857143,10.0,3.0,0.19999999999999996,3.4250000000000003,False,True,False,True,False
A000268,26431,2521.43,1.0,7.0,7.0,0.0,4.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
A000269,14039,1092.98,19.0,4.0,4.0,-7.606091506734758e-17,2.0,-3.803045753367379e-17,63.10526315789474,-1.0052631578947377,11.0,1.0,0.0,3.1909090909090905,False,True,False,True,False
A000270,10960,838.76,10.0,4.1,5.0,0.2000000000000001,5.5,0.5151515151515151,54.4,3.939393939393939,2.0,0.0,0.0,4.55,False,True,False,True,True
A000271,25199,2147.61,5.0,7.8,8.0,0.1999999999999993,3.0,-4.151461237982223e-16,107.0,1.7999999999999907,6.0,0.0,0.33333333333333337,2.075,True,False,True,False,False
A000272,19109,1557.87,11.0,5.818181818181818,6.0,-0.05454545454545467,3.0,-1.2655971982378146e-17,91.81818181818181,-3.272727272727267,1.0,0.0,0.0,1.2,True,False,True,False,True
A000273,6597,525.97,9.0,1.5555555555555556,1.0,-0.1666666666666665,2.5555555555555554,-0.1666666666666663,20.77777777777778,-2.1166666666666645,18.0,3.0,0.38888888888888884,3.0090909090909084,False,True,False,True,False
A000274,19955,1451.69,3.0,6.0,6.0,2.0236448742981542e-16,3.0,1.0118224371490771e-16,58.333333333333336,-2.9999999999999907,1.0,0.0,0.0,1.5,True,False,True,False,True
A000275,7746,623.31,13.0,2.0,2.0,5.435088053270136e-17,3.0,9.023562674828846e-17,28.0,-0.362637362637362,8.0,0.0,0.0,5.25,False,True,False,True,False
A000276,38583,3441.81,11.0,12.0,12.0,0.15454545454545468,4.0,1.7561590809513314e-16,152.9090909090909,1.127272727272733,5.0,1.0,0.0,5.5600000000000005,True,False,True,False,True
A000277,25723,1966.65,16.0,8.0,8.0,-0.002941176470587944,3.0,6.941250574475034e-17,105.375,0.673529411764705,4.0,1.0,0.25,3.1666666666666665,True,False,True,False,False
A000278,5112,375.26,34.0,2.0,2.0,-1.0996409026592641e-17,3.0,6.353519540347771e-17,26.91176470588235,0.12360580595874712,17.0,3.0,0.05882352941176472,4.2749999999999995,False,True,False,True,True
A000279,6768,601.04,17.0,1.4705882352941178,1.0,-0.08578431372549013,2.411764705882353,-0.08578431372549013,18.647058823529413,-0.8970588235294108,24.0,8.0,0.16666666666666663,4.345000000000001,False,True,False,True,True
A000280,21025,1672.62,2.0,7.0,7.0,-1.7001631767970826e-15,3.0,-3.14018491736755e-16,132.0,15.999999999999979,1.0,0.0,0.0,6.8,True,False,True,False,True
A000281,18922,1623.74,3.0,8.0,9.0,1.5,5.666666666666667,2.5000000000000004,135.66666666666666,49.500000000000014,0.0,0.0,0.0,0.0,True,False,True,False,True
A000282,16858,1234.29,3.0,3.6666666666666665,2.0,-2.0,1.6666666666666667,-0.5000000000000003,56.333333333333336,-37.49999999999999,5.0,3.0,0.4,3.7999999999999994,True,False,True,False,False
A000283,59507,4337.08,1.0,21.0,21.0,0.0,3.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
A000284,50709,4409.2,20.0,16.3,17.0,0.03609022556390937,4.0,-1.0012986500643879e-16,229.05,1.1240601503759378,11.0,1.0,0.2727272727272727,2.35,True,False,True,False,False
A000285,42200,3103.39,15.0,9.866666666666667,6.0,-0.5964285714285714,3.2666666666666666,-0.11428571428571424,145.46666666666667,-6.971428571428571,15.0,7.0,0.4,3.244444444444445,True,False,True,False,False
